id,y,x,type
0,666.0,165.0,endpoint
1,639.0,166.0,endpoint
2,1058.0,76.0,endpoint
3,1052.0,1085.0,endpoint
4,855.0,464.0,endpoint
5,596.0,1006.0,endpoint
6,893.0,695.0,endpoint
7,1286.0,861.0,endpoint
8,772.0,414.0,endpoint
9,312.0,1085.0,endpoint
10,1341.0,1126.0,endpoint
11,1384.0,950.0,endpoint
12,884.0,511.0,endpoint
13,1486.0,790.0,endpoint
14,571.0,63.0,endpoint
15,707.0,197.0,endpoint
16,713.0,1150.0,endpoint
17,707.0,270.0,endpoint
18,709.0,844.0,endpoint
19,704.0,1284.0,endpoint
20,1484.0,691.0,endpoint
21,448.0,1416.0,endpoint
22,835.0,13.0,endpoint
23,673.0,277.0,endpoint
24,64.0,505.0,endpoint
25,191.0,973.0,endpoint
26,638.0,48.0,endpoint
27,850.0,346.0,endpoint
28,887.0,212.0,endpoint
29,836.0,411.0,endpoint
30,751.0,297.0,endpoint
31,929.0,959.0,endpoint
32,848.0,733.0,endpoint
33,1167.0,1349.0,endpoint
34,574.0,29.0,endpoint
35,1396.0,610.0,endpoint
36,1486.0,696.0,endpoint
37,837.0,1397.0,endpoint
38,654.0,101.0,endpoint
39,560.0,988.0,endpoint
40,1210.0,1112.0,endpoint
41,362.0,1378.0,endpoint
42,1062.0,1408.0,endpoint
43,672.0,619.0,endpoint
44,460.0,1431.0,endpoint
45,196.0,1248.0,endpoint
46,8.0,840.0,endpoint
47,466.0,614.0,endpoint
48,231.0,933.0,endpoint
49,1038.0,77.0,endpoint
50,847.0,153.0,endpoint
51,789.0,230.0,endpoint
52,1292.0,1134.0,endpoint
53,868.0,297.0,endpoint
54,24.0,576.0,endpoint
55,369.0,1376.0,endpoint
56,897.0,748.0,endpoint
57,1187.0,1096.0,endpoint
58,707.0,672.0,endpoint
59,1095.0,1397.0,endpoint
60,1208.0,1164.0,endpoint
61,319.0,145.0,endpoint
62,716.0,775.0,endpoint
63,942.0,273.0,endpoint
64,850.0,510.0,endpoint
65,1047.0,484.0,endpoint
66,514.0,1162.0,endpoint
67,707.0,1202.0,endpoint
68,1478.0,863.0,endpoint
69,925.0,1464.0,endpoint
70,709.0,1147.0,endpoint
71,755.0,339.0,endpoint
72,937.0,587.0,endpoint
73,991.0,1427.0,endpoint
74,1340.0,303.0,endpoint
75,1359.0,1155.0,endpoint
76,528.0,1455.0,endpoint
77,866.0,300.0,endpoint
78,292.0,461.0,endpoint
79,1233.0,740.0,endpoint
80,1274.0,1135.0,endpoint
81,1402.0,408.0,endpoint
82,1129.0,1378.0,endpoint
83,719.0,485.0,endpoint
84,341.0,948.0,endpoint
85,379.0,1240.0,endpoint
86,750.0,1339.0,endpoint
87,107.0,372.0,endpoint
88,126.0,1160.0,endpoint
89,918.0,267.0,endpoint
90,87.0,1086.0,endpoint
91,941.0,637.0,endpoint
92,927.0,1459.0,endpoint
93,975.0,1304.0,endpoint
94,937.0,118.0,endpoint
95,1136.0,1194.0,endpoint
96,1348.0,976.0,endpoint
97,622.0,1476.0,endpoint
98,697.0,551.0,endpoint
99,757.0,962.0,endpoint
100,305.0,155.0,endpoint
101,999.0,1325.0,endpoint
102,591.0,133.0,endpoint
103,503.0,148.0,endpoint
104,238.0,787.0,endpoint
105,386.0,1375.0,endpoint
106,919.0,554.0,endpoint
107,783.0,135.0,endpoint
108,1186.0,1337.0,endpoint
109,1208.0,1129.0,endpoint
110,817.0,1482.0,endpoint
111,778.0,788.0,endpoint
112,1231.0,1024.0,endpoint
113,893.0,510.0,endpoint
114,578.0,461.0,endpoint
115,466.0,1431.0,endpoint
116,124.0,499.0,junction
117,140.0,517.0,junction
118,213.0,465.0,junction
119,214.0,696.0,junction
120,216.0,436.0,junction
121,221.0,484.0,junction
122,228.0,664.0,junction
123,228.0,680.0,junction
124,253.0,780.0,junction
125,254.0,945.0,junction
126,263.0,704.0,junction
127,311.0,1091.0,junction
128,332.0,899.0,junction
129,337.0,938.0,junction
130,342.0,808.0,junction
131,353.0,916.0,junction
132,359.0,917.0,junction
133,369.0,1379.0,junction
134,385.0,1379.0,junction
135,417.0,112.0,junction
136,423.0,671.0,junction
137,423.0,683.0,junction
138,429.0,1153.0,junction
139,437.0,730.0,junction
140,457.0,1151.0,junction
141,465.0,1429.0,junction
142,466.0,1422.0,junction
143,468.0,926.0,junction
144,481.0,295.0,junction
145,485.0,1077.0,junction
146,490.0,438.0,junction
147,494.0,948.0,junction
148,494.0,430.0,junction
149,497.0,385.0,junction
150,509.0,1048.0,junction
151,513.0,1155.0,junction
152,515.0,298.0,junction
153,524.0,293.0,junction
154,525.0,998.0,junction
155,532.0,749.0,junction
156,534.0,246.0,junction
157,545.0,1004.0,junction
158,546.0,227.0,junction
159,552.0,423.0,junction
160,564.0,74.0,junction
161,566.0,67.0,junction
162,571.0,65.0,junction
163,583.0,1035.0,junction
164,601.0,1189.0,junction
165,611.0,1145.0,junction
166,617.0,503.0,junction
167,621.0,308.0,junction
168,637.0,1290.0,junction
169,644.0,1041.0,junction
170,651.0,678.0,junction
171,653.0,1226.0,junction
172,653.0,671.0,junction
173,657.0,391.0,junction
174,679.0,908.0,junction
175,683.0,407.0,junction
176,689.0,1076.0,junction
177,695.0,1120.0,junction
178,697.0,1106.0,junction
179,699.0,1151.0,junction
180,705.0,845.0,junction
181,709.0,1149.0,junction
182,713.0,1069.0,junction
183,742.0,1063.0,junction
184,758.0,1064.0,junction
185,761.0,1063.0,junction
186,766.0,1085.0,junction
187,785.0,1088.0,junction
188,788.0,1072.0,junction
189,801.0,1033.0,junction
190,815.0,1074.0,junction
191,816.0,1108.0,junction
192,825.0,1051.0,junction
193,827.0,1105.0,junction
194,834.0,1394.0,junction
195,838.0,1051.0,junction
196,860.0,1117.0,junction
197,862.0,1064.0,junction
198,865.0,159.0,junction
199,868.0,299.0,junction
200,880.0,1101.0,junction
201,893.0,758.0,junction
202,897.0,1101.0,junction
203,906.0,1189.0,junction
204,918.0,937.0,junction
205,925.0,1460.0,junction
206,957.0,1298.0,junction
207,959.0,294.0,junction
208,962.0,751.0,junction
209,968.0,1269.0,junction
210,967.0,1302.0,junction
211,968.0,1272.0,junction
212,969.0,1007.0,junction
213,984.0,141.0,junction
214,985.0,1252.0,junction
215,989.0,314.0,junction
216,990.0,355.0,junction
217,1005.0,723.0,junction
218,1005.0,710.0,junction
219,1008.0,143.0,junction
220,1008.0,354.0,junction
221,1009.0,320.0,junction
222,1010.0,316.0,junction
223,1015.0,361.0,junction
224,1036.0,155.0,junction
225,1036.0,146.0,junction
226,1038.0,172.0,junction
227,1048.0,482.0,junction
228,1050.0,85.0,junction
229,1049.0,630.0,junction
230,1057.0,526.0,junction
231,1058.0,496.0,junction
232,1059.0,575.0,junction
233,1060.0,589.0,junction
234,1076.0,1354.0,junction
235,1105.0,791.0,junction
236,1125.0,367.0,junction
237,1129.0,898.0,junction
238,1136.0,1190.0,junction
239,1139.0,690.0,junction
240,1163.0,896.0,junction
241,1168.0,1343.0,junction
242,1199.0,938.0,junction
243,1199.0,944.0,junction
244,1205.0,874.0,junction
245,1206.0,927.0,junction
246,1206.0,953.0,junction
247,1221.0,891.0,junction
248,1250.0,843.0,junction
249,1250.0,849.0,junction
250,1252.0,436.0,junction
251,1252.0,440.0,junction
252,1269.0,779.0,junction
253,1270.0,804.0,junction
254,1286.0,859.0,junction
255,1297.0,660.0,junction
256,1313.0,356.0,junction
257,1313.0,349.0,junction
258,1320.0,719.0,junction
259,1324.0,755.0,junction
260,1332.0,714.0,junction
261,1344.0,625.0,junction
262,1344.0,637.0,junction
