u,v,path_length,euclidean,tortuosity,weight
130,12,37.31370849898477,34.0588,1.0956,37.3137
2,109,2.414213562373095,2.2361,1.0797,2.4142
5,14,53.242640687119284,52.0865,1.0222,53.2426
8,13,73.01219330881972,65.5134,1.1145,73.0122
104,38,13.899494936611667,12.7279,1.0920,13.8995
16,84,2.414213562373095,2.2361,1.0797,2.4142
163,164,155.66904755831214,140.6023,1.1072,155.6690
143,146,128.15432893255064,118.5960,1.0806,128.1543
143,46,81.91168824543138,74.6257,1.0976,81.9117
119,39,35.798989873223334,29.0172,1.2337,35.7990
119,118,6.414213562373095,6.0828,1.0545,6.4142
21,120,8.65685424949238,7.8102,1.1084,8.6569
22,122,182.22539674441623,166.6433,1.0935,182.2254
162,164,94.81118318204302,84.9588,1.1160,94.8112
24,141,101.08326112068518,86.1452,1.1734,101.0833
26,165,78.81118318204304,73.6614,1.0699,78.8112
27,48,27.62741699796953,26.4008,1.0465,27.6274
92,1,136.953318805774,123.5476,1.1085,136.9533
32,120,2.8284271247461903,2.8284,1.0000,2.8284
153,157,108.56854249492373,99.8098,1.0878,108.5685
85,82,152.53910524340094,140.9433,1.0823,152.5391
55,111,59.11269837220805,51.4782,1.1483,59.1127
58,72,65.97056274847712,61.8142,1.0672,65.9706
62,140,356.0782104868025,321.0685,1.1090,356.0782
70,42,203.81118318204324,186.4537,1.0931,203.8112
84,66,116.97056274847711,112.4455,1.0402,116.9706
165,43,143.08326112068522,130.2498,1.0985,143.0833
165,164,10.82842712474619,10.1980,1.0618,10.8284
79,47,45.284271247461895,41.6773,1.0865,45.2843
156,17,309.166522241371,279.9518,1.1044,309.1665
7,135,36.89949493661166,34.1321,1.0811,36.8995
118,115,37.48528137423857,35.2278,1.0641,37.4853
132,60,23.72792206135786,21.0950,1.1248,23.7279
34,54,54.52691193458117,49.7393,1.0963,54.5269
146,155,174.09545442950514,159.8155,1.0894,174.0955
