id,y,x,type
0,1087.0,631.0,endpoint
1,1244.0,206.0,endpoint
2,929.0,1097.0,endpoint
3,795.0,813.0,endpoint
4,643.0,520.0,endpoint
5,988.0,1448.0,endpoint
6,458.0,529.0,endpoint
7,390.0,355.0,endpoint
8,850.0,541.0,endpoint
9,667.0,1231.0,endpoint
10,991.0,836.0,endpoint
11,740.0,482.0,endpoint
12,1108.0,1348.0,endpoint
13,865.0,1081.0,endpoint
14,528.0,126.0,endpoint
15,44.0,513.0,endpoint
16,295.0,159.0,endpoint
17,795.0,744.0,endpoint
18,177.0,304.0,endpoint
19,144.0,319.0,endpoint
20,660.0,1285.0,endpoint
21,649.0,1074.0,endpoint
22,825.0,189.0,endpoint
23,1093.0,1401.0,endpoint
24,806.0,66.0,endpoint
25,607.0,695.0,endpoint
26,880.0,692.0,endpoint
27,619.0,779.0,endpoint
28,923.0,105.0,endpoint
29,730.0,1168.0,endpoint
30,657.0,1037.0,endpoint
31,906.0,994.0,endpoint
32,934.0,775.0,endpoint
33,616.0,1475.0,endpoint
34,648.0,677.0,endpoint
35,1278.0,228.0,endpoint
36,798.0,350.0,endpoint
37,638.0,1236.0,endpoint
38,680.0,159.0,endpoint
39,522.0,997.0,endpoint
40,390.0,411.0,endpoint
41,794.0,510.0,endpoint
42,256.0,514.0,endpoint
43,1472.0,863.0,endpoint
44,94.0,406.0,endpoint
45,952.0,1459.0,endpoint
46,612.0,874.0,endpoint
47,279.0,619.0,endpoint
48,1170.0,607.0,endpoint
49,903.0,690.0,endpoint
50,657.0,396.0,endpoint
51,956.0,446.0,endpoint
52,674.0,1404.0,endpoint
53,710.0,323.0,endpoint
54,98.0,1064.0,endpoint
55,660.0,850.0,endpoint
56,691.0,1484.0,endpoint
57,1212.0,1317.0,endpoint
58,252.0,1305.0,endpoint
59,1064.0,1339.0,endpoint
60,649.0,593.0,endpoint
61,1314.0,1221.0,endpoint
62,511.0,1455.0,endpoint
63,1236.0,374.0,endpoint
64,1352.0,631.0,endpoint
65,966.0,522.0,endpoint
66,689.0,1153.0,endpoint
67,1113.0,113.0,endpoint
68,1358.0,429.0,endpoint
69,175.0,278.0,endpoint
70,778.0,9.0,endpoint
71,773.0,907.0,endpoint
72,864.0,607.0,endpoint
73,145.0,1167.0,endpoint
74,1340.0,307.0,endpoint
75,154.0,468.0,endpoint
76,550.0,907.0,endpoint
77,172.0,564.0,endpoint
78,1246.0,201.0,endpoint
79,1484.0,701.0,endpoint
80,74.0,727.0,endpoint
81,797.0,1488.0,endpoint
82,145.0,449.0,junction
83,146.0,470.0,junction
84,147.0,582.0,junction
85,152.0,530.0,junction
86,163.0,424.0,junction
87,163.0,418.0,junction
88,174.0,305.0,junction
89,179.0,387.0,junction
90,187.0,904.0,junction
91,192.0,701.0,junction
92,206.0,762.0,junction
93,238.0,319.0,junction
94,244.0,1131.0,junction
95,254.0,280.0,junction
96,271.0,647.0,junction
97,283.0,885.0,junction
98,333.0,796.0,junction
99,374.0,260.0,junction
100,430.0,1110.0,junction
101,430.0,641.0,junction
102,443.0,1079.0,junction
103,445.0,1046.0,junction
104,460.0,233.0,junction
105,460.0,1158.0,junction
106,477.0,1158.0,junction
107,496.0,1136.0,junction
108,515.0,993.0,junction
109,520.0,469.0,junction
110,520.0,1454.0,junction
111,535.0,510.0,junction
112,535.0,383.0,junction
113,543.0,906.0,junction
114,548.0,549.0,junction
115,549.0,382.0,junction
116,548.0,544.0,junction
117,561.0,647.0,junction
118,573.0,608.0,junction
119,601.0,235.0,junction
120,610.0,782.0,junction
121,616.0,874.0,junction
122,620.0,1228.0,junction
123,635.0,1208.0,junction
124,636.0,1411.0,junction
125,635.0,1443.0,junction
126,637.0,223.0,junction
127,639.0,1230.0,junction
128,657.0,1281.0,junction
129,664.0,1222.0,junction
130,670.0,1223.0,junction
131,688.0,247.0,junction
132,690.0,1152.0,junction
133,690.0,1273.0,junction
134,692.0,1224.0,junction
135,711.0,1247.0,junction
136,724.0,1224.0,junction
137,725.0,1240.0,junction
138,733.0,1326.0,junction
139,736.0,1252.0,junction
140,736.0,1313.0,junction
141,751.0,1183.0,junction
142,758.0,1212.0,junction
143,758.0,1217.0,junction
144,768.0,1230.0,junction
145,770.0,1193.0,junction
146,773.0,1230.0,junction
147,795.0,907.0,junction
148,794.0,1200.0,junction
149,797.0,71.0,junction
150,799.0,812.0,junction
151,813.0,1252.0,junction
152,822.0,190.0,junction
153,834.0,1301.0,junction
154,844.0,1182.0,junction
155,846.0,1173.0,junction
156,872.0,1045.0,junction
157,873.0,260.0,junction
158,874.0,1223.0,junction
159,883.0,1206.0,junction
160,897.0,1123.0,junction
161,901.0,1147.0,junction
162,915.0,1205.0,junction
163,925.0,324.0,junction
164,945.0,329.0,junction
165,950.0,1301.0,junction
166,968.0,1315.0,junction
167,971.0,1302.0,junction
168,1004.0,409.0,junction
169,1016.0,409.0,junction
170,1030.0,397.0,junction
171,1031.0,1322.0,junction
172,1032.0,313.0,junction
173,1038.0,1322.0,junction
174,1063.0,1001.0,junction
175,1087.0,626.0,junction
176,1099.0,393.0,junction
177,1105.0,926.0,junction
178,1111.0,905.0,junction
179,1117.0,889.0,junction
180,1122.0,402.0,junction
181,1123.0,855.0,junction
182,1128.0,935.0,junction
183,1129.0,920.0,junction
184,1135.0,602.0,junction
185,1134.0,896.0,junction
186,1136.0,436.0,junction
187,1149.0,961.0,junction
188,1174.0,732.0,junction
189,1196.0,688.0,junction
190,1227.0,605.0,junction
191,1227.0,624.0,junction
192,1233.0,471.0,junction
193,1240.0,275.0,junction
194,1241.0,373.0,junction
195,1241.0,260.0,junction
196,1243.0,437.0,junction
197,1244.0,448.0,junction
198,1245.0,205.0,junction
199,1248.0,331.0,junction
200,1259.0,643.0,junction
201,1268.0,635.0,junction
202,1275.0,286.0,junction
203,1277.0,454.0,junction
204,1281.0,517.0,junction
205,1290.0,313.0,junction
206,1295.0,313.0,junction
207,1421.0,847.0,junction
