u,v,path_length,euclidean,tortuosity,weight
246,124,43.284271247461895,40.3113,1.0738,43.2843
203,200,107.52691193458114,98.8585,1.0877,107.5269
257,250,44.4558441227157,37.2156,1.1945,44.4558
257,259,28.213203435596434,26.2488,1.0748,28.2132
4,211,1.4142135623730951,1.4142,1.0000,1.4142
265,252,128.25483399593898,111.8794,1.1464,128.2548
6,148,82.45584412271569,74.8131,1.1022,82.4558
7,195,53.213203435596405,48.7032,1.0926,53.2132
221,214,42.48528137423857,40.1995,1.0569,42.4853
297,107,7.242640687119285,6.4031,1.1311,7.2426
282,82,151.29646455628168,122.2620,1.2375,151.2965
13,190,56.45584412271568,52.2015,1.0815,56.4558
156,158,71.87005768508878,65.4599,1.0979,71.8701
176,167,74.254833995939,68.8840,1.0780,74.2548
174,126,11.414213562373096,11.0454,1.0334,11.4142
19,125,312.26197667087615,274.3155,1.1383,312.2620
20,200,180.65180361560914,165.9458,1.0886,180.6518
276,259,248.9482681718912,227.4665,1.0944,248.9483
26,202,55.25483399593902,52.4023,1.0544,55.2548
295,119,106.0121933088197,95.9010,1.1054,106.0122
29,136,145.29646455628162,132.2573,1.0986,145.2965
31,40,64.55634918610403,60.0750,1.0746,64.5563
204,201,30.041630560342625,28.2843,1.0621,30.0416
33,170,385.43860018001294,363.7362,1.0597,385.4386
141,139,85.87005768508878,80.2808,1.0696,85.8701
160,158,162.0710678118655,160.0781,1.0124,162.0711
132,133,44.727922061357845,41.9762,1.0656,44.7279
38,130,1.4142135623730951,1.4142,1.0000,1.4142
243,241,12.242640687119286,11.4018,1.0738,12.2426
262,261,10.071067811865477,9.4340,1.0675,10.0711
151,79,57.04163056034259,50.8035,1.1228,57.0416
42,110,57.485281374238554,55.3263,1.0390,57.4853
46,256,11.656854249492381,10.7703,1.0823,11.6569
47,291,78.74011537017756,73.2462,1.0750,78.7401
296,299,118.4680374315354,106.6771,1.1105,118.4680
198,69,6.242640687119285,5.0990,1.2243,6.2426
52,153,161.69848480983498,153.9415,1.0504,161.6985
191,196,77.62741699796949,70.6045,1.0995,77.6274
55,215,109.29646455628155,100.6479,1.0859,109.2965
57,140,35.62741699796952,32.2025,1.1064,35.6274
59,209,7.0710678118654755,7.0711,1.0000,7.0711
61,173,207.58073580374395,180.4273,1.1505,207.5807
299,67,171.26702730475893,149.0939,1.1487,171.2670
299,118,4.414213562373095,4.1231,1.0706,4.4142
63,85,56.59797974644664,52.0096,1.0882,56.5980
64,147,13.899494936611667,13.0384,1.0660,13.8995
145,89,218.90663761154855,200.4121,1.0923,218.9066
70,146,39.071067811865476,37.3363,1.0465,39.0711
71,121,49.38477631085023,45.3542,1.0889,49.3848
73,130,4.0,4.0000,1.0000,4.0000
134,95,150.1837661840736,139.0036,1.0804,150.1838
219,216,62.59797974644664,53.7122,1.1654,62.5980
74,162,2.414213562373095,2.2361,1.0797,2.4142
77,211,4.82842712474619,4.4721,1.0797,4.8284
182,111,85.66904755831207,75.7166,1.1314,85.6690
87,259,193.58073580374375,162.5054,1.1912,193.5807
146,109,11.242640687119284,10.4403,1.0768,11.2426
88,128,35.97056274847714,29.6142,1.2146,35.9706
90,96,73.08326112068521,66.8506,1.0932,73.0833
213,211,161.63961030678942,143.0874,1.1297,161.6396
236,235,22.071067811865476,20.6155,1.0706,22.0711
99,189,124.52691193458114,115.9741,1.0737,124.5269
100,122,87.59797974644664,74.6324,1.1737,87.5980
102,181,108.69848480983498,99.4636,1.0928,108.6985
115,273,45.4558441227157,41.2311,1.1025,45.4558
117,278,29.727922061357862,27.5136,1.0805,29.7279
