u,v,path_length,euclidean,tortuosity,weight
122,139,225.01219330881992,214.9651,1.0467,225.0122
101,67,132.97056274847716,128.1405,1.0377,132.9706
7,99,430.2325394193534,392.6169,1.0958,430.2325
21,128,234.78174593052034,193.8788,1.2110,234.7817
30,34,103.14213562373094,99.1817,1.0399,103.1421
33,88,114.46803743153538,99.4887,1.1506,114.4680
38,6,254.2375900532363,227.3434,1.1183,254.2376
46,62,34.65685424949238,33.0000,1.0502,34.6569
100,66,138.05382386916233,125.9246,1.0963,138.0538
57,87,148.22539674441623,133.4616,1.1106,148.2254
110,37,27.313708498984766,25.2982,1.0797,27.3137
164,55,74.72792206135784,71.0634,1.0516,74.7279
145,148,148.53910524340097,131.2288,1.1319,148.5391
158,162,162.68124086713186,146.7685,1.1084,162.6812
11,162,45.35533905932737,41.6173,1.0898,45.3553
133,50,120.45584412271567,113.1592,1.0645,120.4558
155,149,95.59797974644661,88.5438,1.0797,95.5980
70,154,235.06601717798245,215.6038,1.0903,235.0660
3,123,313.7106781186551,293.8588,1.0676,313.7107
105,104,2.8284271247461903,2.8284,1.0000,2.8284
153,150,265.982756057297,249.3391,1.0668,265.9828
125,10,292.10764773832534,263.1045,1.1102,292.1076
75,22,230.29141392239873,212.1367,1.0856,230.2914
39,44,49.21320343559643,44.3847,1.1088,49.2132
89,27,209.75230867899762,192.5954,1.0891,209.7523
163,14,156.79898987322338,151.0530,1.0380,156.7990
28,162,92.62741699796949,86.8332,1.0667,92.6274
152,151,15.485281374238573,14.3178,1.0815,15.4853
97,102,44.313708498984745,41.7732,1.0608,44.3137
116,51,13.485281374238573,12.5300,1.0762,13.4853
68,18,68.52691193458116,63.3246,1.0822,68.5269
0,137,129.0243866176394,119.9542,1.0756,129.0244
143,141,59.769552621700434,55.4707,1.0775,59.7696
138,128,299.1665222413708,275.8351,1.0846,299.1665
25,59,63.769552621700456,58.5918,1.0884,63.7696
157,150,124.78174593052013,111.6647,1.1175,124.7817
65,49,46.899494936611674,44.2832,1.0591,46.8995
91,93,9.485281374238571,9.2195,1.0288,9.4853
85,42,223.14927829866775,200.4819,1.1131,223.1493
2,159,204.91168824543146,192.5876,1.0640,204.9117
161,159,54.28427124746189,50.1597,1.0822,54.2843
41,147,66.7989898732233,62.1691,1.0745,66.7990
73,61,209.10764773832494,191.9088,1.0896,209.1076
