id,y,x,type
0,670.0,599.0,endpoint
1,1368.0,1157.0,endpoint
2,956.0,1023.0,endpoint
3,696.0,1130.0,endpoint
4,1054.0,728.0,endpoint
5,274.0,964.0,endpoint
6,979.0,1164.0,endpoint
7,629.0,420.0,endpoint
8,817.0,455.0,endpoint
9,976.0,320.0,endpoint
10,1219.0,508.0,endpoint
11,660.0,819.0,endpoint
12,114.0,666.0,endpoint
13,950.0,1167.0,endpoint
14,1466.0,931.0,endpoint
15,583.0,144.0,endpoint
16,1366.0,1155.0,endpoint
17,862.0,535.0,endpoint
18,968.0,126.0,endpoint
19,751.0,1296.0,endpoint
20,900.0,1257.0,endpoint
21,50.0,495.0,endpoint
22,1074.0,1412.0,endpoint
23,1363.0,1167.0,endpoint
24,420.0,232.0,endpoint
25,1488.0,771.0,endpoint
26,1202.0,359.0,endpoint
27,321.0,146.0,endpoint
28,835.0,358.0,endpoint
29,924.0,631.0,endpoint
30,233.0,216.0,endpoint
31,1257.0,1289.0,endpoint
32,1426.0,444.0,endpoint
33,739.0,652.0,endpoint
34,1071.0,1418.0,endpoint
35,1016.0,588.0,endpoint
36,914.0,1471.0,endpoint
37,844.0,1220.0,endpoint
38,1023.0,139.0,endpoint
39,860.0,270.0,endpoint
40,1305.0,254.0,endpoint
41,1421.0,575.0,endpoint
42,343.0,288.0,endpoint
43,816.0,1212.0,endpoint
44,745.0,514.0,endpoint
45,717.0,1490.0,endpoint
46,439.0,69.0,endpoint
47,1390.0,371.0,endpoint
48,746.0,824.0,endpoint
49,279.0,1264.0,endpoint
50,381.0,1064.0,endpoint
51,585.0,1474.0,endpoint
52,14.0,901.0,endpoint
53,771.0,727.0,endpoint
54,558.0,745.0,endpoint
55,709.0,224.0,endpoint
56,856.0,487.0,endpoint
57,773.0,773.0,endpoint
58,138.0,982.0,endpoint
59,689.0,1249.0,endpoint
60,766.0,1334.0,endpoint
61,923.0,760.0,endpoint
62,185.0,1224.0,endpoint
63,1147.0,1300.0,endpoint
64,373.0,493.0,endpoint
65,334.0,1368.0,endpoint
66,613.0,420.0,endpoint
67,815.0,362.0,endpoint
68,698.0,6.0,endpoint
69,1067.0,1184.0,endpoint
70,847.0,95.0,endpoint
71,45.0,767.0,endpoint
72,882.0,674.0,endpoint
73,1469.0,663.0,endpoint
74,487.0,627.0,endpoint
75,854.0,1067.0,endpoint
76,622.0,452.0,endpoint
77,677.0,754.0,endpoint
78,150.0,770.0,endpoint
79,880.0,844.0,endpoint
80,397.0,809.0,endpoint
81,758.0,1199.0,endpoint
82,1115.0,198.0,endpoint
83,370.0,1102.0,endpoint
84,823.0,282.0,endpoint
85,666.0,890.0,endpoint
86,273.0,504.0,endpoint
87,1482.0,830.0,endpoint
88,445.0,1416.0,endpoint
89,856.0,724.0,endpoint
90,533.0,827.0,endpoint
91,437.0,75.0,endpoint
92,578.0,560.0,endpoint
93,82.0,1083.0,endpoint
94,476.0,1150.0,endpoint
95,956.0,683.0,endpoint
96,1340.0,1020.0,endpoint
97,811.0,227.0,endpoint
98,1050.0,1229.0,endpoint
99,229.0,473.0,endpoint
100,539.0,1462.0,endpoint
101,247.0,399.0,endpoint
102,1220.0,1314.0,endpoint
103,1010.0,839.0,endpoint
104,216.0,228.0,endpoint
105,321.0,723.0,endpoint
106,338.0,1374.0,endpoint
107,646.0,361.0,endpoint
108,90.0,1084.0,junction
109,154.0,796.0,junction
110,174.0,593.0,junction
111,180.0,1093.0,junction
112,192.0,486.0,junction
113,194.0,636.0,junction
114,194.0,1162.0,junction
115,214.0,689.0,junction
116,222.0,280.0,junction
117,255.0,1080.0,junction
118,275.0,960.0,junction
119,292.0,1197.0,junction
120,294.0,1203.0,junction
121,300.0,757.0,junction
122,313.0,930.0,junction
123,313.0,940.0,junction
124,319.0,724.0,junction
125,323.0,630.0,junction
126,329.0,908.0,junction
127,331.0,228.0,junction
128,338.0,1369.0,junction
129,369.0,510.0,junction
130,372.0,509.0,junction
131,386.0,917.0,junction
132,387.0,1048.0,junction
133,398.0,808.0,junction
134,409.0,660.0,junction
135,409.0,864.0,junction
136,410.0,837.0,junction
137,412.0,707.0,junction
138,423.0,230.0,junction
139,428.0,290.0,junction
140,439.0,74.0,junction
141,441.0,907.0,junction
142,444.0,518.0,junction
143,450.0,132.0,junction
144,450.0,495.0,junction
145,455.0,392.0,junction
146,459.0,372.0,junction
