id,y,x,type
0,710.0,1038.0,endpoint
1,1465.0,665.0,endpoint
2,431.0,1128.0,endpoint
3,1488.0,813.0,endpoint
4,449.0,1088.0,endpoint
5,1024.0,778.0,endpoint
6,1294.0,968.0,endpoint
7,216.0,232.0,endpoint
8,843.0,1041.0,endpoint
9,642.0,306.0,endpoint
10,702.0,558.0,endpoint
11,640.0,308.0,endpoint
12,636.0,777.0,endpoint
13,453.0,756.0,endpoint
14,974.0,1428.0,endpoint
15,1203.0,806.0,endpoint
16,986.0,54.0,endpoint
17,712.0,31.0,endpoint
18,652.0,1023.0,endpoint
19,681.0,839.0,endpoint
20,345.0,121.0,endpoint
21,569.0,350.0,endpoint
22,305.0,332.0,endpoint
23,661.0,979.0,endpoint
24,1484.0,668.0,endpoint
25,1096.0,1172.0,endpoint
26,342.0,127.0,endpoint
27,798.0,1463.0,endpoint
28,98.0,587.0,endpoint
29,633.0,300.0,endpoint
30,847.0,1465.0,endpoint
31,775.0,841.0,endpoint
32,135.0,352.0,endpoint
33,857.0,1386.0,endpoint
34,1274.0,973.0,endpoint
35,915.0,912.0,endpoint
36,739.0,1397.0,endpoint
37,700.0,1115.0,endpoint
38,1436.0,461.0,endpoint
39,309.0,400.0,endpoint
40,1273.0,220.0,endpoint
41,1139.0,1376.0,endpoint
42,306.0,355.0,endpoint
43,665.0,1383.0,endpoint
44,631.0,881.0,endpoint
45,871.0,1161.0,endpoint
46,786.0,180.0,endpoint
47,640.0,19.0,endpoint
48,895.0,1246.0,endpoint
49,1322.0,288.0,endpoint
50,313.0,390.0,endpoint
51,1246.0,759.0,endpoint
52,1283.0,860.0,endpoint
53,5.0,804.0,endpoint
54,1205.0,1316.0,endpoint
55,1094.0,91.0,endpoint
56,1159.0,876.0,endpoint
57,1041.0,1076.0,endpoint
58,172.0,1033.0,endpoint
59,412.0,1399.0,endpoint
60,1172.0,730.0,endpoint
61,774.0,784.0,endpoint
62,38.0,529.0,endpoint
63,663.0,1310.0,endpoint
64,138.0,1162.0,endpoint
65,408.0,92.0,endpoint
66,819.0,383.0,endpoint
67,1464.0,913.0,endpoint
68,810.0,1173.0,endpoint
69,1365.0,1157.0,endpoint
70,374.0,880.0,endpoint
71,909.0,712.0,endpoint
72,1183.0,826.0,endpoint
73,527.0,249.0,endpoint
74,1046.0,930.0,endpoint
75,476.0,750.0,endpoint
76,1109.0,104.0,endpoint
77,1283.0,1260.0,endpoint
78,898.0,433.0,endpoint
79,59.0,992.0,endpoint
80,1123.0,789.0,endpoint
81,909.0,24.0,endpoint
82,1303.0,866.0,endpoint
83,431.0,79.0,endpoint
84,467.0,130.0,endpoint
85,101.0,549.0,junction
86,114.0,962.0,junction
87,117.0,550.0,junction
88,118.0,935.0,junction
89,125.0,550.0,junction
90,125.0,781.0,junction
91,128.0,1037.0,junction
92,133.0,518.0,junction
93,160.0,1042.0,junction
94,248.0,776.0,junction
95,256.0,576.0,junction
96,280.0,857.0,junction
97,293.0,1127.0,junction
98,303.0,1134.0,junction
99,307.0,409.0,junction
100,308.0,355.0,junction
101,320.0,501.0,junction
102,343.0,486.0,junction
103,344.0,127.0,junction
104,373.0,447.0,junction
105,373.0,455.0,junction
106,426.0,181.0,junction
107,434.0,213.0,junction
108,446.0,130.0,junction
109,446.0,144.0,junction
110,462.0,404.0,junction
111,468.0,402.0,junction
112,471.0,238.0,junction
