u,v,path_length,euclidean,tortuosity,weight
73,71,27.970562748477146,25.9422,1.0782,27.9706
1,92,89.49747468305827,80.2621,1.1151,89.4975
80,100,519.2396820942911,462.9050,1.1217,519.2397
112,14,15.142135623730955,14.8661,1.0186,15.1421
112,113,21.242640687119287,20.0250,1.0608,21.2426
112,6,16.899494936611667,13.8924,1.2165,16.8995
8,64,23.0,23.0000,1.0000,23.0000
10,98,25.142135623730955,22.0227,1.1416,25.1421
13,123,193.95331880577422,177.7892,1.0909,193.9533
19,52,49.38477631085022,45.3542,1.0889,49.3848
26,131,13.828427124746192,13.1529,1.0514,13.8284
22,29,57.84062043356591,54.2033,1.0671,57.8406
43,66,77.97056274847712,73.9797,1.0539,77.9706
104,58,225.3208511739215,203.0665,1.1096,225.3209
57,15,27.07106781186548,25.1794,1.0751,27.0711
59,2,110.36753236814704,101.6071,1.0862,110.3675
60,82,154.1837661840736,141.1524,1.0923,154.1838
89,38,66.45584412271567,61.0328,1.0889,66.4558
89,63,27.485281374238575,25.3180,1.0856,27.4853
115,30,26.242640687119287,25.0200,1.0489,26.2426
78,0,91.42640687119278,80.1311,1.1410,91.4264
72,75,259.2081528017138,228.6679,1.1336,259.2082
127,40,28.142135623730955,26.0000,1.0824,28.1421
85,55,369.73506473629465,325.9831,1.1342,369.7351
100,105,53.0416305603426,49.0408,1.0816,53.0416
138,143,180.82337649086313,164.6481,1.0982,180.8234
32,125,77.94112549695424,66.7083,1.1684,77.9411
33,146,439.0904037956222,371.5387,1.1818,439.0904
34,146,221.79393923934043,198.5674,1.1170,221.7939
142,50,30.142135623730955,24.0416,1.2537,30.1421
75,77,29.62741699796953,27.6586,1.0712,29.6274
49,95,14.899494936611667,13.0000,1.1461,14.8995
95,70,204.65180361560923,186.8154,1.0955,204.6518
