id,y,x,type
0,476.0,743.0,endpoint
1,103.0,381.0,endpoint
2,442.0,784.0,endpoint
3,182.0,598.0,endpoint
4,1359.0,1163.0,endpoint
5,1423.0,1056.0,endpoint
6,1126.0,1208.0,endpoint
7,740.0,434.0,endpoint
8,582.0,1471.0,endpoint
9,673.0,115.0,endpoint
10,457.0,1403.0,endpoint
11,1476.0,875.0,endpoint
12,901.0,1190.0,endpoint
13,4.0,768.0,endpoint
14,1219.0,1317.0,endpoint
15,279.0,1326.0,endpoint
16,927.0,98.0,endpoint
17,745.0,780.0,endpoint
18,619.0,802.0,endpoint
19,776.0,347.0,endpoint
20,710.0,704.0,endpoint
21,1115.0,106.0,endpoint
22,468.0,1015.0,endpoint
23,340.0,1366.0,endpoint
24,1339.0,335.0,endpoint
25,82.0,424.0,endpoint
26,690.0,618.0,endpoint
27,865.0,89.0,endpoint
28,309.0,1073.0,endpoint
29,821.0,818.0,endpoint
30,543.0,684.0,endpoint
31,941.0,611.0,endpoint
32,999.0,305.0,endpoint
33,272.0,889.0,endpoint
34,1343.0,298.0,endpoint
35,736.0,1014.0,endpoint
36,680.0,1220.0,endpoint
37,853.0,1181.0,endpoint
38,856.0,463.0,endpoint
39,1488.0,755.0,endpoint
40,37.0,979.0,endpoint
41,748.0,936.0,endpoint
42,983.0,683.0,endpoint
43,1015.0,62.0,endpoint
44,801.0,255.0,endpoint
45,1317.0,1184.0,endpoint
46,1153.0,130.0,endpoint
47,455.0,1433.0,endpoint
48,484.0,282.0,endpoint
49,868.0,302.0,endpoint
50,403.0,1404.0,endpoint
51,105.0,371.0,endpoint
52,1017.0,299.0,endpoint
53,16.0,613.0,endpoint
54,877.0,1372.0,endpoint
55,937.0,581.0,endpoint
56,915.0,709.0,endpoint
57,1091.0,538.0,endpoint
58,244.0,1187.0,endpoint
59,737.0,1004.0,endpoint
60,284.0,1333.0,endpoint
61,156.0,1202.0,endpoint
62,672.0,493.0,endpoint
63,725.0,1487.0,endpoint
64,1460.0,535.0,endpoint
65,341.0,1223.0,endpoint
66,1047.0,180.0,endpoint
67,787.0,1190.0,endpoint
68,132.0,664.0,endpoint
69,1010.0,664.0,endpoint
