u,v,unweighted_hops,weighted_cost,path_length_sum,euclidean,tortuosity
0,1,inf,inf,inf,575.5215026391281,inf
0,2,inf,inf,inf,434.6147719532782,inf
0,3,inf,inf,inf,1006.0715680308235,inf
0,4,inf,inf,inf,377.18032822510776,inf
0,5,inf,inf,inf,118.87808881370864,inf
0,6,inf,inf,inf,1005.5545733574086,inf
0,7,inf,inf,inf,918.0920433159193,inf
0,8,inf,inf,inf,826.4441904932238,inf
0,9,inf,inf,inf,226.53035116734358,inf
0,10,inf,inf,inf,348.63304490538474,inf
0,11,inf,inf,inf,141.56623891309678,inf
0,12,inf,inf,inf,439.4769618535197,inf
0,13,inf,inf,inf,1039.6999567182831,inf
0,14,inf,inf,inf,1091.7380638230034,inf
0,15,inf,inf,inf,607.1614282874036,inf
0,16,inf,inf,inf,868.7427697540855,inf
0,17,inf,inf,inf,576.1397399936928,inf
0,18,inf,inf,inf,638.1230288901976,inf
0,19,inf,inf,inf,468.2072190814661,inf
0,20,inf,inf,inf,674.0363491682033,inf
0,21,inf,inf,inf,318.0393057469469,inf
0,22,inf,inf,inf,437.34311472801306,inf
0,23,inf,inf,inf,1036.6412108342984,inf
0,24,inf,inf,inf,522.1312095632668,inf
0,25,inf,inf,inf,568.0140843324222,inf
0,26,inf,inf,inf,392.01275489453144,inf
0,27,inf,inf,inf,987.5515176435101,inf
0,28,inf,inf,inf,625.5445627611193,inf
0,29,inf,inf,inf,369.42387578498494,inf
0,30,inf,inf,inf,884.6886457957963,inf
0,31,inf,inf,inf,1078.160006678044,inf
0,32,inf,inf,inf,552.8833511691232,inf
0,33,inf,inf,inf,580.0249994612301,inf
0,34,inf,inf,inf,319.9953124656672,inf
0,35,inf,inf,inf,540.3156484870673,inf
0,36,inf,inf,inf,559.7892460560493,inf
0,37,inf,inf,inf,966.2473803328007,inf
0,38,inf,inf,inf,359.30210130195456,inf
0,39,inf,inf,inf,554.7341705718154,inf
0,40,inf,inf,inf,867.0363314187013,inf
0,41,inf,inf,inf,533.9484993892202,inf
0,42,inf,inf,inf,454.5910249883955,inf
0,43,inf,inf,inf,247.8245347014698,inf
0,44,inf,inf,inf,344.223764432382,inf
0,45,inf,inf,inf,510.5418689980284,inf
0,46,inf,inf,inf,379.6063750781854,inf
0,47,inf,inf,inf,536.8472780968532,inf
0,48,inf,inf,inf,534.1582162618113,inf
0,49,inf,inf,inf,940.8443016780194,inf
0,50,inf,inf,inf,713.6981154521848,inf
0,51,inf,inf,inf,1045.4018366159494,inf
0,52,1.0,34.4558,34.45584412271572,32.01562118716424,1.0762197591383862
0,53,inf,inf,inf,424.0106130747201,inf
0,54,inf,inf,inf,612.846636606582,inf
0,55,inf,inf,inf,875.5552523970147,inf
0,56,inf,inf,inf,561.1105060502788,inf
0,57,inf,inf,inf,289.31816396486414,inf
0,58,inf,inf,inf,1086.6250503278488,inf
0,59,inf,inf,inf,569.2213980517598,inf
0,60,inf,inf,inf,570.3069349043548,inf
0,61,inf,inf,inf,505.0594024468805,inf
0,62,inf,inf,inf,996.7993780094367,inf
0,63,inf,inf,inf,831.7193036115009,inf
0,64,inf,inf,inf,242.46443038103547,inf
0,65,inf,inf,inf,1040.1384523225743,inf
0,66,inf,inf,inf,408.09067619831745,inf
0,67,inf,inf,inf,702.4136957662486,inf
0,68,inf,inf,inf,889.020247238498,inf
0,69,inf,inf,inf,937.1792784734413,inf
0,70,inf,inf,inf,532.7382096302085,inf
0,71,inf,inf,inf,374.54639232009697,inf
0,72,inf,inf,inf,560.040177130177,inf
0,73,inf,inf,inf,486.7329863487783,inf
0,74,inf,inf,inf,794.4211729303292,inf
0,75,inf,inf,inf,571.0525369876225,inf
0,76,inf,inf,inf,1015.9059995885447,inf
0,77,inf,inf,inf,210.23796041628637,inf
0,78,inf,inf,inf,381.0774199555781,inf
