id,y,x,type
0,1029.0,1419.0,endpoint
1,974.0,43.0,endpoint
2,1325.0,1097.0,endpoint
3,1458.0,895.0,endpoint
4,1049.0,839.0,endpoint
5,955.0,469.0,endpoint
6,662.0,1482.0,endpoint
7,613.0,757.0,endpoint
8,1070.0,880.0,endpoint
9,746.0,722.0,endpoint
10,417.0,757.0,endpoint
11,534.0,915.0,endpoint
12,668.0,766.0,endpoint
13,816.0,54.0,endpoint
14,1422.0,1032.0,endpoint
15,868.0,1196.0,endpoint
16,982.0,605.0,endpoint
17,769.0,52.0,endpoint
18,687.0,882.0,endpoint
19,268.0,1307.0,endpoint
20,161.0,525.0,endpoint
21,970.0,953.0,endpoint
22,466.0,142.0,endpoint
23,1080.0,868.0,endpoint
24,1478.0,603.0,endpoint
25,982.0,818.0,endpoint
26,1293.0,658.0,endpoint
27,978.0,655.0,endpoint
28,868.0,798.0,endpoint
29,849.0,464.0,endpoint
30,369.0,1386.0,endpoint
31,871.0,19.0,endpoint
32,1066.0,1106.0,endpoint
33,28.0,919.0,endpoint
34,498.0,1161.0,endpoint
35,750.0,1059.0,endpoint
36,718.0,63.0,endpoint
37,971.0,1027.0,endpoint
38,467.0,728.0,endpoint
39,890.0,1048.0,endpoint
40,409.0,604.0,endpoint
41,1431.0,630.0,endpoint
42,1253.0,1182.0,endpoint
43,862.0,912.0,endpoint
44,1029.0,790.0,endpoint
45,115.0,541.0,endpoint
46,1393.0,557.0,endpoint
47,780.0,1181.0,endpoint
48,876.0,1167.0,endpoint
49,816.0,72.0,endpoint
50,1031.0,1336.0,endpoint
51,1494.0,679.0,endpoint
52,534.0,121.0,endpoint
53,361.0,1343.0,endpoint
54,1041.0,510.0,endpoint
55,1267.0,1173.0,endpoint
56,1106.0,902.0,endpoint
57,1219.0,1316.0,endpoint
58,794.0,1484.0,endpoint
59,1193.0,159.0,endpoint
60,1181.0,1161.0,endpoint
61,1073.0,862.0,endpoint
62,824.0,368.0,endpoint
63,846.0,1329.0,endpoint
64,93.0,1091.0,endpoint
65,981.0,80.0,endpoint
66,706.0,324.0,endpoint
67,613.0,642.0,endpoint
68,827.0,751.0,endpoint
69,928.0,1044.0,endpoint
70,786.0,1079.0,endpoint
71,510.0,278.0,endpoint
72,1061.0,765.0,endpoint
73,1293.0,1096.0,endpoint
74,528.0,45.0,endpoint
75,1299.0,456.0,endpoint
76,895.0,580.0,endpoint
77,954.0,864.0,endpoint
78,1451.0,959.0,endpoint
79,900.0,1085.0,endpoint
80,915.0,1287.0,endpoint
81,1214.0,476.0,endpoint
82,746.0,499.0,endpoint
83,396.0,148.0,endpoint
84,1041.0,1145.0,endpoint
85,173.0,283.0,endpoint
86,318.0,1278.0,endpoint
87,1253.0,461.0,endpoint
88,1495.0,760.0,endpoint
89,993.0,751.0,endpoint
90,885.0,1325.0,endpoint
91,847.0,813.0,endpoint
92,180.0,1228.0,endpoint
93,490.0,859.0,endpoint
94,630.0,244.0,endpoint
95,405.0,745.0,endpoint
96,889.0,504.0,endpoint
97,17.0,877.0,endpoint
98,893.0,892.0,endpoint
99,804.0,1384.0,endpoint
100,989.0,707.0,endpoint
101,1014.0,83.0,endpoint
102,253.0,915.0,endpoint
103,950.0,1111.0,endpoint
104,993.0,426.0,endpoint
105,1426.0,445.0,endpoint
106,757.0,585.0,endpoint
107,399.0,599.0,endpoint
108,542.0,590.0,endpoint
109,541.0,118.0,endpoint
110,1085.0,847.0,endpoint
111,697.0,933.0,endpoint
112,982.0,1182.0,endpoint
113,921.0,1141.0,endpoint
114,18.0,733.0,endpoint
115,877.0,546.0,endpoint
116,669.0,13.0,endpoint
117,876.0,672.0,endpoint
118,740.0,1049.0,endpoint
119,300.0,186.0,endpoint
120,939.0,276.0,endpoint
121,1276.0,233.0,endpoint
122,572.0,28.0,endpoint
123,951.0,970.0,endpoint
124,977.0,507.0,endpoint
125,1121.0,1381.0,endpoint
126,428.0,636.0,endpoint
127,1301.0,1241.0,endpoint
128,730.0,385.0,endpoint
129,12.0,642.0,endpoint
130,914.0,1024.0,endpoint
131,601.0,1229.0,endpoint
132,870.0,999.0,endpoint
133,567.0,1465.0,endpoint
134,262.0,506.0,endpoint
135,572.0,686.0,endpoint
136,1360.0,326.0,endpoint
137,59.0,473.0,endpoint
138,97.0,1055.0,junction
139,147.0,814.0,junction
140,168.0,841.0,junction
141,175.0,813.0,junction
142,175.0,825.0,junction
143,192.0,617.0,junction
144,206.0,822.0,junction
145,221.0,815.0,junction
146,224.0,412.0,junction
147,242.0,1171.0,junction
148,272.0,316.0,junction
149,287.0,572.0,junction
150,290.0,785.0,junction
151,299.0,706.0,junction
152,307.0,773.0,junction
153,310.0,735.0,junction
154,320.0,880.0,junction
155,332.0,950.0,junction
156,333.0,634.0,junction
157,336.0,682.0,junction
158,337.0,586.0,junction
159,338.0,617.0,junction
160,343.0,826.0,junction
161,348.0,328.0,junction
162,352.0,872.0,junction
163,356.0,954.0,junction
164,359.0,1274.0,junction
165,359.0,896.0,junction
166,362.0,972.0,junction
167,368.0,1343.0,junction
168,371.0,1101.0,junction
169,379.0,586.0,junction
170,380.0,324.0,junction
171,379.0,821.0,junction
172,398.0,568.0,junction
