u,v,path_length,euclidean,tortuosity,weight
8,17,19.142135623730955,17.0000,1.1260,19.1421
16,296,96.36753236814704,90.6863,1.0626,96.3675
19,185,216.08326112068542,202.6327,1.0664,216.0833
161,164,44.28427124746189,40.0000,1.1071,44.2843
36,299,1.4142135623730951,1.4142,1.0000,1.4142
165,105,86.39696961966993,78.4920,1.1007,86.3970
56,175,48.48528137423856,46.3897,1.0452,48.4853
256,255,34.798989873223334,32.2025,1.0806,34.7990
256,253,36.071067811865476,34.1321,1.0568,36.0711
62,85,128.11269837220806,118.7139,1.0792,128.1127
201,185,132.52691193458116,123.9113,1.0695,132.5269
201,191,87.49747468305829,79.2591,1.1039,87.4975
70,163,106.62741699796949,100.7174,1.0587,106.6274
209,221,102.29646455628156,94.8736,1.0782,102.2965
209,227,86.38477631085021,82.0366,1.0530,86.3848
73,181,135.4091629284897,125.3994,1.0798,135.4092
76,18,50.31370849898475,47.0000,1.0705,50.3137
77,239,17.414213562373096,17.0294,1.0226,17.4142
91,179,151.8700576850888,145.0000,1.0474,151.8701
92,290,177.8822509939087,154.6351,1.1503,177.8823
267,69,48.769552621700456,45.6070,1.0693,48.7696
111,327,1.4142135623730951,1.4142,1.0000,1.4142
118,37,59.840620433565924,55.1725,1.0846,59.8406
238,113,20.798989873223338,20.5183,1.0137,20.7990
119,11,47.21320343559642,39.8246,1.1855,47.2132
200,205,133.2964645562816,123.1666,1.0822,133.2965
328,322,104.88225099390847,95.0000,1.1040,104.8823
136,127,141.05382386916236,128.6934,1.0960,141.0538
285,129,224.33809511662434,196.4205,1.1421,224.3381
286,290,26.798989873223338,24.7588,1.0824,26.7990
281,30,165.5685424949238,151.2514,1.0947,165.5685
0,35,71.18376618407352,64.4127,1.1051,71.1838
10,170,52.07106781186547,50.0100,1.0412,52.0711
22,263,2.0,2.0000,1.0000,2.0000
270,276,111.50966799187798,105.7592,1.0544,111.5097
308,305,7.414213562373095,7.0711,1.0485,7.4142
32,143,66.45584412271567,57.2451,1.1609,66.4558
42,203,148.66904755831217,136.4991,1.0892,148.6690
43,120,86.91168824543136,78.5493,1.1065,86.9117
306,6,114.8528137423856,106.1037,1.0825,114.8528
51,102,27.041630560342625,26.2488,1.0302,27.0416
58,297,139.35533905932738,128.3900,1.0854,139.3553
63,157,56.59797974644663,51.8556,1.0915,56.5980
64,159,4.242640687119286,4.2426,1.0000,4.2426
66,239,42.627416997969526,38.9102,1.0955,42.6274
237,198,228.4974746830586,207.8004,1.0996,228.4975
222,125,136.85281374238562,122.1475,1.1204,136.8528
117,100,79.0121933088197,71.1196,1.1110,79.0122
126,283,181.18376618407365,170.3555,1.0636,181.1838
163,71,170.12489168102795,152.8463,1.1130,170.1249
130,52,20.242640687119287,19.0263,1.0639,20.2426
318,320,29.89949493661167,25.4951,1.1728,29.8995
246,236,30.55634918610405,27.7308,1.1019,30.5563
246,254,74.49747468305827,68.2422,1.0917,74.4975
246,128,72.55634918610404,68.8840,1.0533,72.5563
320,324,136.14213562373095,132.3782,1.0284,136.1421
168,55,15.242640687119286,14.0357,1.0860,15.2426
12,199,11.485281374238571,10.6301,1.0804,11.4853
33,287,208.5391052434012,185.0108,1.1272,208.5391
45,228,38.21320343559642,34.8855,1.0954,38.2132
300,72,7.82842712474619,7.2801,1.0753,7.8284
315,135,156.27922061357853,146.6595,1.0656,156.2792
206,54,12.485281374238571,10.1980,1.2243,12.4853
263,83,104.94112549695424,94.3663,1.1121,104.9411
80,94,28.384776310850242,26.0768,1.0885,28.3848
82,144,74.55634918610403,70.0643,1.0641,74.5563
148,249,35.071067811865476,33.3766,1.0508,35.0711
220,65,121.36753236814704,111.3059,1.0904,121.3675
14,159,58.2132034355964,53.6004,1.0861,58.2132
197,68,141.05382386916236,127.2242,1.1087,141.0538
