u,v,path_length,euclidean,tortuosity,weight
199,94,86.59797974644663,78.9240,1.0972,86.5980
2,211,2.414213562373095,2.2361,1.0797,2.4142
3,136,5.414213562373095,5.0990,1.0618,5.4142
7,170,40.970562748477136,34.6699,1.1817,40.9706
195,200,108.94112549695423,101.0000,1.0786,108.9411
12,93,139.32590180780454,121.1487,1.1500,139.3259
149,40,144.36753236814712,118.9285,1.2139,144.3675
14,70,102.53910524340084,92.9570,1.1031,102.5391
15,77,33.0,33.0000,1.0000,33.0000
113,122,128.50966799187796,117.4564,1.0941,128.5097
196,190,46.0416305603426,42.5441,1.0822,46.0416
226,31,219.68124086713212,197.9596,1.1097,219.6812
30,89,30.07106781186548,28.0179,1.0733,30.0711
204,211,192.53910524340114,175.5705,1.0966,192.5391
162,54,210.00714267493677,190.1421,1.1045,210.0071
162,105,179.2670273047588,150.0833,1.1945,179.2670
44,52,155.9116882454315,145.5232,1.0714,155.9117
53,66,108.79898987322329,103.3102,1.0531,108.7990
56,180,44.69848480983499,40.3609,1.1075,44.6985
57,158,5.82842712474619,5.3852,1.0823,5.8284
58,180,37.8700576850888,35.2278,1.0750,37.8701
129,136,87.69848480983498,79.6994,1.1004,87.6985
191,19,54.31370849898476,51.6236,1.0521,54.3137
124,122,43.798989873223334,39.9249,1.0970,43.7990
61,135,96.59797974644663,86.9770,1.1106,96.5980
173,174,107.78174593052012,93.8616,1.1483,107.7817
137,133,29.899494936611667,27.8927,1.0719,29.8995
137,29,23.07106781186548,21.5870,1.0687,23.0711
150,165,87.28427124746187,81.4923,1.0711,87.2843
211,86,1.4142135623730951,1.4142,1.0000,1.4142
82,127,178.52691193458125,170.0647,1.0498,178.5269
207,101,311.1614716074877,277.2436,1.1223,311.1615
87,28,53.52691193458118,49.2443,1.0870,53.5269
88,128,366.97770542341414,316.5122,1.1594,366.9777
200,202,17.656854249492383,16.4924,1.0706,17.6569
182,179,11.656854249492381,10.7703,1.0823,11.6569
102,120,395.6589462905468,329.7954,1.1997,395.6589
104,160,333.63455967290685,272.2591,1.2254,333.6346
5,151,19.899494936611667,18.3848,1.0824,19.8995
6,65,54.62741699796951,49.4773,1.1041,54.6274
8,145,266.0660171779826,202.0000,1.3172,266.0660
231,233,21.72792206135786,20.1246,1.0797,21.7279
23,107,106.32590180780444,95.0789,1.1183,106.3259
25,155,169.40916292848982,151.3968,1.1190,169.4092
143,74,216.61017305526678,199.4492,1.0860,216.6102
187,76,60.59797974644663,55.0000,1.1018,60.5980
46,160,125.53910524340084,112.0714,1.1202,125.5391
220,214,56.94112549695425,52.7731,1.0790,56.9411
158,151,93.22539674441612,85.0000,1.0968,93.2254
170,100,34.72792206135786,31.7805,1.0927,34.7279
