u,v,path_length,euclidean,tortuosity,weight
232,88,124.46803743153541,108.2682,1.1496,124.4680
3,230,130.8700576850888,121.9262,1.0734,130.8701
147,148,33.89949493661166,31.0161,1.0930,33.8995
154,158,28.313708498984763,25.0000,1.1325,28.3137
13,180,26.55634918610405,21.3776,1.2423,26.5563
227,95,97.91168824543135,85.7263,1.1421,97.9117
234,249,103.81118318204302,95.2943,1.0894,103.8112
17,250,11.828427124746192,11.1803,1.0580,11.8284
116,34,5.242640687119286,5.0000,1.0485,5.2426
157,161,21.384776310850242,20.6155,1.0373,21.3848
29,38,58.11269837220807,53.2259,1.0918,58.1127
195,204,42.79898987322332,36.1248,1.1848,42.7990
231,226,66.08326112068518,61.4003,1.0763,66.0833
252,21,45.11269837220809,42.1900,1.0693,45.1127
123,133,62.28427124746187,57.0088,1.0925,62.2843
57,42,185.21320343559648,179.6274,1.0311,185.2132
168,152,66.38477631085021,62.3699,1.0644,66.3848
146,8,184.2964645562818,170.0618,1.0837,184.2965
187,48,89.254833995939,77.0065,1.1591,89.2548
73,203,41.87005768508881,38.5876,1.0851,41.8701
138,145,89.4680374315354,83.6002,1.0702,89.4680
243,247,92.45584412271567,85.3756,1.0829,92.4558
218,219,54.45584412271569,47.7598,1.1402,54.4558
148,145,26.041630560342625,25.4951,1.0214,26.0416
122,115,98.49747468305826,91.0000,1.0824,98.4975
122,125,83.2132034355964,75.3127,1.1049,83.2132
109,16,47.48528137423857,45.0444,1.0542,47.4853
181,184,52.52691193458117,48.0208,1.0938,52.5269
112,206,34.14213562373095,31.6228,1.0797,34.1421
158,155,20.970562748477146,20.0000,1.0485,20.9706
158,161,8.242640687119286,7.6158,1.0823,8.2426
114,82,71.15432893255065,66.4831,1.0703,71.1543
184,52,166.15432893255084,151.6080,1.0959,166.1543
253,80,270.82337649086344,240.1104,1.1279,270.8234
19,182,40.55634918610403,36.0139,1.1261,40.5563
20,223,59.0416305603426,52.9245,1.1156,59.0416
258,46,59.55634918610404,56.0892,1.0618,59.5563
229,238,68.7989898732233,63.5059,1.0833,68.7990
36,228,39.21320343559642,36.2491,1.0818,39.2132
224,87,162.66904755831217,149.0302,1.0915,162.6690
225,238,182.4802307403554,154.5477,1.1807,182.4802
153,100,98.52691193458114,89.1852,1.1047,98.5269
50,250,20.65685424949238,19.1050,1.0812,20.6569
121,64,239.49242404917544,219.3468,1.0918,239.4924
56,89,59.79898987322333,52.9528,1.1293,59.7990
176,186,286.5634918610409,249.5376,1.1484,286.5635
180,190,73.11269837220806,67.6757,1.0803,73.1127
