u,v,path_length,euclidean,tortuosity,weight
33,8,72.6274169979695,65.5134,1.1086,72.6274
124,60,4.242640687119286,4.2426,1.0000,4.2426
82,38,108.74011537017753,97.1236,1.1196,108.7401
35,59,82.45584412271569,75.9276,1.0860,82.4558
109,113,167.37972567696698,139.5206,1.1997,167.3797
109,108,27.970562748477146,25.5539,1.0946,27.9706
36,112,35.798989873223334,31.4006,1.1401,35.7990
81,57,156.95331880577413,131.4002,1.1945,156.9533
39,74,150.25483399593912,136.8247,1.0982,150.2548
79,71,15.414213562373096,15.0333,1.0253,15.4142
40,94,109.18376618407352,101.1385,1.0795,109.1838
41,72,110.25483399593897,101.5135,1.0861,110.2548
42,133,70.18376618407352,64.8845,1.0817,70.1838
119,120,99.66904755831207,87.6641,1.1369,99.6690
2,84,214.58073580374358,183.7743,1.1676,214.5807
143,141,47.38477631085023,43.9659,1.0778,47.3848
143,68,181.55129855222083,158.1423,1.1480,181.5513
99,66,101.11269837220807,91.6624,1.1031,101.1127
80,83,121.59797974644661,111.4002,1.0915,121.5980
6,112,74.01219330881973,67.5352,1.0959,74.0122
46,56,113.38477631085021,108.3744,1.0462,113.3848
92,58,9.242640687119286,8.5440,1.0818,9.2426
106,103,29.62741699796953,28.0179,1.0574,29.6274
51,108,83.8700576850888,71.5891,1.1715,83.8701
133,129,74.18376618407353,68.0294,1.0905,74.1838
133,140,528.2081528017136,497.5319,1.0617,528.2082
127,63,115.62741699796949,109.0183,1.0606,115.6274
12,27,221.03657992645964,190.1421,1.1625,221.0366
15,113,314.93607486307144,282.5916,1.1145,314.9361
16,23,81.55634918610403,77.7817,1.0485,81.5563
19,129,107.14213562373094,103.1746,1.0385,107.1421
129,112,291.8233764908632,256.0703,1.1396,291.8234
20,24,190.4680374315358,172.9566,1.1012,190.4680
121,73,190.3086578651017,166.3550,1.1440,190.3087
22,117,172.46803743153566,148.0811,1.1647,172.4680
64,139,307.1665222413708,278.0378,1.1048,307.1665
65,130,21.55634918610405,20.0000,1.0778,21.5563
130,132,21.313708498984763,18.8680,1.1296,21.3137
