u,v,path_length,euclidean,tortuosity,weight
3,28,104.59797974644661,94.0479,1.1122,104.5980
128,25,374.65180361560954,341.1774,1.0981,374.6518
128,49,5.242640687119286,5.0000,1.0485,5.2426
9,191,124.76955262170043,114.1578,1.0930,124.7696
99,33,155.05382386916241,140.4066,1.1043,155.0538
99,98,12.485281374238571,11.6619,1.0706,12.4853
137,19,101.01219330881969,87.8635,1.1496,101.0122
91,44,67.6274169979695,62.3618,1.0844,67.6274
91,90,180.7989898732234,175.4109,1.0307,180.7990
22,129,118.53910524340085,107.1868,1.1059,118.5391
189,183,74.18376618407353,65.8635,1.1263,74.1838
181,183,46.89949493661166,44.5533,1.0527,46.8995
168,161,351.8772003600262,307.6573,1.1437,351.8772
31,92,58.45584412271568,51.5461,1.1340,58.4558
170,167,111.49747468305829,96.1769,1.1593,111.4975
39,120,170.22539674441626,156.2370,1.0895,170.2254
114,120,168.61017305526656,155.2417,1.0861,168.6102
40,187,133.75230867899728,122.4949,1.0919,133.7523
50,43,43.21320343559642,39.9249,1.0824,43.2132
196,80,37.698484809835,35.8050,1.0529,37.6985
144,141,97.21320343559641,92.2280,1.0541,97.2132
55,127,127.87005768508877,120.3536,1.0625,127.8701
104,24,22.242640687119287,21.0238,1.0580,22.2426
109,72,331.994949366117,305.3735,1.0872,331.9949
183,188,141.63961030678928,125.6344,1.1274,141.6396
75,103,124.85281374238558,113.8508,1.0966,124.8528
85,46,55.04163056034262,49.7293,1.1068,55.0416
1,41,87.63961030678921,81.6088,1.0739,87.6396
2,88,123.36753236814701,112.3610,1.0980,123.3675
113,117,103.4680374315354,86.4002,1.1975,103.4680
94,90,80.35533905932736,74.3303,1.0811,80.3553
21,126,74.48528137423855,72.2496,1.0309,74.4853
184,182,13.313708498984763,12.7279,1.0460,13.3137
23,69,110.12489168102776,99.4887,1.1069,110.1249
90,88,47.87005768508878,42.7200,1.1206,47.8701
30,122,22.313708498984763,20.6155,1.0824,22.3137
124,45,14.485281374238571,13.0384,1.1110,14.4853
149,73,56.11269837220807,50.6063,1.1088,56.1127
89,78,55.69848480983498,43.8406,1.2705,55.6985
