u,v,unweighted_hops,weighted_cost,path_length_sum,euclidean,tortuosity
0,1,inf,inf,inf,323.3604799600594,inf
0,2,inf,inf,inf,562.3095233054479,inf
0,3,inf,inf,inf,931.3951900240843,inf
0,4,inf,inf,inf,449.8577552960491,inf
0,5,inf,inf,inf,1262.1953097678663,inf
0,6,inf,inf,inf,490.4864931881407,inf
0,7,inf,inf,inf,589.2860086579351,inf
0,8,inf,inf,inf,1094.8068322768177,inf
0,9,inf,inf,inf,459.0098038168684,inf
0,10,inf,inf,inf,886.2646331655122,inf
0,11,inf,inf,inf,1111.8713954410375,inf
0,12,inf,inf,inf,903.7151099765899,inf
0,13,inf,inf,inf,1138.1146690909488,inf
0,14,inf,inf,inf,1248.8875049418982,inf
0,15,inf,inf,inf,891.6215564913177,inf
0,16,inf,inf,inf,757.0052839974104,inf
0,17,inf,inf,inf,901.0271915985666,inf
0,18,inf,inf,inf,761.1340223639986,inf
0,19,inf,inf,inf,1065.2408178435521,inf
0,20,inf,inf,inf,776.1971399071243,inf
0,21,inf,inf,inf,884.1023696382676,inf
0,22,inf,inf,inf,1193.4026981702361,inf
0,23,inf,inf,inf,755.1688552899941,inf
0,24,inf,inf,inf,660.5467432362376,inf
0,25,inf,inf,inf,544.0827142999491,inf
0,26,inf,inf,inf,580.1120581404941,inf
0,27,inf,inf,inf,627.0326945223829,inf
0,28,inf,inf,inf,70.0,inf
0,29,inf,inf,inf,258.02713035648014,inf
0,30,inf,inf,inf,150.02999700059985,inf
0,31,inf,inf,inf,727.7039233094735,inf
0,32,inf,inf,inf,308.36666486505965,inf
0,33,inf,inf,inf,772.2337728952289,inf
0,34,inf,inf,inf,1014.3199692404759,inf
0,35,inf,inf,inf,887.5071830695231,inf
0,36,inf,inf,inf,220.05681084665386,inf
0,37,inf,inf,inf,81.49233092751734,inf
0,38,inf,inf,inf,862.2163301631441,inf
0,39,inf,inf,inf,1090.4278976621977,inf
0,40,inf,inf,inf,910.8485055155988,inf
0,41,inf,inf,inf,252.4836628378161,inf
0,42,inf,inf,inf,576.0920065406219,inf
0,43,inf,inf,inf,1253.281293245854,inf
0,44,inf,inf,inf,1085.428026172164,inf
0,45,inf,inf,inf,276.81221071332817,inf
0,46,inf,inf,inf,247.2670621008791,inf
0,47,inf,inf,inf,322.1319605379137,inf
0,48,inf,inf,inf,1052.5060569896973,inf
0,49,inf,inf,inf,578.2603220003946,inf
0,50,inf,inf,inf,1117.634108284102,inf
0,51,inf,inf,inf,1110.0382876279539,inf
0,52,inf,inf,inf,480.4081597974789,inf
0,53,inf,inf,inf,888.9280060837323,inf
0,54,inf,inf,inf,691.0520964442551,inf
0,55,inf,inf,inf,444.01463939829733,inf
0,56,inf,inf,inf,568.5701363947987,inf
0,57,inf,inf,inf,905.8570527406629,inf
0,58,inf,inf,inf,585.533944361896,inf
0,59,inf,inf,inf,1127.603210353713,inf
0,60,inf,inf,inf,105.94810050208545,inf
