u,v,path_length,euclidean,tortuosity,weight
0,47,201.53910524340108,179.3377,1.1238,201.5391
1,185,201.9827560572969,180.4273,1.1195,201.9828
3,23,34.89949493661166,32.0156,1.0901,34.8995
167,76,36.48528137423857,34.5254,1.0568,36.4853
177,86,71.56854249492376,67.3573,1.0625,71.5685
142,117,277.6934341759522,240.2769,1.1557,277.6934
163,164,26.485281374238575,24.3311,1.0885,26.4853
109,113,109.25483399593898,101.1929,1.0797,109.2548
24,63,37.79898987322333,34.4384,1.0976,37.7990
28,246,162.0660171779822,146.3489,1.1074,162.0660
171,158,157.91168824543144,143.3492,1.1016,157.9117
168,170,259.3380951166247,221.0023,1.1735,259.3381
241,44,101.46803743153538,94.5145,1.0736,101.4680
237,232,15.656854249492381,14.5602,1.0753,15.6569
40,213,106.15432893255064,89.0898,1.1915,106.1543
196,190,28.213203435596434,26.2488,1.0748,28.2132
196,199,28.384776310850242,25.8070,1.0999,28.3848
196,198,18.384776310850242,18.3848,1.0000,18.3848
149,162,269.01933598375695,246.9170,1.0895,269.0193
186,190,104.15432893255064,77.8267,1.3383,104.1543
208,202,49.041630560342604,44.2832,1.1075,49.0416
144,37,291.4629867976529,254.4720,1.1454,291.4630
59,245,99.91168824543135,84.0536,1.1887,99.9117
60,87,23.414213562373096,23.0217,1.0170,23.4142
67,153,48.87005768508878,43.6578,1.1194,48.8701
175,33,32.071067811865476,28.1603,1.1389,32.0711
70,25,20.0,20.0000,1.0000,20.0000
188,14,207.20815280171337,185.5505,1.1167,207.2082
112,115,124.2670273047587,116.2841,1.0686,124.2670
106,105,9.65685424949238,8.9443,1.0797,9.6569
123,101,104.59797974644661,95.1893,1.0988,104.5980
82,61,37.14213562373095,34.4819,1.0771,37.1421
99,66,205.0538238691625,189.0820,1.0845,205.0538
104,103,23.071067811865476,21.5870,1.0687,23.0711
181,38,76.35533905932733,65.3682,1.1681,76.3553
4,10,48.38477631085023,44.2719,1.0929,48.3848
8,41,26.798989873223338,24.7588,1.0824,26.7990
129,133,39.65685424949238,38.2099,1.0379,39.6569
179,89,115.66904755831207,106.0424,1.0908,115.6690
233,244,148.78174593052026,133.7647,1.1123,148.7817
48,65,21.0,21.0000,1.0000,21.0000
143,96,216.55129855222094,197.4892,1.0965,216.5513
133,132,36.727922061357845,33.1361,1.1084,36.7279
133,135,21.798989873223338,21.2603,1.0253,21.7990
127,125,10.242640687119284,9.4868,1.0797,10.2426
120,125,19.970562748477146,19.2094,1.0396,19.9706
197,90,13.071067811865476,12.0830,1.0818,13.0711
77,153,137.78174593052017,123.5476,1.1152,137.7817
134,141,122.53910524340083,113.1769,1.0827,122.5391
222,187,243.07821048680233,220.2726,1.1035,243.0782
