u,v,path_length,euclidean,tortuosity,weight
7,114,30.213203435596434,28.0179,1.0784,30.2132
134,45,31.970562748477146,28.7924,1.1104,31.9706
204,203,20.142135623730955,18.8680,1.0675,20.1421
11,72,124.91168824543134,111.5706,1.1196,124.9117
16,68,40.31370849898476,37.2156,1.0832,40.3137
145,40,207.7523086789974,187.6193,1.1073,207.7523
27,75,50.698484809834966,46.1411,1.0988,50.6985
113,115,19.72792206135786,18.3576,1.0746,19.7279
42,66,30.656854249492383,29.2746,1.0472,30.6569
47,58,395.1198410471453,294.7711,1.3404,395.1198
49,128,92.71067811865468,87.4185,1.0605,92.7107
207,24,50.69848480983498,46.1411,1.0988,50.6985
185,77,124.42640687119278,111.0045,1.1209,124.4264
117,121,102.32590180780447,92.5743,1.1053,102.3259
163,162,7.0710678118654755,7.0711,1.0000,7.0711
69,28,18.071067811865476,16.2788,1.1101,18.0711
127,26,2.414213562373095,2.2361,1.0797,2.4142
159,57,426.9777054234144,372.0484,1.1476,426.9777
79,43,45.4558441227157,42.0476,1.0811,45.4558
86,139,55.21320343559643,50.6952,1.0891,55.2132
88,99,153.2842712474619,146.3728,1.0472,153.2843
165,67,138.08326112068522,124.5953,1.1083,138.0833
165,32,222.36248173426426,209.1244,1.0633,222.3625
0,44,184.1543289325509,168.5022,1.0929,184.1543
2,168,90.04163056034258,83.7257,1.0754,90.0416
172,173,7.0710678118654755,7.0711,1.0000,7.0711
10,131,194.3553390593274,184.2200,1.0550,194.3553
12,191,44.79898987322331,40.8044,1.0979,44.7990
19,146,248.75230867899748,217.4948,1.1437,248.7523
153,155,17.72792206135786,16.6433,1.0652,17.7279
156,157,15.485281374238573,14.3178,1.0815,15.4853
51,131,2.414213562373095,2.2361,1.0797,2.4142
56,146,122.08326112068517,112.6410,1.0838,122.0833
62,121,1.4142135623730951,1.4142,1.0000,1.4142
123,93,49.52691193458118,44.5982,1.1105,49.5269
121,85,458.7300141024124,396.8287,1.1560,458.7300
73,142,388.66399692442945,345.8974,1.1236,388.6640
166,164,54.69848480983498,50.5668,1.0817,54.6985
188,187,117.94112549695426,107.0420,1.1018,117.9411
183,181,16.142135623730955,15.6205,1.0334,16.1421
