u,v,path_length,euclidean,tortuosity,weight
4,247,63.91168824543138,60.1415,1.0627,63.9117
10,282,73.91168824543136,69.1158,1.0694,73.9117
277,51,26.213203435596434,25.0000,1.0485,26.2132
180,190,47.284271247461874,39.0512,1.2108,47.2843
12,285,67.35533905932735,61.7414,1.0909,67.3553
13,24,227.98275605729708,208.0000,1.0961,227.9828
14,132,7.242640687119285,6.7082,1.0797,7.2426
201,101,105.49747468305826,95.8541,1.1006,105.4975
245,243,13.828427124746192,13.1529,1.0514,13.8284
197,202,67.0121933088197,61.4003,1.0914,67.0122
254,240,59.01219330881972,54.2033,1.0887,59.0122
142,151,102.19595949289322,95.4620,1.0705,102.1960
27,157,21.07106781186548,19.2354,1.0954,21.0711
28,212,171.59797974644675,160.1999,1.0711,171.5980
29,220,80.74011537017756,74.3034,1.0866,80.7401
31,43,29.97056274847715,27.7308,1.0808,29.9706
35,270,12.485281374238573,11.6619,1.0706,12.4853
233,85,108.66904755831207,97.7446,1.1118,108.6690
193,115,26.62741699796953,25.6125,1.0396,26.6274
39,88,46.769552621700456,44.2041,1.0580,46.7696
185,60,98.8406204335659,86.3539,1.1446,98.8406
40,269,174.7228714274746,160.7514,1.0869,174.7229
41,55,32.071067811865476,30.1496,1.0637,32.0711
44,206,14.313708498984763,13.6015,1.0524,14.3137
47,221,22.313708498984766,19.7231,1.1313,22.3137
222,53,101.29646455628156,92.8009,1.0915,101.2965
283,86,122.85281374238559,113.4637,1.0828,122.8528
48,237,184.982756057297,168.6683,1.0967,184.9828
255,246,168.4264068711929,158.8584,1.0602,168.4264
57,263,100.35533905932735,93.4077,1.0744,100.3553
59,126,35.485281374238575,33.5410,1.0580,35.4853
231,71,231.2253967444164,210.4020,1.0990,231.2254
61,100,113.04163056034261,107.0561,1.0559,113.0416
64,230,263.8233764908632,237.3605,1.1115,263.8234
65,134,87.87005768508877,81.0494,1.0842,87.8701
184,114,127.0832611206852,112.5389,1.1292,127.0833
68,138,8.242640687119286,7.6158,1.0823,8.2426
72,91,321.7645019878174,286.2481,1.1241,321.7645
76,84,33.45584412271572,31.6228,1.0580,33.4558
77,174,64.72792206135784,61.4003,1.0542,64.7279
276,273,100.45584412271567,92.9139,1.0812,100.4558
146,127,54.76955262170045,48.8262,1.1217,54.7696
96,257,71.15432893255065,67.0075,1.0619,71.1543
104,130,32.213203435596434,29.6816,1.0853,32.2132
208,214,47.28427124746189,43.8292,1.0788,47.2843
108,111,82.91168824543135,75.1532,1.1032,82.9117
172,181,86.81118318204302,79.1960,1.0962,86.8112
172,112,380.49242404917584,326.0981,1.1668,380.4924
229,119,38.14213562373095,34.2345,1.1141,38.1421
