u,v,path_length,euclidean,tortuosity,weight
2,168,1.4142135623730951,1.4142,1.0000,1.4142
5,29,19.899494936611667,17.7200,1.1230,19.8995
168,38,232.86500705120582,211.5396,1.1008,232.8650
168,58,85.11269837220806,79.1202,1.0757,85.1127
12,179,54.071067811865476,52.0865,1.0381,54.0711
18,105,180.99494936611674,147.4720,1.2273,180.9949
19,66,29.798989873223338,25.4558,1.1706,29.7990
164,166,48.14213562373095,44.7214,1.0765,48.1421
22,98,44.01219330881975,43.1856,1.0191,44.0122
25,114,72.97056274847714,68.0000,1.0731,72.9706
26,4,67.94112549695426,59.4643,1.1426,67.9411
30,177,4.82842712474619,4.4721,1.0797,4.8284
131,57,155.8528137423858,139.7891,1.1149,155.8528
187,94,37.31370849898477,34.9285,1.0683,37.3137
43,191,21.313708498984763,17.0294,1.2516,21.3137
148,139,73.59797974644664,66.2420,1.1110,73.5980
44,210,75.49747468305827,69.9714,1.0790,75.4975
48,177,1.4142135623730951,1.4142,1.0000,1.4142
50,20,51.727922061357845,48.8365,1.0592,51.7279
150,33,76.6690475583121,68.4105,1.1207,76.6690
51,120,22.384776310850242,21.2603,1.0529,22.3848
60,202,51.55634918610402,47.0744,1.0952,51.5563
63,1,53.79898987322333,50.0000,1.0760,53.7990
67,166,85.5979797464466,79.1202,1.0819,85.5980
68,8,171.0243866176396,122.2497,1.3990,171.0244
73,78,27.48528137423857,25.0799,1.0959,27.4853
80,193,202.7401153701777,187.3846,1.0819,202.7401
83,56,140.4974746830583,120.5031,1.1659,140.4975
85,170,64.18376618407353,58.6003,1.0953,64.1838
205,35,23.798989873223338,22.6716,1.0497,23.7990
91,207,6.65685424949238,6.4031,1.0396,6.6569
93,166,225.22539674441632,210.8293,1.0683,225.2254
97,92,146.40916292848976,133.5440,1.0963,146.4092
3,16,23.07106781186548,21.2132,1.0876,23.0711
176,177,94.07106781186546,92.0054,1.0225,94.0711
170,21,1.4142135623730951,1.4142,1.0000,1.4142
170,39,3.0,3.0000,1.0000,3.0000
24,212,50.31370849898475,47.3814,1.0619,50.3137
37,181,183.53910524340114,167.6305,1.0949,183.5391
47,77,50.769552621700456,47.4342,1.0703,50.7696
195,197,32.31370849898476,30.0832,1.0741,32.3137
52,96,359.72287142747496,334.7417,1.0746,359.7229
53,211,22.72792206135786,19.8494,1.1450,22.7279
59,107,16.414213562373096,16.0312,1.0239,16.4142
190,88,16.48528137423857,14.2127,1.1599,16.4853
61,184,162.96551211459385,152.2662,1.0703,162.9655
75,87,43.071067811865476,41.1096,1.0477,43.0711
