u,v,path_length,euclidean,tortuosity,weight
4,134,357.71067811865504,338.3327,1.0573,357.7107
6,78,138.1665222413704,124.8679,1.1065,138.1665
11,136,37.8700576850888,34.7131,1.0909,37.8701
135,133,25.242640687119287,24.1868,1.0437,25.2426
135,137,31.556349186104054,28.1780,1.1199,31.5563
96,89,111.78174593052015,103.2279,1.0829,111.7817
115,126,95.97056274847711,91.1976,1.0523,95.9706
108,112,261.39696961967024,247.2570,1.0572,261.3970
154,24,128.811183182043,117.1751,1.0993,128.8112
114,103,199.79393923934032,170.5784,1.1713,199.7939
22,33,209.81118318204324,193.1450,1.0863,209.8112
23,118,16.07106781186548,14.8661,1.0811,16.0711
122,61,73.11269837220807,65.9697,1.1083,73.1127
41,54,131.74011537017753,122.0656,1.0793,131.7401
50,1,46.21320343559641,42.0595,1.0988,46.2132
51,172,82.6690475583121,75.5910,1.0936,82.6690
53,113,21.07106781186548,19.2354,1.0954,21.0711
123,76,295.36753236814747,271.2656,1.0889,295.3675
65,52,89.56854249492375,82.4924,1.0858,89.5685
103,94,177.26702730475887,150.6287,1.1768,177.2670
103,106,36.698484809834994,35.0000,1.0485,36.6985
73,113,8.242640687119286,7.6158,1.0823,8.2426
7,72,72.28427124746189,67.0522,1.0780,72.2843
94,95,69.7989898732233,64.0312,1.0901,69.7990
32,104,91.35533905932735,82.7647,1.1038,91.3553
106,104,10.656854249492381,9.8489,1.0820,10.6569
169,171,31.485281374238575,27.6586,1.1384,31.4853
