u,v,path_length,euclidean,tortuosity,weight
6,296,199.03657992645947,182.1318,1.0928,199.0366
145,64,109.254833995939,97.6934,1.1183,109.2548
145,25,70.35533905932735,63.9766,1.0997,70.3553
11,259,135.39696961966996,122.0656,1.1092,135.3970
16,164,15.899494936611669,14.7648,1.0768,15.8995
163,165,5.656854249492381,5.6569,1.0000,5.6569
230,233,21.384776310850242,20.6155,1.0373,21.3848
207,199,52.94112549695426,47.8017,1.1075,52.9411
207,208,15.071067811865477,13.0384,1.1559,15.0711
207,213,17.48528137423857,15.1327,1.1555,17.4853
288,275,228.0071426749368,209.2510,1.0896,228.0071
40,128,343.62236636408693,306.7507,1.1202,343.6224
42,209,83.11269837220804,76.5376,1.0859,83.1127
151,132,96.81118318204301,86.3713,1.1209,96.8112
213,208,12.313708498984763,12.0416,1.0226,12.3137
213,36,56.55634918610404,52.2398,1.0826,56.5563
201,136,266.8233764908633,240.6346,1.1088,266.8234
82,286,10.899494936611667,10.6301,1.0253,10.8995
86,221,81.14213562373094,77.1038,1.0524,81.1421
88,28,71.14213562373094,67.4759,1.0543,71.1421
98,251,3.414213562373095,3.1623,1.0797,3.4142
183,21,51.28427124746189,47.4236,1.0814,51.2843
185,174,95.6396103067892,87.8180,1.0891,95.6396
185,3,229.48023074035552,208.7774,1.0992,229.4802
153,122,48.35533905932736,44.6878,1.0821,48.3553
287,290,75.52691193458115,69.2892,1.0900,75.5269
160,140,15.071067811865476,13.9284,1.0820,15.0711
242,63,49.14213562373094,45.0000,1.0920,49.1421
76,244,84.18376618407353,77.8332,1.0816,84.1838
7,35,230.22539674441643,211.0213,1.0910,230.2254
8,281,208.09545442950528,179.0112,1.1625,208.0955
177,77,79.87005768508878,68.1836,1.1714,79.8701
197,195,17.970562748477146,17.6918,1.0158,17.9706
295,135,86.91168824543136,78.5493,1.1065,86.9117
39,93,63.91168824543139,60.8030,1.0511,63.9117
53,30,164.06601717798225,148.8086,1.1025,164.0660
206,97,101.19595949289324,95.4254,1.0605,101.1960
79,205,22.656854249492383,21.0000,1.0789,22.6569
83,100,89.59797974644658,82.2800,1.0889,89.5980
85,95,40.94112549695428,38.9487,1.0512,40.9411
248,12,30.55634918610405,27.5136,1.1106,30.5563
143,137,101.32590180780446,91.2853,1.1100,101.3259
112,149,58.76955262170045,52.1536,1.1269,58.7696
113,263,64.8406204335659,58.7282,1.1041,64.8406
129,13,98.74011537017756,89.4707,1.1036,98.7401
241,4,14.485281374238573,13.4164,1.0797,14.4853
139,228,282.2914139223991,259.9423,1.0860,282.2914
48,58,104.78174593052015,96.8762,1.0816,104.7817
150,22,151.36753236814715,139.3162,1.0865,151.3675
66,155,182.02438661763972,166.5713,1.0928,182.0244
198,125,44.48528137423857,42.0476,1.0580,44.4853
70,101,24.970562748477146,23.3238,1.0706,24.9706
96,161,108.56854249492373,87.0057,1.2478,108.5685
292,111,246.4507934888328,225.1089,1.0948,246.4508
104,217,57.55634918610404,53.7587,1.0706,57.5563
117,314,84.12489168102778,80.6102,1.0436,84.1249
120,170,106.98275605729683,97.0824,1.1020,106.9828
298,44,3.8284271247461903,3.0000,1.2761,3.8284
219,225,68.55634918610403,53.4135,1.2835,68.5563
34,131,53.526911934581165,49.6488,1.0781,53.5269
43,224,252.6934341759522,232.9378,1.0848,252.6934
80,268,47.52691193458118,43.1856,1.1005,47.5269
