id,y,x,type
0,91.0,1029.0,endpoint
1,871.0,308.0,endpoint
2,1083.0,386.0,endpoint
3,1114.0,508.0,endpoint
4,1017.0,578.0,endpoint
5,1336.0,362.0,endpoint
6,1352.0,1014.0,endpoint
7,695.0,713.0,endpoint
8,420.0,649.0,endpoint
9,16.0,715.0,endpoint
10,634.0,188.0,endpoint
11,1431.0,474.0,endpoint
12,953.0,1182.0,endpoint
13,827.0,396.0,endpoint
14,992.0,335.0,endpoint
15,152.0,773.0,endpoint
16,995.0,1438.0,endpoint
17,51.0,507.0,endpoint
18,1050.0,727.0,endpoint
19,910.0,1260.0,endpoint
20,756.0,12.0,endpoint
21,780.0,1202.0,endpoint
22,1079.0,388.0,endpoint
23,360.0,1372.0,endpoint
24,109.0,381.0,endpoint
25,53.0,504.0,endpoint
26,882.0,1124.0,endpoint
27,1120.0,114.0,endpoint
28,874.0,1004.0,endpoint
29,335.0,143.0,endpoint
30,587.0,1466.0,endpoint
31,618.0,1289.0,endpoint
32,759.0,1145.0,endpoint
33,25.0,607.0,endpoint
34,1228.0,1093.0,endpoint
35,742.0,238.0,endpoint
36,757.0,1044.0,endpoint
37,587.0,880.0,endpoint
38,655.0,1481.0,endpoint
39,606.0,27.0,endpoint
40,1031.0,69.0,endpoint
41,1023.0,730.0,endpoint
42,921.0,1460.0,endpoint
43,1071.0,959.0,endpoint
44,1460.0,789.0,endpoint
45,977.0,531.0,endpoint
46,1056.0,672.0,endpoint
47,1126.0,1017.0,endpoint
48,1027.0,639.0,endpoint
49,258.0,768.0,endpoint
50,20.0,881.0,endpoint
51,1256.0,1279.0,endpoint
52,1437.0,1004.0,endpoint
53,1041.0,411.0,endpoint
54,695.0,616.0,endpoint
55,52.0,506.0,junction
56,153.0,771.0,junction
57,167.0,555.0,junction
58,190.0,563.0,junction
59,233.0,798.0,junction
60,236.0,803.0,junction
61,239.0,660.0,junction
62,244.0,697.0,junction
63,250.0,906.0,junction
64,273.0,752.0,junction
65,286.0,403.0,junction
66,293.0,819.0,junction
67,294.0,761.0,junction
68,326.0,960.0,junction
69,338.0,988.0,junction
70,339.0,1014.0,junction
71,378.0,1004.0,junction
72,412.0,1096.0,junction
73,503.0,308.0,junction
74,563.0,1266.0,junction
75,567.0,1237.0,junction
76,568.0,719.0,junction
77,573.0,683.0,junction
78,574.0,1273.0,junction
79,584.0,663.0,junction
80,585.0,1228.0,junction
81,594.0,1265.0,junction
82,604.0,1309.0,junction
83,612.0,1293.0,junction
84,639.0,510.0,junction
85,641.0,1430.0,junction
86,644.0,1388.0,junction
87,667.0,1364.0,junction
88,692.0,1418.0,junction
89,711.0,1364.0,junction
90,719.0,1369.0,junction
91,736.0,1369.0,junction
92,793.0,1375.0,junction
93,811.0,1338.0,junction
94,825.0,1357.0,junction
95,837.0,1405.0,junction
96,840.0,1357.0,junction
97,847.0,1378.0,junction
98,933.0,1278.0,junction
99,991.0,339.0,junction
100,1006.0,1299.0,junction
101,1026.0,747.0,junction
102,1029.0,1297.0,junction
103,1089.0,380.0,junction
104,1106.0,661.0,junction
105,1140.0,1029.0,junction
106,1172.0,279.0,junction
107,1184.0,304.0,junction
108,1188.0,409.0,junction
109,1190.0,932.0,junction
110,1232.0,893.0,junction
111,1277.0,774.0,junction
112,1300.0,694.0,junction
113,1299.0,728.0,junction
114,1303.0,674.0,junction
115,1312.0,858.0,junction
116,1313.0,407.0,junction
117,1315.0,833.0,junction
118,1321.0,1010.0,junction
119,1352.0,508.0,junction
120,1353.0,1012.0,junction
