id,y,x,type
0,915.0,778.0,endpoint
1,891.0,1314.0,endpoint
2,767.0,479.0,endpoint
3,816.0,1149.0,endpoint
4,1156.0,1334.0,endpoint
5,540.0,290.0,endpoint
6,766.0,7.0,endpoint
7,377.0,839.0,endpoint
8,1135.0,118.0,endpoint
9,748.0,1387.0,endpoint
10,733.0,1181.0,endpoint
11,741.0,563.0,endpoint
12,371.0,115.0,endpoint
13,447.0,83.0,endpoint
14,1023.0,348.0,endpoint
15,771.0,1064.0,endpoint
16,1412.0,1033.0,endpoint
17,802.0,576.0,endpoint
18,1360.0,1132.0,endpoint
19,376.0,516.0,endpoint
20,581.0,30.0,endpoint
21,923.0,1179.0,endpoint
22,67.0,1032.0,endpoint
23,771.0,666.0,endpoint
24,689.0,1314.0,endpoint
25,1407.0,1066.0,endpoint
26,676.0,1170.0,endpoint
27,714.0,980.0,endpoint
28,628.0,681.0,endpoint
29,651.0,802.0,endpoint
30,789.0,864.0,endpoint
31,920.0,819.0,endpoint
32,236.0,239.0,endpoint
33,149.0,320.0,endpoint
34,429.0,81.0,endpoint
35,1430.0,466.0,endpoint
36,1199.0,710.0,endpoint
37,868.0,55.0,endpoint
38,694.0,427.0,endpoint
39,213.0,1262.0,endpoint
40,110.0,431.0,endpoint
41,1202.0,162.0,endpoint
42,871.0,1463.0,endpoint
43,38.0,946.0,endpoint
44,535.0,968.0,endpoint
45,830.0,702.0,endpoint
46,1243.0,206.0,endpoint
47,675.0,816.0,endpoint
48,1355.0,331.0,endpoint
49,801.0,321.0,endpoint
50,696.0,912.0,endpoint
51,722.0,821.0,endpoint
52,740.0,1311.0,endpoint
53,1146.0,657.0,endpoint
54,1442.0,634.0,endpoint
55,148.0,844.0,endpoint
56,334.0,1090.0,endpoint
57,954.0,807.0,endpoint
58,452.0,624.0,endpoint
59,899.0,1008.0,endpoint
60,704.0,616.0,endpoint
61,417.0,587.0,endpoint
62,414.0,1299.0,endpoint
63,812.0,1326.0,endpoint
64,300.0,959.0,endpoint
65,913.0,722.0,endpoint
66,535.0,627.0,endpoint
67,1022.0,1431.0,endpoint
68,891.0,801.0,endpoint
69,1476.0,826.0,endpoint
70,571.0,73.0,endpoint
71,428.0,1284.0,endpoint
72,595.0,1461.0,endpoint
73,912.0,631.0,endpoint
74,361.0,211.0,endpoint
75,701.0,704.0,endpoint
76,1306.0,1229.0,endpoint
77,539.0,889.0,endpoint
78,874.0,1205.0,endpoint
79,812.0,510.0,endpoint
80,830.0,1211.0,endpoint
81,725.0,1091.0,endpoint
82,985.0,1112.0,endpoint
83,1036.0,68.0,endpoint
84,432.0,1030.0,endpoint
85,924.0,107.0,endpoint
86,682.0,363.0,endpoint
87,642.0,19.0,endpoint
88,169.0,299.0,endpoint
89,657.0,1038.0,endpoint
90,825.0,122.0,endpoint
91,876.0,933.0,endpoint
92,1160.0,1003.0,endpoint
93,555.0,819.0,endpoint
94,628.0,1279.0,endpoint
95,1128.0,754.0,endpoint
96,1366.0,1135.0,endpoint
97,137.0,715.0,endpoint
98,760.0,1334.0,endpoint
99,40.0,663.0,endpoint
100,633.0,1232.0,endpoint
101,622.0,1046.0,endpoint
102,16.0,699.0,endpoint
103,1020.0,344.0,endpoint
104,350.0,1053.0,endpoint
105,379.0,671.0,endpoint
106,666.0,645.0,endpoint
107,125.0,1145.0,endpoint
108,763.0,1017.0,endpoint
109,531.0,759.0,endpoint
110,293.0,1003.0,endpoint
111,879.0,874.0,endpoint
112,563.0,772.0,endpoint
113,45.0,667.0,junction
114,159.0,973.0,junction
115,163.0,919.0,junction
116,169.0,1096.0,junction
117,174.0,902.0,junction
118,189.0,1056.0,junction
119,189.0,840.0,junction
120,191.0,1031.0,junction
121,210.0,1177.0,junction
122,214.0,1206.0,junction
123,217.0,1098.0,junction
124,268.0,848.0,junction
125,273.0,278.0,junction
126,276.0,1094.0,junction
127,277.0,693.0,junction
128,297.0,1003.0,junction
129,305.0,794.0,junction
130,307.0,787.0,junction
131,315.0,345.0,junction
132,353.0,949.0,junction
133,373.0,525.0,junction
134,386.0,613.0,junction
135,391.0,537.0,junction
136,423.0,538.0,junction
137,434.0,978.0,junction
138,435.0,984.0,junction
139,445.0,98.0,junction
140,446.0,531.0,junction
141,447.0,105.0,junction
142,450.0,184.0,junction
143,452.0,555.0,junction
144,458.0,1003.0,junction
145,460.0,581.0,junction
146,465.0,831.0,junction
147,467.0,801.0,junction
148,470.0,804.0,junction
149,493.0,496.0,junction
150,505.0,807.0,junction
151,506.0,475.0,junction
152,519.0,492.0,junction
153,523.0,617.0,junction
154,523.0,613.0,junction
155,524.0,821.0,junction
156,525.0,1246.0,junction
157,526.0,786.0,junction
158,530.0,1062.0,junction
159,534.0,446.0,junction
160,537.0,281.0,junction
161,539.0,279.0,junction
162,562.0,1335.0,junction
163,573.0,73.0,junction
164,575.0,1251.0,junction
165,578.0,261.0,junction
166,581.0,291.0,junction
167,587.0,297.0,junction
168,596.0,350.0,junction
169,603.0,905.0,junction
170,611.0,875.0,junction
171,611.0,879.0,junction
172,617.0,535.0,junction
173,617.0,688.0,junction
174,619.0,1011.0,junction
175,619.0,1185.0,junction
176,625.0,1011.0,junction
177,625.0,1340.0,junction
178,626.0,1045.0,junction
179,626.0,409.0,junction
180,626.0,1023.0,junction
181,634.0,445.0,junction
182,634.0,804.0,junction
183,640.0,776.0,junction
184,645.0,1118.0,junction
185,645.0,421.0,junction
186,658.0,421.0,junction
187,660.0,349.0,junction
188,673.0,321.0,junction
189,676.0,627.0,junction
190,681.0,337.0,junction
191,682.0,361.0,junction
192,686.0,418.0,junction
193,687.0,320.0,junction
194,687.0,370.0,junction
195,694.0,372.0,junction
196,696.0,420.0,junction
197,699.0,639.0,junction
198,703.0,1114.0,junction
199,703.0,1370.0,junction
200,721.0,405.0,junction
201,732.0,414.0,junction
202,776.0,415.0,junction
203,780.0,423.0,junction
204,792.0,442.0,junction
205,794.0,382.0,junction
206,800.0,574.0,junction
207,809.0,443.0,junction
208,819.0,1280.0,junction
209,823.0,251.0,junction
210,822.0,424.0,junction
211,842.0,229.0,junction
212,845.0,528.0,junction
213,853.0,1173.0,junction
214,892.0,142.0,junction
