u,v,unweighted_hops,weighted_cost,path_length_sum,euclidean,tortuosity
0,1,inf,inf,inf,1380.4441314301712,inf
0,2,inf,inf,inf,1448.3345607973317,inf
0,3,inf,inf,inf,1347.164429459151,inf
0,4,inf,inf,inf,815.7560909977933,inf
0,5,inf,inf,inf,595.5375722823876,inf
0,6,inf,inf,inf,1180.0156778619512,inf
0,7,inf,inf,inf,994.5717671440307,inf
0,8,inf,inf,inf,1143.6052640662338,inf
0,9,inf,inf,inf,616.7600830144571,inf
0,10,inf,inf,inf,928.0355596635293,inf
0,11,inf,inf,inf,582.9279543820145,inf
0,12,inf,inf,inf,601.4399388135112,inf
0,13,inf,inf,inf,559.422023163193,inf
0,14,inf,inf,inf,481.9004046480974,inf
0,15,inf,inf,inf,1220.7079912903002,inf
0,16,inf,inf,inf,832.7358524766422,inf
0,17,inf,inf,inf,817.8000978234229,inf
0,18,inf,inf,inf,855.8703172794345,inf
0,19,inf,inf,inf,675.1066582400147,inf
0,20,inf,inf,inf,1247.0256613237757,inf
0,21,inf,inf,inf,1055.2919027453968,inf
0,22,inf,inf,inf,833.6144192610874,inf
0,23,inf,inf,inf,423.7747042946287,inf
0,24,inf,inf,inf,1042.5593508285272,inf
0,25,inf,inf,inf,1151.8511188517377,inf
0,26,inf,inf,inf,907.7114078824833,inf
0,27,inf,inf,inf,1254.0003987240195,inf
0,28,inf,inf,inf,1030.0485425454472,inf
0,29,2.0,233.6518,233.65180361560928,178.05897899291685,1.31221578904428
0,30,inf,inf,inf,1309.05844025391,inf
0,31,inf,inf,inf,423.76998477947916,inf
0,32,inf,inf,inf,1238.1316569735222,inf
0,33,inf,inf,inf,1102.2254760256633,inf
0,34,inf,inf,inf,200.0,inf
0,35,inf,inf,inf,862.3601335868907,inf
0,36,inf,inf,inf,1164.3367210562415,inf
0,37,inf,inf,inf,996.5264672852397,inf
0,38,inf,inf,inf,571.6336239235757,inf
0,39,inf,inf,inf,940.2127418834526,inf
0,40,inf,inf,inf,869.8735540295497,inf
0,41,inf,inf,inf,1250.88528650712,inf
0,42,inf,inf,inf,692.3236237483161,inf
0,43,inf,inf,inf,782.1304239063968,inf
0,44,inf,inf,inf,1270.7076768478264,inf
0,45,inf,inf,inf,1447.1516852078776,inf
0,46,inf,inf,inf,1450.5536873897497,inf
0,47,inf,inf,inf,1415.3801609461677,inf
0,48,inf,inf,inf,952.9616991254161,inf
0,49,inf,inf,inf,856.19273531139,inf
0,50,inf,inf,inf,1163.7254830929844,inf
0,51,inf,inf,inf,333.80233672040106,inf
0,52,inf,inf,inf,1385.506766493762,inf
0,53,inf,inf,inf,663.6746190717255,inf
0,54,inf,inf,inf,792.1615996752178,inf
0,55,inf,inf,inf,968.8271259621089,inf
0,56,inf,inf,inf,183.63550854886427,inf
0,57,inf,inf,inf,855.1988072957071,inf
0,58,inf,inf,inf,392.186180276664,inf
0,59,inf,inf,inf,720.0249995659873,inf
0,60,inf,inf,inf,1103.3920427481794,inf
0,61,inf,inf,inf,694.3486156103431,inf
0,62,inf,inf,inf,914.1974622585648,inf
0,63,inf,inf,inf,1002.7407441607228,inf
0,64,inf,inf,inf,592.5512636050994,inf
0,65,inf,inf,inf,640.0539039799695,inf
0,66,inf,inf,inf,1389.2476381120825,inf
0,67,inf,inf,inf,310.3063002905355,inf
0,68,inf,inf,inf,1427.3545460046007,inf
0,69,inf,inf,inf,1367.3690065231112,inf
0,70,inf,inf,inf,1456.5802415246474,inf
0,71,inf,inf,inf,1058.5712068632888,inf
0,72,inf,inf,inf,387.7434718986253,inf
0,73,inf,inf,inf,206.64946164943183,inf
1,2,inf,inf,inf,542.3882373355823,inf
1,3,inf,inf,inf,190.64626930522402,inf
1,4,inf,inf,inf,987.4107554609682,inf
1,5,inf,inf,inf,807.6341993749398,inf
1,6,inf,inf,inf,1202.8054705562326,inf
1,7,inf,inf,inf,549.2476672686012,inf
1,8,inf,inf,inf,813.477104779231,inf
1,9,inf,inf,inf,792.1824284847524,inf
1,10,inf,inf,inf,1382.2836177861618,inf
1,11,inf,inf,inf,1405.3600962031048,inf
1,12,inf,inf,inf,779.0070603017665,inf
1,13,inf,inf,inf,1276.692993636293,inf
1,14,inf,inf,inf,930.1021449281794,inf
1,15,inf,inf,inf,243.74166652421167,inf
1,16,inf,inf,inf,1017.9513740842438,inf
1,17,inf,inf,inf,1405.4625573098701,inf
1,18,inf,inf,inf,799.8124780221924,inf
1,19,inf,inf,inf,1062.0362517353162,inf
1,20,inf,inf,inf,243.29611587528478,inf
1,21,inf,inf,inf,1238.5172586605324,inf
1,22,inf,inf,inf,1020.8844204903903,inf
1,23,inf,inf,inf,1022.3057272655768,inf
1,24,inf,inf,inf,599.6165441346661,inf
1,25,inf,inf,inf,411.3988332506547,inf
1,26,inf,inf,inf,473.81219908313886,inf
1,27,inf,inf,inf,1111.5687113264748,inf
1,28,inf,inf,inf,600.5281009245113,inf
1,29,inf,inf,inf,1371.3165207201437,inf
1,30,inf,inf,inf,1032.862043062867,inf
1,31,inf,inf,inf,1463.4469583828447,inf
1,32,inf,inf,inf,247.93547547698776,inf
1,33,inf,inf,inf,1193.8714336141895,inf
1,34,inf,inf,inf,1311.3573121007105,inf
1,35,inf,inf,inf,955.7557219289874,inf
1,36,inf,inf,inf,676.3268440628392,inf
1,37,inf,inf,inf,724.4618692519297,inf
1,38,inf,inf,inf,1455.2240377343965,inf
1,39,inf,inf,inf,519.7787991059274,inf
1,40,inf,inf,inf,833.7829453760733,inf
1,41,inf,inf,inf,334.18557718728675,inf
1,42,inf,inf,inf,724.2002485500816,inf
1,43,inf,inf,inf,709.8520972709738,inf
1,44,inf,inf,inf,1023.9628899525608,inf
1,45,inf,inf,inf,235.83468786419016,inf
1,46,inf,inf,inf,243.41733709824368,inf
1,47,inf,inf,inf,151.44966160411187,inf
1,48,inf,inf,inf,586.4077079984539,inf
