u,v,path_length,euclidean,tortuosity,weight
0,149,71.55634918610403,67.3647,1.0622,71.5563
1,65,31.213203435596434,28.3196,1.1022,31.2132
2,63,50.656854249492376,49.0408,1.0330,50.6569
153,30,47.21320343559643,43.0813,1.0959,47.2132
141,116,420.3452377915619,369.5957,1.1373,420.3452
173,182,120.75230867899724,113.7014,1.0620,120.7523
112,35,10.82842712474619,10.1980,1.0618,10.8284
94,49,108.01219330881972,92.1358,1.1723,108.0122
107,50,116.85281374238558,108.4066,1.0779,116.8528
102,40,39.52691193458118,37.5366,1.0530,39.5269
16,119,44.79898987322332,39.5601,1.1324,44.7990
20,116,14.899494936611669,13.6015,1.0954,14.8995
97,106,127.91168824543135,79.6053,1.6068,127.9117
101,104,71.35533905932735,64.8845,1.0997,71.3553
192,34,99.18376618407353,88.0057,1.1270,99.1838
25,9,351.64675298172665,300.1066,1.1717,351.6468
116,84,23.72792206135786,21.0950,1.1248,23.7279
123,46,60.59797974644664,53.1507,1.1401,60.5980
33,113,87.35533905932733,77.3175,1.1298,87.3553
193,195,45.89949493661166,43.2897,1.0603,45.8995
175,174,132.35533905932738,122.0041,1.0848,132.3553
52,67,34.97056274847714,32.3110,1.0823,34.9706
59,18,76.56854249492375,70.7248,1.0826,76.5685
72,184,260.8233764908632,226.0199,1.1540,260.8234
76,110,9.656854249492381,8.9443,1.0797,9.6569
79,85,73.8700576850888,66.7308,1.1070,73.8701
182,86,189.68124086713198,159.3800,1.1901,189.6812
93,89,56.07106781186547,51.6236,1.0862,56.0711
111,106,27.62741699796953,26.2488,1.0525,27.6274
19,77,30.62741699796953,28.6007,1.0709,30.6274
188,185,66.7989898732233,61.8466,1.0801,66.7990
29,45,34.28427124746191,32.5576,1.0530,34.2843
