id,y,x,type
0,676.0,462.0,endpoint
1,1030.0,252.0,endpoint
2,95.0,587.0,endpoint
3,919.0,302.0,endpoint
4,1431.0,1026.0,endpoint
5,860.0,170.0,endpoint
6,1471.0,712.0,endpoint
7,1097.0,1394.0,endpoint
8,1425.0,1046.0,endpoint
9,587.0,1024.0,endpoint
10,648.0,1107.0,endpoint
11,1008.0,315.0,endpoint
12,871.0,1176.0,endpoint
13,484.0,879.0,endpoint
14,806.0,1177.0,endpoint
15,33.0,952.0,endpoint
16,1081.0,341.0,endpoint
17,376.0,443.0,endpoint
18,147.0,1184.0,endpoint
19,276.0,569.0,endpoint
20,1193.0,1220.0,endpoint
21,30.0,562.0,endpoint
22,847.0,1248.0,endpoint
23,148.0,511.0,endpoint
24,1175.0,268.0,endpoint
25,456.0,1429.0,endpoint
26,751.0,871.0,endpoint
27,420.0,698.0,endpoint
28,505.0,83.0,endpoint
29,505.0,1160.0,endpoint
30,1196.0,1102.0,endpoint
31,134.0,329.0,endpoint
32,701.0,159.0,endpoint
33,1326.0,647.0,endpoint
34,761.0,737.0,endpoint
35,383.0,105.0,endpoint
36,764.0,306.0,endpoint
37,790.0,800.0,endpoint
38,1139.0,933.0,endpoint
39,978.0,323.0,endpoint
40,1149.0,300.0,endpoint
41,889.0,233.0,endpoint
42,982.0,321.0,endpoint
43,1398.0,702.0,endpoint
44,983.0,813.0,endpoint
45,698.0,818.0,endpoint
46,665.0,549.0,endpoint
47,1324.0,1210.0,endpoint
48,507.0,786.0,endpoint
49,460.0,1431.0,endpoint
50,717.0,669.0,endpoint
51,905.0,759.0,endpoint
52,969.0,42.0,endpoint
53,438.0,1199.0,endpoint
54,805.0,1148.0,endpoint
55,1008.0,177.0,endpoint
56,1015.0,869.0,endpoint
57,722.0,375.0,endpoint
58,1304.0,520.0,endpoint
59,584.0,908.0,endpoint
60,876.0,680.0,endpoint
61,1013.0,548.0,endpoint
62,713.0,628.0,endpoint
63,866.0,959.0,endpoint
64,1183.0,507.0,endpoint
65,338.0,367.0,endpoint
66,1259.0,881.0,endpoint
67,1496.0,717.0,endpoint
68,1068.0,932.0,endpoint
69,1373.0,677.0,endpoint
70,1292.0,633.0,endpoint
71,599.0,517.0,endpoint
72,200.0,1250.0,endpoint
73,900.0,1140.0,endpoint
74,1050.0,1420.0,endpoint
75,787.0,15.0,endpoint
76,555.0,239.0,endpoint
77,726.0,496.0,endpoint
78,597.0,74.0,endpoint
79,833.0,183.0,endpoint
80,400.0,893.0,endpoint
81,616.0,279.0,endpoint
82,708.0,417.0,endpoint
83,7.0,809.0,endpoint
84,1495.0,714.0,endpoint
85,1380.0,364.0,endpoint
86,1142.0,1377.0,endpoint
87,756.0,1488.0,endpoint
88,956.0,1458.0,endpoint
89,1246.0,1260.0,endpoint
90,918.0,1422.0,endpoint
91,1013.0,872.0,endpoint
92,336.0,1185.0,endpoint
93,1018.0,862.0,endpoint
94,646.0,807.0,endpoint
95,896.0,628.0,endpoint
96,997.0,958.0,endpoint
97,712.0,151.0,endpoint
98,83.0,431.0,endpoint
99,892.0,127.0,endpoint
100,244.0,247.0,endpoint
101,326.0,1357.0,endpoint
102,932.0,385.0,endpoint
103,1027.0,1212.0,endpoint
104,1317.0,266.0,endpoint
105,945.0,1050.0,endpoint
106,1302.0,586.0,endpoint
107,1346.0,912.0,endpoint
108,38.0,529.0,endpoint
109,297.0,1335.0,endpoint
110,838.0,405.0,endpoint
111,299.0,432.0,endpoint
112,698.0,584.0,endpoint
113,909.0,575.0,endpoint
114,1447.0,488.0,endpoint
115,811.0,1482.0,endpoint
116,1220.0,464.0,endpoint
117,1379.0,1137.0,endpoint
118,1201.0,1332.0,endpoint
119,916.0,754.0,endpoint
120,1346.0,304.0,endpoint
121,1143.0,1373.0,endpoint
122,716.0,82.0,endpoint
123,924.0,840.0,endpoint
124,249.0,1306.0,endpoint
125,329.0,1360.0,endpoint
126,1164.0,367.0,endpoint
127,745.0,136.0,endpoint
128,749.0,341.0,endpoint
129,640.0,608.0,endpoint
130,874.0,119.0,endpoint
131,5.0,707.0,endpoint
132,417.0,899.0,endpoint
133,372.0,757.0,endpoint
134,824.0,719.0,endpoint
135,667.0,189.0,endpoint
136,1459.0,546.0,endpoint
137,873.0,1188.0,endpoint
138,554.0,1462.0,endpoint
139,618.0,1474.0,endpoint
140,1482.0,859.0,endpoint
141,719.0,699.0,endpoint
142,1281.0,689.0,endpoint
143,148.0,1005.0,endpoint
144,62.0,702.0,junction
145,77.0,719.0,junction
146,118.0,709.0,junction
147,138.0,809.0,junction
148,149.0,998.0,junction
149,152.0,403.0,junction
150,162.0,758.0,junction
151,174.0,833.0,junction
152,177.0,449.0,junction
153,212.0,577.0,junction
154,240.0,794.0,junction
155,306.0,203.0,junction
156,322.0,282.0,junction
157,329.0,1356.0,junction
158,351.0,943.0,junction
159,352.0,1324.0,junction
160,352.0,190.0,junction
161,359.0,1335.0,junction
162,360.0,713.0,junction
163,365.0,656.0,junction
164,368.0,261.0,junction
165,368.0,254.0,junction
166,368.0,1325.0,junction
167,375.0,382.0,junction
168,382.0,757.0,junction
169,389.0,708.0,junction
170,392.0,1291.0,junction
171,396.0,696.0,junction
172,397.0,681.0,junction
173,399.0,826.0,junction
174,409.0,887.0,junction
175,411.0,900.0,junction
176,421.0,1277.0,junction
177,421.0,1274.0,junction
178,426.0,335.0,junction
179,434.0,378.0,junction
180,453.0,1055.0,junction
181,453.0,439.0,junction
182,455.0,597.0,junction
183,460.0,1429.0,junction
184,464.0,1087.0,junction
185,464.0,1071.0,junction
186,475.0,598.0,junction
187,490.0,1061.0,junction
188,490.0,1070.0,junction
189,495.0,1238.0,junction
190,504.0,211.0,junction
191,511.0,1153.0,junction
192,518.0,1047.0,junction
193,518.0,1044.0,junction
194,524.0,422.0,junction
195,525.0,417.0,junction
196,547.0,310.0,junction
197,550.0,1170.0,junction
198,551.0,1132.0,junction
199,560.0,1111.0,junction
200,560.0,1150.0,junction
201,565.0,541.0,junction
202,576.0,174.0,junction
203,586.0,650.0,junction
204,587.0,645.0,junction
205,587.0,660.0,junction
206,588.0,630.0,junction
207,590.0,1346.0,junction
208,594.0,1167.0,junction
209,596.0,512.0,junction
210,602.0,390.0,junction
211,604.0,1432.0,junction
212,608.0,390.0,junction
213,607.0,1414.0,junction
214,609.0,626.0,junction
215,613.0,168.0,junction
216,650.0,1177.0,junction
217,666.0,1258.0,junction
218,673.0,1338.0,junction
