u,v,path_length,euclidean,tortuosity,weight
5,111,8.242640687119286,7.0711,1.1657,8.2426
6,219,67.6274169979695,63.0635,1.0724,67.6274
7,187,72.45584412271569,64.8460,1.1174,72.4558
151,104,98.7989898732233,93.1933,1.0602,98.7990
15,157,33.071067811865476,31.0161,1.0663,33.0711
149,148,37.071067811865476,35.1283,1.0553,37.0711
17,84,39.24264068711929,38.1182,1.0295,39.2426
18,216,30.142135623730955,27.8568,1.0820,30.1421
19,161,105.62741699796949,99.9850,1.0564,105.6274
147,144,136.6101730552664,121.8524,1.1211,136.6102
226,228,57.14213562373095,53.9351,1.0595,57.1421
127,135,214.65180361560937,196.6977,1.0913,214.6518
26,137,434.3746750430846,378.3385,1.1481,434.3747
184,185,110.42640687119281,97.4166,1.1335,110.4264
28,203,4.82842712474619,4.4721,1.0797,4.8284
121,116,141.6812408671319,130.0000,1.0899,141.6812
183,27,89.0416305603426,82.7345,1.0762,89.0416
31,144,87.81118318204302,80.6040,1.0894,87.8112
35,120,175.19595949289356,159.1540,1.1008,175.1960
120,124,62.6690475583121,58.4123,1.0729,62.6690
203,196,199.0954544295052,178.6393,1.1145,199.0955
203,88,77.0416305603426,70.5762,1.0916,77.0416
42,56,136.99494936611663,126.6570,1.0816,136.9949
129,91,203.2792206135788,181.0690,1.1227,203.2792
54,96,189.62236636408628,174.2642,1.0881,189.6224
59,185,267.06601717798253,242.5716,1.1010,267.0660
114,64,246.4924240491754,227.2972,1.0845,246.4924
112,109,76.45584412271567,71.3092,1.0722,76.4558
108,106,107.15432893255061,98.4886,1.0880,107.1543
70,105,379.71782079359207,307.9367,1.2331,379.7178
217,214,10.071067811865476,9.4340,1.0675,10.0711
73,177,2.414213562373095,2.2361,1.0797,2.4142
152,153,2.8284271247461903,2.8284,1.0000,2.8284
85,189,185.26702730475878,162.4592,1.1404,185.2670
216,218,38.79898987322333,35.3412,1.0978,38.7990
95,186,22.72792206135786,20.5913,1.1038,22.7279
99,157,8.82842712474619,8.2462,1.0706,8.8284
185,192,130.98275605729685,121.1487,1.0812,130.9828
160,9,2.414213562373095,2.2361,1.0797,2.4142
160,67,19.07106781186548,17.2627,1.1048,19.0711
109,30,139.3380951166242,126.3725,1.1026,139.3381
109,80,108.7817459305201,101.2571,1.0743,108.7817
157,153,53.4558441227157,49.3964,1.0822,53.4558
25,102,78.81118318204304,74.4043,1.0592,78.8112
36,44,93.91168824543138,86.3308,1.0878,93.9117
232,48,76.94112549695426,66.9403,1.1494,76.9411
177,153,149.74011537017753,135.7129,1.1034,149.7401
177,98,18.82842712474619,18.1108,1.0396,18.8284
132,92,15.142135623730955,14.8661,1.0186,15.1421
66,128,65.31370849898475,60.0167,1.0883,65.3137
71,124,251.0660171779822,225.4617,1.1136,251.0660
148,100,124.29646455628156,108.4666,1.1459,124.2965
