u,v,path_length,euclidean,tortuosity,weight
0,10,52.35533905932736,48.8774,1.0712,52.3553
4,120,98.8406204335659,82.0549,1.2046,98.8406
5,169,126.74011537017755,106.2121,1.1933,126.7401
248,242,59.76955262170044,53.8238,1.1105,59.7696
11,104,61.526911934581165,50.8035,1.2111,61.5269
13,184,68.6274169979695,62.0000,1.1069,68.6274
15,276,61.94112549695426,55.2268,1.1216,61.9411
210,209,17.071067811865476,15.2971,1.1160,17.0711
252,250,17.82842712474619,17.1172,1.0415,17.8284
150,147,44.4558441227157,40.3113,1.1028,44.4558
21,29,65.79898987322332,60.2993,1.0912,65.7990
126,32,110.19595949289324,102.2008,1.0782,110.1960
28,211,2.414213562373095,2.2361,1.0797,2.4142
31,231,10.071067811865476,9.4340,1.0675,10.0711
263,272,164.63961030678922,152.1217,1.0823,164.6396
48,154,16.071067811865476,14.8661,1.0811,16.0711
156,151,72.8406204335659,43.4166,1.6777,72.8406
132,91,397.87214972614316,369.4239,1.0770,397.8721
132,134,174.15432893255075,154.9355,1.1240,174.1543
58,89,49.18376618407355,46.2277,1.0639,49.1838
59,105,116.01219330881972,104.5801,1.1093,116.0122
230,54,19.899494936611667,17.0294,1.1685,19.8995
68,235,109.01219330881969,95.7079,1.1390,109.0122
69,179,122.32590180780443,113.2166,1.0805,122.3259
71,108,73.66904755831209,65.9469,1.1171,73.6690
218,36,41.52691193458118,39.2046,1.0592,41.5269
73,109,61.769552621700456,55.0364,1.1223,61.7696
74,212,5.414213562373095,5.0990,1.0618,5.4142
239,107,131.4680374315354,110.8197,1.1863,131.4680
239,235,93.28427124746189,85.0941,1.0962,93.2843
231,82,267.6639969244294,232.1422,1.1530,267.6640
75,127,94.14213562373092,90.0888,1.0450,94.1421
222,224,20.55634918610405,19.4165,1.0587,20.5563
84,146,56.87005768508877,52.5547,1.0821,56.8701
86,64,82.28427124746187,74.5252,1.1041,82.2843
92,175,2.414213562373095,2.2361,1.0797,2.4142
139,106,58.79898987322333,54.8179,1.0726,58.7990
225,121,309.5807358037439,269.6145,1.1482,309.5807
97,38,146.36753236814718,122.0656,1.1991,146.3675
113,87,176.1959594928934,161.6447,1.0900,176.1960
153,154,13.071067811865476,11.4018,1.1464,13.0711
207,223,133.4680374315354,112.8051,1.1832,133.4680
1,154,67.28427124746189,61.6847,1.0908,67.2843
2,249,64.38477631085021,60.4152,1.0657,64.3848
133,43,57.769552621700456,53.3385,1.0831,57.7696
250,99,2.414213562373095,2.2361,1.0797,2.4142
22,219,111.05382386916226,101.5972,1.0931,111.0538
198,196,26.62741699796953,25.4951,1.0444,26.6274
26,128,150.76955262170048,141.7180,1.0639,150.7696
238,234,5.242640687119285,5.0000,1.0485,5.2426
46,275,214.91168824543144,199.4492,1.0775,214.9117
51,90,80.45584412271569,73.9797,1.0875,80.4558
258,72,138.69848480983498,130.8625,1.0599,138.6985
266,267,23.142135623730955,21.4709,1.0778,23.1421
199,101,1.4142135623730951,1.4142,1.0000,1.4142
77,130,35.071067811865476,33.3766,1.0508,35.0711
163,160,31.72792206135786,28.8617,1.0993,31.7279
