u,v,path_length,euclidean,tortuosity,weight
0,115,13.485281374238573,12.5300,1.0762,13.4853
7,194,355.0782104868027,326.3771,1.0879,355.0782
8,36,68.35533905932733,60.3738,1.1322,68.3553
182,181,30.142135623730955,27.8568,1.0820,30.1421
18,181,375.7939392393404,318.4415,1.1801,375.7939
20,238,17.72792206135786,16.6433,1.0652,17.7279
253,57,51.48528137423857,49.0408,1.0498,51.4853
22,78,79.98275605729684,74.6324,1.0717,79.9828
26,17,59.6690475583121,56.6127,1.0540,59.6690
142,134,274.5512985522209,243.2982,1.1285,274.5513
25,120,117.50966799187795,110.6029,1.0624,117.5097
30,27,37.82842712474619,37.0000,1.0224,37.8284
39,246,183.23759005323606,169.0562,1.0839,183.2376
191,80,82.49747468305827,76.0592,1.0846,82.4975
169,52,45.14213562373095,41.0000,1.1010,45.1421
53,68,50.284271247461895,45.6946,1.1004,50.2843
54,85,44.65685424949237,42.1070,1.0606,44.6569
132,46,79.52691193458116,73.0821,1.0882,79.5269
212,105,81.31370849898475,78.4092,1.0370,81.3137
60,203,227.59292911256375,207.6849,1.0959,227.5929
241,242,16.55634918610405,16.2788,1.0170,16.5563
122,126,104.78174593052013,97.4526,1.0752,104.7817
70,231,297.23253941935343,269.4086,1.1033,297.2325
119,123,181.19595949289345,165.2755,1.0963,181.1960
88,146,10.899494936611667,10.6301,1.0253,10.8995
185,95,26.970562748477146,24.4131,1.1048,26.9706
195,187,44.89949493661166,42.5793,1.0545,44.8995
97,125,144.08326112068525,134.3726,1.0723,144.0833
181,150,274.279220613579,235.7477,1.1634,274.2792
214,106,27.970562748477146,25.5539,1.0946,27.9706
201,5,67.76955262170046,61.2944,1.1056,67.7696
239,240,37.38477631085023,34.0147,1.0991,37.3848
116,94,36.970562748477136,34.1760,1.0818,36.9706
116,114,94.35533905932732,86.3308,1.0930,94.3553
110,216,7.242640687119285,6.0828,1.1907,7.2426
209,111,120.71067811865467,105.2616,1.1468,120.7107
257,31,68.84062043356592,62.2656,1.1056,68.8406
10,44,94.8406204335659,80.6040,1.1766,94.8406
12,51,44.11269837220808,38.0132,1.1605,44.1127
133,19,93.52691193458115,85.3756,1.0955,93.5269
202,203,17.242640687119284,16.2788,1.0592,17.2426
123,42,13.899494936611667,13.0384,1.0660,13.8995
237,238,63.24264068711929,62.0081,1.0199,63.2426
154,140,112.84062043356589,104.6948,1.0778,112.8406
114,99,13.656854249492381,12.6491,1.0797,13.6569
45,113,79.6274169979695,73.9797,1.0763,79.6274
58,177,465.9949493661172,437.4757,1.0652,465.9949
231,103,130.25483399593898,119.9208,1.0862,130.2548
228,238,163.4091629284898,145.8664,1.1203,163.4092
193,188,25.72792206135786,22.0227,1.1682,25.7279
