u,v,path_length,euclidean,tortuosity,weight
233,96,476.75945135393476,410.8187,1.1605,476.7595
1,8,137.23759005323586,126.5069,1.0848,137.2376
204,102,284.3380951166244,257.8158,1.1029,284.3381
197,6,39.38477631085023,36.4005,1.0820,39.3848
188,181,103.15432893255065,94.5410,1.0911,103.1543
155,72,53.94112549695426,48.6004,1.1099,53.9411
137,58,107.49747468305826,96.7678,1.1109,107.4975
182,199,217.42135623730977,199.3239,1.0908,217.4214
12,260,59.426406871192825,55.2178,1.0762,59.4264
14,255,103.91168824543136,94.4299,1.1004,103.9117
15,98,32.72792206135786,30.3645,1.0778,32.7279
17,211,50.142135623730944,47.0744,1.0652,50.1421
268,270,55.59797974644664,51.6140,1.0772,55.5980
20,65,30.384776310850242,27.3130,1.1125,30.3848
29,167,132.05382386916233,113.6354,1.1621,132.0538
189,186,16.142135623730955,15.6205,1.0334,16.1421
31,168,64.6274169979695,57.2189,1.1295,64.6274
32,118,79.28427124746189,68.1542,1.1633,79.2843
34,82,62.76955262170044,55.1725,1.1377,62.7696
36,87,64.97056274847712,60.5310,1.0733,64.9706
199,201,34.55634918610404,31.9531,1.0815,34.5563
157,121,248.93607486307138,216.0046,1.1525,248.9361
261,120,31.798989873223338,27.4591,1.1581,31.7990
261,104,36.14213562373095,32.3110,1.1186,36.1421
261,265,56.627416997969505,52.4976,1.0787,56.6274
39,99,41.69848480983499,38.6005,1.0803,41.6985
165,126,92.32590180780446,84.1190,1.0976,92.3259
42,216,131.2670273047587,121.5936,1.0796,131.2670
43,181,1.4142135623730951,1.4142,1.0000,1.4142
47,140,139.22539674441617,123.2274,1.1298,139.2254
48,169,9.65685424949238,8.6023,1.1226,9.6569
49,246,184.33809511662437,162.4592,1.1347,184.3381
50,93,89.84062043356589,76.6551,1.1720,89.8406
52,225,40.071067811865476,38.0132,1.0541,40.0711
53,149,215.65180361560934,194.2395,1.1102,215.6518
180,134,110.36753236814704,101.4002,1.0884,110.3675
55,114,66.6690475583121,62.1289,1.0731,66.6690
191,187,33.45584412271572,31.2410,1.0709,33.4558
59,250,212.59797974644675,201.0895,1.0572,212.5980
237,63,133.32590180780446,123.0163,1.0838,133.3259
64,275,82.254833995939,71.7008,1.1472,82.2548
160,75,40.79898987322333,36.2353,1.1259,40.7990
67,68,19.65685424949238,18.1108,1.0854,19.6569
74,81,23.485281374238575,21.3776,1.0986,23.4853
210,92,17.071067811865476,15.8114,1.0797,17.0711
186,179,87.49747468305827,73.6614,1.1878,87.4975
186,190,22.48528137423857,20.3961,1.1024,22.4853
173,94,9.82842712474619,9.2195,1.0660,9.8284
86,132,49.627416997969505,42.1545,1.1773,49.6274
88,207,57.384776310850214,52.7731,1.0874,57.3848
192,207,393.29141392239944,333.6720,1.1787,393.2914
89,203,36.14213562373095,31.6228,1.1429,36.1421
90,122,79.32590180780446,70.0357,1.1326,79.3259
181,103,198.52186130069808,178.5077,1.1121,198.5219
107,215,47.970562748477136,44.1475,1.0866,47.9706
112,117,65.11269837220806,59.0931,1.1019,65.1127
119,131,84.97056274847712,80.8950,1.0504,84.9706
273,264,131.14213562373095,127.0157,1.0325,131.1421
