u,v,path_length,euclidean,tortuosity,weight
91,77,112.63961030678918,102.5524,1.0984,112.6396
0,128,114.98275605729683,102.4744,1.1221,114.9828
95,92,95.55634918610401,91.1373,1.0485,95.5563
98,103,98.49747468305829,90.4710,1.0887,98.4975
13,107,1.4142135623730951,1.4142,1.0000,1.4142
159,157,10.828427124746192,10.1980,1.0618,10.8284
133,59,88.56854249492373,81.6333,1.0850,88.5685
101,102,114.32590180780444,105.1095,1.0877,114.3259
17,185,7.242640687119285,6.7082,1.0797,7.2426
18,168,228.8944443027287,204.2988,1.1204,228.8944
90,23,124.88225099390849,105.7213,1.1812,124.8823
26,134,57.76955262170046,52.3546,1.1034,57.7696
28,100,431.9137802864858,391.5227,1.1032,431.9138
175,173,4.82842712474619,4.4721,1.0797,4.8284
175,178,26.041630560342625,25.4951,1.0214,26.0416
165,62,122.19595949289322,113.3711,1.0778,122.1960
206,53,44.31370849898475,41.1947,1.0757,44.3137
206,14,8.071067811865476,7.8102,1.0334,8.0711
106,110,43.31370849898476,40.7922,1.0618,43.3137
40,72,81.05382386916231,76.4199,1.0606,81.0538
42,75,63.84062043356592,58.8218,1.0853,63.8406
43,78,61.76955262170044,54.4885,1.1336,61.7696
45,110,93.91168824543135,86.0058,1.0919,93.9117
46,121,48.627416997969505,44.3847,1.0956,48.6274
184,49,110.15432893255064,101.2373,1.0881,110.1543
57,79,316.8944443027289,278.9480,1.1360,316.8944
105,113,286.72287142747507,254.4425,1.1269,286.7229
61,140,42.656854249492376,41.0000,1.0404,42.6569
104,87,213.53910524340125,194.0309,1.1005,213.5391
94,80,232.88225099390866,214.2545,1.0869,232.8823
68,153,263.22539674441634,245.7336,1.0712,263.2254
182,88,125.88225099390846,115.3950,1.0909,125.8823
74,205,228.5512985522208,197.2663,1.1586,228.5513
134,146,195.76450198781725,173.9080,1.1257,195.7645
108,111,14.142135623730955,14.1421,1.0000,14.1421
81,86,56.21320343559641,52.2015,1.0768,56.2132
113,10,112.3969696196699,90.9560,1.2357,112.3970
83,2,48.526911934581165,44.9444,1.0797,48.5269
157,160,19.970562748477146,19.2094,1.0396,19.9706
179,11,391.605122421384,344.6505,1.1362,391.6051
20,54,70.62741699796952,64.5600,1.0940,70.6274
21,82,142.63961030678928,120.3536,1.1852,142.6396
22,107,4.414213562373095,4.1231,1.0706,4.4142
183,84,204.92388155425135,177.4965,1.1545,204.9239
