id,y,x,type
0,668.0,1267.0,endpoint
1,425.0,1216.0,endpoint
2,551.0,35.0,endpoint
3,640.0,1140.0,endpoint
4,367.0,335.0,endpoint
5,593.0,702.0,endpoint
6,889.0,23.0,endpoint
7,15.0,679.0,endpoint
8,1029.0,701.0,endpoint
9,29.0,562.0,endpoint
10,590.0,165.0,endpoint
11,1471.0,762.0,endpoint
12,742.0,1266.0,endpoint
13,862.0,636.0,endpoint
14,913.0,147.0,endpoint
15,865.0,1275.0,endpoint
16,758.0,7.0,endpoint
17,490.0,1431.0,endpoint
18,854.0,14.0,endpoint
19,347.0,695.0,endpoint
20,1072.0,813.0,endpoint
21,910.0,1019.0,endpoint
22,1012.0,984.0,endpoint
23,624.0,1006.0,endpoint
24,1027.0,991.0,endpoint
25,1073.0,924.0,endpoint
26,438.0,651.0,endpoint
27,417.0,329.0,endpoint
28,1363.0,326.0,endpoint
29,484.0,675.0,endpoint
30,1002.0,610.0,endpoint
31,192.0,256.0,endpoint
32,284.0,1324.0,endpoint
33,1221.0,1309.0,endpoint
34,1078.0,86.0,endpoint
35,774.0,1096.0,endpoint
36,711.0,283.0,endpoint
37,662.0,1440.0,endpoint
38,563.0,1178.0,endpoint
39,1164.0,1287.0,endpoint
40,507.0,1026.0,endpoint
41,650.0,547.0,endpoint
42,1422.0,444.0,endpoint
43,616.0,1372.0,endpoint
44,833.0,1184.0,endpoint
45,1324.0,1196.0,endpoint
46,382.0,103.0,endpoint
47,753.0,986.0,endpoint
48,1321.0,1059.0,endpoint
49,1184.0,709.0,endpoint
50,1316.0,572.0,endpoint
51,73.0,1062.0,endpoint
52,633.0,725.0,endpoint
53,739.0,862.0,endpoint
54,18.0,891.0,endpoint
55,440.0,1093.0,endpoint
56,760.0,784.0,endpoint
57,540.0,405.0,endpoint
58,973.0,1065.0,endpoint
59,569.0,340.0,endpoint
60,696.0,982.0,endpoint
61,1419.0,1014.0,endpoint
62,766.0,918.0,endpoint
63,432.0,1329.0,endpoint
64,335.0,130.0,endpoint
65,634.0,1208.0,endpoint
66,1150.0,126.0,endpoint
67,970.0,833.0,endpoint
68,639.0,1088.0,endpoint
69,985.0,1441.0,endpoint
70,1249.0,660.0,endpoint
71,713.0,1165.0,endpoint
72,1463.0,528.0,endpoint
73,356.0,463.0,endpoint
74,644.0,793.0,endpoint
75,731.0,752.0,endpoint
76,1468.0,865.0,endpoint
77,1199.0,716.0,endpoint
78,614.0,944.0,endpoint
79,316.0,704.0,endpoint
80,299.0,633.0,endpoint
81,669.0,1035.0,endpoint
82,1331.0,798.0,endpoint
83,598.0,892.0,endpoint
84,251.0,193.0,endpoint
85,81.0,419.0,endpoint
86,1169.0,690.0,endpoint
87,990.0,50.0,endpoint
88,420.0,86.0,endpoint
89,721.0,1365.0,endpoint
90,1067.0,1410.0,endpoint
91,897.0,1417.0,endpoint
92,533.0,774.0,endpoint
93,525.0,825.0,endpoint
94,733.0,1314.0,endpoint
95,89.0,1023.0,junction
96,112.0,568.0,junction
97,112.0,572.0,junction
98,149.0,714.0,junction
99,162.0,795.0,junction
100,166.0,770.0,junction
101,210.0,446.0,junction
102,242.0,526.0,junction
103,263.0,649.0,junction
104,289.0,565.0,junction
105,297.0,441.0,junction
106,300.0,1184.0,junction
107,300.0,1193.0,junction
108,302.0,1121.0,junction
109,308.0,440.0,junction
110,307.0,805.0,junction
111,335.0,481.0,junction
112,337.0,449.0,junction
113,343.0,449.0,junction
114,365.0,931.0,junction
115,376.0,1242.0,junction
116,400.0,403.0,junction
117,409.0,119.0,junction
118,413.0,1014.0,junction
119,435.0,286.0,junction
120,442.0,359.0,junction
121,445.0,286.0,junction
122,455.0,965.0,junction
123,462.0,975.0,junction
124,467.0,924.0,junction
125,470.0,265.0,junction
126,476.0,850.0,junction
127,476.0,853.0,junction
128,482.0,1027.0,junction
129,484.0,820.0,junction
130,486.0,1057.0,junction
131,488.0,675.0,junction
132,499.0,297.0,junction
133,499.0,1063.0,junction
134,502.0,290.0,junction
135,506.0,290.0,junction
136,511.0,310.0,junction
137,516.0,317.0,junction
138,519.0,728.0,junction
139,519.0,715.0,junction
140,521.0,250.0,junction
141,535.0,314.0,junction
142,537.0,294.0,junction
143,541.0,272.0,junction
144,543.0,293.0,junction
145,564.0,327.0,junction
146,582.0,298.0,junction
147,582.0,310.0,junction
148,624.0,317.0,junction
149,625.0,324.0,junction
150,633.0,1223.0,junction
151,652.0,298.0,junction
152,654.0,651.0,junction
153,655.0,546.0,junction
154,658.0,333.0,junction
155,663.0,703.0,junction
156,663.0,707.0,junction
157,664.0,212.0,junction
158,673.0,606.0,junction
159,674.0,356.0,junction
160,683.0,202.0,junction
161,699.0,301.0,junction
162,703.0,669.0,junction
163,702.0,1021.0,junction
164,704.0,655.0,junction
165,705.0,1247.0,junction
166,710.0,300.0,junction
167,732.0,123.0,junction
168,742.0,1041.0,junction
169,755.0,303.0,junction
170,770.0,654.0,junction
171,772.0,1390.0,junction
172,792.0,1384.0,junction
173,795.0,297.0,junction
174,826.0,742.0,junction
175,827.0,1085.0,junction
176,833.0,1021.0,junction
177,834.0,744.0,junction
178,839.0,1079.0,junction
179,854.0,40.0,junction
180,854.0,27.0,junction
181,856.0,947.0,junction
182,863.0,67.0,junction
183,864.0,926.0,junction
184,890.0,907.0,junction
185,896.0,857.0,junction
186,896.0,852.0,junction
187,896.0,891.0,junction
188,907.0,895.0,junction
189,907.0,899.0,junction
190,910.0,553.0,junction
191,913.0,304.0,junction
192,916.0,1398.0,junction
193,922.0,1397.0,junction
194,925.0,960.0,junction
195,930.0,231.0,junction
196,933.0,751.0,junction
197,937.0,811.0,junction
198,942.0,222.0,junction
199,949.0,181.0,junction
200,949.0,833.0,junction
201,965.0,681.0,junction
202,978.0,1099.0,junction
203,985.0,1278.0,junction
204,991.0,1402.0,junction
205,1008.0,590.0,junction
206,1012.0,988.0,junction
207,1015.0,1120.0,junction
208,1030.0,219.0,junction
209,1059.0,1343.0,junction
210,1111.0,1253.0,junction
211,1114.0,1224.0,junction
212,1116.0,1215.0,junction
213,1130.0,1127.0,junction
214,1138.0,691.0,junction
215,1144.0,774.0,junction
216,1148.0,374.0,junction
217,1170.0,688.0,junction
218,1174.0,515.0,junction
219,1183.0,711.0,junction
220,1195.0,710.0,junction
221,1197.0,806.0,junction
222,1197.0,793.0,junction
223,1201.0,821.0,junction
224,1208.0,830.0,junction
225,1212.0,362.0,junction
226,1213.0,1011.0,junction
227,1227.0,1203.0,junction
228,1243.0,684.0,junction
229,1257.0,362.0,junction
230,1267.0,916.0,junction
231,1270.0,803.0,junction
232,1297.0,1151.0,junction
233,1297.0,1133.0,junction
234,1313.0,903.0,junction
235,1318.0,1060.0,junction
236,1325.0,520.0,junction
