u,v,path_length,euclidean,tortuosity,weight
0,200,138.29646455628165,124.7758,1.1084,138.2965
4,11,23.0,23.0000,1.0000,23.0000
228,224,61.66904755831211,57.4891,1.0727,61.6690
270,80,76.69848480983498,68.0661,1.1268,76.6985
186,6,77.76955262170043,70.0071,1.1109,77.7696
190,84,71.48528137423857,68.0074,1.0511,71.4853
247,248,24.384776310850242,22.6716,1.0756,24.3848
8,24,41.24264068711929,39.2046,1.0520,41.2426
227,236,105.95331880577395,96.8969,1.0935,105.9533
284,290,56.0416305603426,51.8652,1.0805,56.0416
12,25,40.55634918610404,36.6742,1.1059,40.5563
13,19,61.041630560342604,56.6127,1.0782,61.0416
197,208,162.2253967444163,148.6271,1.0915,162.2254
266,137,44.69848480983499,40.8044,1.0954,44.6985
14,45,44.65685424949238,43.1856,1.0341,44.6569
15,262,51.941125496954264,47.7074,1.0887,51.9411
16,237,116.66904755831207,105.1095,1.1100,116.6690
17,129,33.97056274847714,30.0832,1.1292,33.9706
146,147,68.91168824543138,63.6553,1.0826,68.9117
265,263,64.31370849898475,61.0000,1.0543,64.3137
265,264,7.414213562373095,7.0711,1.0485,7.4142
265,134,225.26702730475904,209.0957,1.0773,225.2670
244,245,9.071067811865476,8.6023,1.0545,9.0711
292,98,41.071067811865476,39.3192,1.0446,41.0711
26,184,27.213203435596434,25.4951,1.0674,27.2132
28,166,51.21320343559643,46.8402,1.0934,51.2132
216,52,46.38477631085023,43.0116,1.0784,46.3848
31,211,256.49747468305856,241.0996,1.0639,256.4975
32,75,78.18376618407353,72.2357,1.0823,78.1838
34,150,15.142135623730955,14.8661,1.0186,15.1421
151,131,14.485281374238571,13.4164,1.0797,14.4853
36,39,114.85281374238559,105.1190,1.0926,114.8528
38,295,62.28427124746188,57.0088,1.0925,62.2843
201,207,39.62741699796951,35.5106,1.1159,39.6274
298,117,51.556349186104036,48.2701,1.0681,51.5563
40,124,83.32590180780447,76.6616,1.0869,83.3259
160,164,29.55634918610405,27.3130,1.0821,29.5563
165,115,78.55634918610403,74.0068,1.0615,78.5563
232,89,23.970562748477146,22.0227,1.0884,23.9706
179,166,114.15432893255064,105.4751,1.0823,114.1543
149,139,215.86500705120562,174.5910,1.2364,215.8650
47,173,29.798989873223338,26.9072,1.1075,29.7990
48,136,51.18376618407355,47.8017,1.0708,51.1838
51,95,23.384776310850242,21.0950,1.1085,23.3848
280,288,92.63961030678922,85.9826,1.0774,92.6396
281,73,288.27922061357924,248.4854,1.1601,288.2792
54,70,148.1543289325507,133.9589,1.1060,148.1543
57,67,32.48528137423857,30.5941,1.0618,32.4853
58,97,225.23759005323646,189.7630,1.1869,225.2376
172,166,17.142135623730955,16.2788,1.0530,17.1421
62,218,363.85281374238633,321.3114,1.1324,363.8528
66,90,44.11269837220808,40.3113,1.0943,44.1127
162,170,20.142135623730955,18.8680,1.0675,20.1421
69,194,39.727922061357845,36.0139,1.1031,39.7279
72,74,122.28427124746186,114.2804,1.0700,122.2843
215,175,358.0904037956227,324.9185,1.1021,358.0904
76,233,91.04163056034258,83.3847,1.0918,91.0416
77,275,26.89949493661167,23.7697,1.1317,26.8995
81,143,38.071067811865476,36.1248,1.0539,38.0711
185,100,116.32590180780443,99.4082,1.1702,116.3259
275,278,210.37972567696704,189.1692,1.1121,210.3797
238,240,13.899494936611667,12.7279,1.0920,13.8995
257,112,129.3969696196699,115.7411,1.1180,129.3970
109,222,9.828427124746192,9.0000,1.0920,9.8284
168,121,42.72792206135785,39.1152,1.0924,42.7279
120,144,69.79898987322332,64.0312,1.0901,69.7990
122,133,16.82842712474619,16.0000,1.0518,16.8284
