u,v,path_length,euclidean,tortuosity,weight
3,155,38.62741699796952,34.9857,1.1041,38.6274
148,2,1.4142135623730951,1.4142,1.0000,1.4142
148,71,6.82842712474619,6.3246,1.0797,6.8284
198,204,98.45584412271569,91.0220,1.0817,98.4558
13,209,48.79898987322332,44.6430,1.0931,48.7990
262,64,8.485281374238571,8.4853,1.0000,8.4853
162,159,30.213203435596434,27.5862,1.0952,30.2132
258,256,108.74011537017753,100.4639,1.0824,108.7401
258,25,57.6274169979695,51.6236,1.1163,57.6274
17,69,83.63961030678921,78.4092,1.0667,83.6396
20,122,314.9482681718913,288.2586,1.0926,314.9483
190,180,80.63961030678922,75.6637,1.0658,80.6396
26,72,18.48528137423857,17.0880,1.0818,18.4853
249,95,204.3675323681474,175.8465,1.1622,204.3675
32,160,104.69848480983494,96.3172,1.0870,104.6985
129,43,39.8700576850888,36.6197,1.0888,39.8701
39,201,38.04163056034261,32.6497,1.1651,38.0416
40,137,99.2132034355964,92.2280,1.0757,99.2132
184,183,64.89949493661166,62.0081,1.0466,64.8995
154,167,185.65180361560917,164.0274,1.1318,185.6518
173,176,3.414213562373095,3.1623,1.0797,3.4142
173,44,95.15432893255067,84.4038,1.1274,95.1543
245,242,34.627416997969526,32.2490,1.0738,34.6274
172,77,97.32590180780444,83.3847,1.1672,97.3259
62,210,419.0782104868024,376.7147,1.1125,419.0782
67,202,119.35533905932733,111.0045,1.0752,119.3553
186,174,122.29646455628155,111.4136,1.0977,122.2965
186,54,215.96551211459413,190.8298,1.1317,215.9655
73,231,111.88225099390847,102.8591,1.0877,111.8823
74,158,177.61017305526647,158.3446,1.1217,177.6102
177,159,112.35533905932732,101.8676,1.1030,112.3553
177,178,12.899494936611667,12.0416,1.0712,12.8995
86,203,39.89949493661166,37.6563,1.0596,39.8995
234,47,39.72792206135785,36.1248,1.0997,39.7279
91,250,100.69848480983497,91.1976,1.1042,100.6985
99,61,74.59797974644663,67.9779,1.0974,74.5980
103,27,185.45079348883252,167.5858,1.1066,185.4508
204,212,114.29646455628155,95.4620,1.1973,114.2965
151,85,37.698484809834994,35.3836,1.0654,37.6985
151,46,7.656854249492381,6.3246,1.2107,7.6569
120,125,227.852813742386,211.6814,1.0764,227.8528
228,220,66.52691193458116,60.1664,1.1057,66.5269
11,52,266.3380951166247,246.0183,1.0826,266.3381
134,131,281.05382386916244,264.1969,1.0638,281.0538
134,63,118.52691193458115,109.3709,1.0837,118.5269
187,48,92.66904755831206,83.4865,1.1100,92.6690
153,84,46.2842712474619,42.9418,1.0778,46.2843
30,126,191.99494936611697,171.4322,1.1199,191.9949
178,97,55.14213562373095,51.6236,1.0682,55.1421
34,202,2.414213562373095,2.2361,1.0797,2.4142
45,93,79.32590180780446,73.2462,1.0830,79.3259
126,56,171.63961030678928,157.4103,1.0904,171.6396
50,82,80.32590180780447,72.2496,1.1118,80.3259
161,158,18.899494936611667,17.4642,1.0822,18.8995
112,239,321.49242404917555,250.5694,1.2830,321.4924
