u,v,path_length,euclidean,tortuosity,weight
0,105,94.53910524340085,88.7299,1.0655,94.5391
1,103,42.11269837220809,39.4081,1.0686,42.1127
123,47,28.65685424949238,27.0000,1.0614,28.6569
10,9,214.62236636408642,197.6689,1.0858,214.6224
16,80,91.32590180780444,84.0773,1.0862,91.3259
116,79,14.313708498984763,13.6015,1.0524,14.3137
116,124,193.72287142747473,177.1327,1.0937,193.7229
23,122,387.10259710444274,342.8032,1.1292,387.1026
139,147,121.88225099390847,106.0754,1.1490,121.8823
174,163,195.4091629284901,174.1522,1.1221,195.4092
147,68,35.72792206135786,33.2415,1.0748,35.7279
112,109,25.384776310850242,23.6008,1.0756,25.3848
171,179,197.99494936611669,171.2338,1.1563,197.9949
37,3,76.62741699796949,70.7107,1.0837,76.6274
175,52,305.8650070512059,270.6806,1.1300,305.8650
161,40,57.87005768508878,52.2015,1.1086,57.8701
146,2,8.485281374238571,8.4853,1.0000,8.4853
94,21,13.313708498984763,12.7279,1.0460,13.3137
46,77,41.798989873223334,38.0789,1.0977,41.7990
192,51,49.627416997969505,44.7772,1.1083,49.6274
49,22,138.2842712474619,130.7517,1.0576,138.2843
50,38,27.62741699796953,26.4008,1.0465,27.6274
54,71,51.69848480983498,47.8539,1.0803,51.6985
135,132,38.89949493661167,36.6742,1.0607,38.8995
76,90,28.48528137423857,26.6833,1.0675,28.4853
86,43,24.72792206135786,22.8473,1.0823,24.7279
165,56,309.92388155425164,286.2481,1.0827,309.9239
183,176,91.2132034355964,85.1469,1.0712,91.2132
136,89,86.04163056034258,79.0569,1.0884,86.0416
6,98,141.43860018001257,130.1768,1.0865,141.4386
13,103,11.656854249492381,10.7703,1.0823,11.6569
119,129,115.32590180780444,106.6255,1.0816,115.3259
19,65,115.12489168102775,105.1903,1.0944,115.1249
33,172,41.55634918610404,38.6005,1.0766,41.5563
44,128,2.414213562373095,2.2361,1.0797,2.4142
164,63,42.142135623730944,37.3363,1.1287,42.1421
