id,y,x,type
0,132.0,335.0,endpoint
1,1020.0,730.0,endpoint
2,259.0,766.0,endpoint
3,1020.0,669.0,endpoint
4,764.0,1076.0,endpoint
5,447.0,1430.0,endpoint
6,695.0,625.0,endpoint
7,349.0,769.0,endpoint
8,713.0,1488.0,endpoint
9,580.0,83.0,endpoint
10,933.0,646.0,endpoint
11,1198.0,160.0,endpoint
12,1481.0,646.0,endpoint
13,372.0,112.0,endpoint
14,525.0,211.0,endpoint
15,709.0,517.0,endpoint
16,537.0,420.0,endpoint
17,833.0,760.0,endpoint
18,607.0,774.0,endpoint
19,253.0,792.0,endpoint
20,744.0,1188.0,endpoint
21,938.0,239.0,endpoint
22,957.0,496.0,endpoint
23,733.0,242.0,endpoint
24,964.0,810.0,endpoint
25,361.0,1380.0,endpoint
26,1293.0,247.0,endpoint
27,1240.0,1275.0,endpoint
28,200.0,1237.0,endpoint
29,737.0,1240.0,endpoint
30,1422.0,1047.0,endpoint
31,183.0,269.0,endpoint
32,169.0,941.0,endpoint
33,49.0,1004.0,endpoint
34,665.0,1477.0,endpoint
35,454.0,1434.0,endpoint
36,715.0,422.0,endpoint
37,831.0,1482.0,endpoint
38,27.0,680.0,endpoint
39,716.0,1415.0,endpoint
40,795.0,177.0,endpoint
41,1108.0,350.0,endpoint
42,939.0,32.0,endpoint
43,910.0,408.0,endpoint
44,161.0,1202.0,endpoint
45,641.0,491.0,endpoint
46,959.0,587.0,endpoint
47,583.0,388.0,endpoint
48,1020.0,1085.0,endpoint
49,482.0,723.0,endpoint
50,662.0,199.0,endpoint
51,766.0,845.0,endpoint
52,150.0,1159.0,endpoint
53,727.0,335.0,endpoint
54,789.0,487.0,endpoint
55,961.0,1463.0,endpoint
56,616.0,1474.0,endpoint
57,745.0,1484.0,endpoint
58,926.0,68.0,endpoint
59,985.0,627.0,endpoint
60,971.0,1454.0,endpoint
61,928.0,129.0,endpoint
62,1067.0,162.0,endpoint
63,747.0,1112.0,endpoint
64,1066.0,1414.0,endpoint
65,64.0,466.0,endpoint
66,686.0,803.0,endpoint
67,1163.0,1362.0,endpoint
68,1013.0,435.0,endpoint
69,42.0,515.0,endpoint
70,73.0,549.0,junction
71,143.0,565.0,junction
72,146.0,502.0,junction
73,152.0,577.0,junction
74,189.0,1079.0,junction
75,199.0,430.0,junction
76,200.0,413.0,junction
77,210.0,1207.0,junction
78,219.0,400.0,junction
79,291.0,1053.0,junction
80,303.0,584.0,junction
81,323.0,393.0,junction
82,329.0,1051.0,junction
83,330.0,386.0,junction
84,347.0,601.0,junction
85,357.0,768.0,junction
86,367.0,244.0,junction
87,370.0,561.0,junction
88,375.0,925.0,junction
89,377.0,1095.0,junction
90,379.0,137.0,junction
91,382.0,838.0,junction
92,395.0,887.0,junction
93,405.0,1094.0,junction
94,449.0,385.0,junction
95,455.0,1428.0,junction
96,464.0,954.0,junction
97,481.0,1136.0,junction
98,499.0,221.0,junction
99,499.0,419.0,junction
100,508.0,509.0,junction
101,523.0,216.0,junction
102,540.0,463.0,junction
103,540.0,469.0,junction
104,552.0,448.0,junction
105,552.0,452.0,junction
106,580.0,1161.0,junction
107,613.0,455.0,junction
108,617.0,1168.0,junction
109,661.0,201.0,junction
110,702.0,1326.0,junction
111,714.0,424.0,junction
112,725.0,1122.0,junction
113,734.0,1121.0,junction
114,738.0,1236.0,junction
115,742.0,1454.0,junction
116,744.0,1322.0,junction
117,747.0,1224.0,junction
118,783.0,1306.0,junction
119,788.0,1212.0,junction
120,796.0,1335.0,junction
121,821.0,1215.0,junction
122,821.0,1232.0,junction
123,829.0,1211.0,junction
124,844.0,1262.0,junction
125,924.0,1199.0,junction
126,933.0,69.0,junction
127,937.0,130.0,junction
128,938.0,237.0,junction
129,948.0,1217.0,junction
130,948.0,1227.0,junction
131,958.0,273.0,junction
132,963.0,1455.0,junction
133,989.0,819.0,junction
134,1010.0,1066.0,junction
135,1013.0,1231.0,junction
136,1016.0,1047.0,junction
137,1027.0,1215.0,junction
138,1029.0,709.0,junction
139,1046.0,1366.0,junction
140,1087.0,177.0,junction
141,1125.0,1358.0,junction
142,1126.0,725.0,junction
143,1160.0,171.0,junction
144,1224.0,968.0,junction
145,1224.0,987.0,junction
146,1241.0,1007.0,junction
147,1289.0,864.0,junction
148,1322.0,983.0,junction
149,1368.0,780.0,junction
150,1422.0,798.0,junction
