u,v,path_length,euclidean,tortuosity,weight
256,3,233.1248916810281,211.2368,1.1036,233.1249
176,180,25.72792206135786,23.7697,1.0824,25.7279
4,29,65.94112549695426,56.9386,1.1581,65.9411
152,70,74.8406204335659,68.8840,1.0865,74.8406
221,219,17.313708498984763,15.8114,1.0950,17.3137
10,123,151.9116882454314,141.6510,1.0724,151.9117
14,258,100.11269837220804,89.2693,1.1215,100.1127
15,147,75.56854249492376,69.2026,1.0920,75.5685
246,244,40.79898987322333,35.8469,1.1381,40.7990
235,116,82.94112549695423,72.7805,1.1396,82.9411
170,55,1.4142135623730951,1.4142,1.0000,1.4142
170,171,29.485281374238575,27.6586,1.0660,29.4853
159,161,137.4558441227157,131.2402,1.0474,137.4558
165,163,21.72792206135786,20.1246,1.0797,21.7279
18,148,17.313708498984763,16.1245,1.0738,17.3137
224,225,11.899494936611667,11.4018,1.0437,11.8995
163,64,3.414213562373095,3.1623,1.0797,3.4142
257,108,24.727922061357862,21.6333,1.1430,24.7279
19,282,49.28427124746189,41.8688,1.1771,49.2843
143,141,88.79898987322332,84.1724,1.0550,88.7990
143,146,42.142135623730944,37.9473,1.1105,42.1421
25,262,158.78174593052032,136.1947,1.1658,158.7817
30,75,275.6396103067895,258.2750,1.0672,275.6396
31,95,31.142135623730955,27.2947,1.1410,31.1421
33,232,47.31370849898475,44.7214,1.0580,47.3137
229,43,13.485281374238571,12.5300,1.0762,13.4853
41,88,169.43860018001277,154.9452,1.0935,169.4386
271,54,102.49747468305827,90.8240,1.1285,102.4975
44,78,112.36753236814704,96.0417,1.1700,112.3675
46,119,41.69848480983499,36.3593,1.1468,41.6985
196,79,5.242640687119286,5.0000,1.0485,5.2426
223,129,28.313708498984763,25.7099,1.1013,28.3137
225,114,7.65685424949238,7.2111,1.0618,7.6569
225,118,12.82842712474619,11.4018,1.1251,12.8284
266,267,37.97056274847714,35.1141,1.0813,37.9706
52,272,143.36753236814712,113.8464,1.2593,143.3675
151,147,146.7523086789974,135.8308,1.0804,146.7523
168,94,78.91168824543138,72.1110,1.0943,78.9117
58,243,6.82842712474619,6.3246,1.0797,6.8284
178,98,100.91168824543136,89.8888,1.1226,100.9117
230,69,17.071067811865476,15.0333,1.1356,17.0711
267,127,225.81118318204324,208.1178,1.0850,225.8112
62,166,2.414213562373095,2.2361,1.0797,2.4142
63,245,11.071067811865477,9.4868,1.1670,11.0711
138,103,120.46803743153536,106.7801,1.1282,120.4680
66,93,123.39696961966992,97.2522,1.2688,123.3970
67,107,63.15432893255066,60.8769,1.0374,63.1543
279,132,39.870057685088796,34.0147,1.1721,39.8701
72,83,128.53910524340085,117.6478,1.0926,128.5391
156,145,152.09545442950503,130.1730,1.1684,152.0955
73,205,33.041630560342625,30.4138,1.0864,33.0416
145,120,204.6518036156094,166.3971,1.2299,204.6518
81,109,18.142135623730955,16.9706,1.0690,18.1421
277,274,40.87005768508881,37.7359,1.0831,40.8701
91,99,40.38477631085024,33.0151,1.2232,40.3848
161,166,48.21320343559641,42.0119,1.1476,48.2132
166,112,57.89949493661166,55.0091,1.0525,57.8995
110,167,87.62741699796949,81.6149,1.0737,87.6274
113,254,88.8406204335659,74.0608,1.1996,88.8406
157,144,131.76955262170046,121.1982,1.0872,131.7696
122,130,18.48528137423857,17.0880,1.0818,18.4853
