u,v,path_length,euclidean,tortuosity,weight
0,257,56.45584412271568,49.7293,1.1353,56.4558
5,347,36.112698372208094,34.8281,1.0369,36.1127
6,58,34.38477631085024,31.7805,1.0819,34.3848
257,96,156.3380951166243,142.1724,1.0996,156.3381
274,263,59.94112549695427,53.8516,1.1131,59.9411
15,125,57.97056274847713,54.3415,1.0668,57.9706
17,249,27.242640687119287,26.0192,1.0470,27.2426
228,149,12.071067811865476,11.1803,1.0797,12.0711
190,111,61.89949493661166,58.5491,1.0572,61.8995
174,175,79.55634918610403,75.5381,1.0532,79.5563
224,129,121.11269837220804,112.8716,1.0730,121.1127
34,318,80.35533905932735,72.0347,1.1155,80.3553
35,36,24.970562748477146,23.3238,1.0706,24.9706
173,122,107.18376618407353,97.7190,1.0969,107.1838
60,71,69.11269837220807,63.3246,1.0914,69.1127
95,271,190.19595949289345,164.4780,1.1564,190.1960
185,69,19.07106781186548,17.2627,1.1048,19.0711
118,229,86.87005768508877,78.1025,1.1123,86.8701
285,293,26.213203435596434,24.7588,1.0587,26.2132
120,50,55.28427124746189,49.2443,1.1227,55.2843
131,187,107.49747468305824,95.5196,1.1254,107.4975
216,202,116.98275605729683,105.5509,1.1083,116.9828
8,108,221.4974746830585,206.2862,1.0737,221.4975
9,72,69.59797974644664,62.4340,1.1147,69.5980
11,236,105.52691193458116,96.1301,1.0978,105.5269
33,82,146.36753236814715,131.9470,1.1093,146.3675
47,330,210.59797974644684,199.8324,1.0539,210.5980
151,46,28.72792206135786,26.5707,1.0812,28.7279
51,157,93.49747468305829,78.0256,1.1983,93.4975
62,241,135.09545442950488,123.9758,1.0897,135.0955
303,281,56.355339059327356,46.6154,1.2089,56.3553
246,240,42.62741699796952,39.3954,1.0820,42.6274
275,99,160.3259018078046,147.5127,1.0869,160.3259
81,225,167.02438661763955,131.9280,1.2660,167.0244
164,162,52.55634918610403,49.2443,1.0673,52.5563
164,90,3.82842712474619,3.6056,1.0618,3.8284
346,147,60.76955262170045,53.9073,1.1273,60.7696
89,338,55.55634918610403,51.2445,1.0841,55.5563
205,123,18.48528137423857,16.4924,1.1208,18.4853
340,342,46.455844122715696,42.0595,1.1045,46.4558
109,242,95.81118318204302,84.2200,1.1376,95.8112
133,252,18.384776310850242,18.3848,1.0000,18.3848
140,67,96.52691193458115,82.2922,1.1730,96.5269
142,70,25.65685424949238,24.0832,1.0653,25.6569
199,186,129.12489168102775,84.1487,1.5345,129.1249
196,193,9.485281374238571,9.2195,1.0288,9.4853
10,208,50.35533905932736,45.7930,1.0996,50.3553
13,38,15.727922061357859,14.8661,1.0580,15.7279
85,119,50.55634918610403,46.8722,1.0786,50.5563
92,56,59.94112549695426,53.8516,1.1131,59.9411
139,73,71.94112549695424,62.6259,1.1487,71.9411
3,181,172.49747468305844,153.3264,1.1250,172.4975
166,110,48.11269837220808,43.4166,1.1082,48.1127
258,256,41.284271247461895,37.8021,1.0921,41.2843
