u,v,path_length,euclidean,tortuosity,weight
3,156,138.6101730552664,121.8277,1.1378,138.6102
125,53,130.56854249492375,120.8139,1.0807,130.5685
125,30,1.4142135623730951,1.4142,1.0000,1.4142
113,61,11.242640687119286,10.0499,1.1187,11.2426
120,119,19.970562748477146,19.2094,1.0396,19.9706
20,23,157.09545442950503,137.2079,1.1449,157.0955
21,168,122.12489168102778,103.2473,1.1828,122.1249
24,112,178.46803743153555,164.2011,1.0869,178.4680
104,81,261.73506473629493,229.8108,1.1389,261.7351
32,42,58.55634918610403,54.0833,1.0827,58.5563
143,137,58.18376618407354,53.2541,1.0926,58.1838
43,33,20.55634918610405,19.2094,1.0701,20.5563
154,153,23.142135623730955,21.4709,1.0778,23.1421
51,158,26.970562748477146,25.0599,1.0762,26.9706
58,64,38.72792206135785,35.1283,1.1025,38.7279
197,198,3.82842712474619,3.6056,1.0618,3.8284
126,124,110.53910524340084,100.6032,1.0988,110.5391
177,37,141.61017305526633,125.3994,1.1293,141.6102
66,179,37.62741699796952,34.8855,1.0786,37.6274
168,96,154.19595949289334,133.6451,1.1538,154.1960
72,35,218.95331880577422,191.4419,1.1437,218.9533
144,4,201.03657992645958,180.2054,1.1156,201.0366
123,68,334.56349186104103,305.2622,1.0960,334.5635
123,124,18.07106781186548,16.7631,1.0780,18.0711
201,38,16.071067811865476,14.8661,1.0811,16.0711
152,156,274.89444430272874,251.7181,1.0921,274.8944
196,194,45.4558441227157,42.0476,1.0811,45.4558
12,15,22.48528137423857,20.2485,1.1105,22.4853
14,73,89.91168824543136,78.4920,1.1455,89.9117
140,25,1.4142135623730951,1.4142,1.0000,1.4142
140,55,186.78174593052023,161.6447,1.1555,186.7817
22,78,60.45584412271569,51.6236,1.1711,60.4558
192,91,203.13708498984798,177.7301,1.1430,203.1371
29,128,53.59797974644665,48.1664,1.1128,53.5980
31,67,13.485281374238573,12.0416,1.1199,13.4853
183,48,51.38477631085022,47.2969,1.0864,51.3848
41,84,60.183766184073534,54.6443,1.1014,60.1838
56,199,128.0538238691623,106.5692,1.2016,128.0538
184,85,134.9705627484771,130.5527,1.0338,134.9706
70,90,38.04163056034262,34.9857,1.0873,38.0416
88,95,76.25483399593901,69.1158,1.1033,76.2548
