id,y,x,type
0,416.0,527.0,endpoint
1,1457.0,533.0,endpoint
2,795.0,102.0,endpoint
3,551.0,718.0,endpoint
4,1076.0,786.0,endpoint
5,900.0,551.0,endpoint
6,851.0,30.0,endpoint
7,877.0,1062.0,endpoint
8,756.0,1135.0,endpoint
9,716.0,525.0,endpoint
10,550.0,447.0,endpoint
11,801.0,1350.0,endpoint
12,616.0,566.0,endpoint
13,289.0,235.0,endpoint
14,864.0,21.0,endpoint
15,499.0,1439.0,endpoint
16,596.0,551.0,endpoint
17,812.0,349.0,endpoint
18,646.0,1284.0,endpoint
19,537.0,1258.0,endpoint
20,808.0,34.0,endpoint
21,1128.0,271.0,endpoint
22,770.0,297.0,endpoint
23,1345.0,1041.0,endpoint
24,568.0,1157.0,endpoint
25,644.0,1167.0,endpoint
26,259.0,514.0,endpoint
27,1339.0,1073.0,endpoint
28,406.0,84.0,endpoint
29,622.0,783.0,endpoint
30,1125.0,683.0,endpoint
31,710.0,450.0,endpoint
32,921.0,267.0,endpoint
33,682.0,769.0,endpoint
34,170.0,283.0,endpoint
35,818.0,724.0,endpoint
36,910.0,505.0,endpoint
37,830.0,1134.0,endpoint
38,744.0,417.0,endpoint
39,839.0,1457.0,endpoint
40,831.0,669.0,endpoint
41,967.0,1450.0,endpoint
42,1209.0,1322.0,endpoint
43,845.0,48.0,endpoint
44,383.0,1387.0,endpoint
45,400.0,683.0,endpoint
46,1243.0,1287.0,endpoint
47,1330.0,1056.0,endpoint
48,485.0,727.0,endpoint
49,739.0,97.0,endpoint
50,1087.0,923.0,endpoint
51,197.0,579.0,endpoint
52,216.0,1041.0,endpoint
53,680.0,1313.0,endpoint
54,443.0,940.0,endpoint
55,1155.0,1222.0,endpoint
56,1465.0,920.0,endpoint
57,669.0,37.0,endpoint
58,783.0,230.0,endpoint
59,670.0,728.0,endpoint
60,1158.0,210.0,endpoint
61,821.0,470.0,endpoint
62,899.0,1472.0,endpoint
63,188.0,926.0,endpoint
64,766.0,155.0,endpoint
65,893.0,623.0,endpoint
66,517.0,909.0,endpoint
67,677.0,1310.0,endpoint
68,210.0,1246.0,endpoint
69,349.0,443.0,endpoint
70,1304.0,977.0,endpoint
71,1047.0,537.0,endpoint
72,87.0,614.0,endpoint
73,1173.0,652.0,endpoint
74,918.0,615.0,endpoint
75,1487.0,717.0,endpoint
76,907.0,834.0,endpoint
77,1259.0,209.0,endpoint
78,863.0,19.0,endpoint
79,352.0,1362.0,endpoint
80,453.0,584.0,endpoint
81,1421.0,435.0,endpoint
82,7.0,836.0,endpoint
83,661.0,1479.0,endpoint
84,1058.0,212.0,endpoint
85,705.0,619.0,endpoint
86,506.0,446.0,endpoint
87,724.0,95.0,endpoint
88,1018.0,377.0,endpoint
89,1005.0,242.0,endpoint
90,652.0,414.0,endpoint
91,593.0,1112.0,endpoint
92,1095.0,1093.0,endpoint
93,841.0,118.0,endpoint
94,1071.0,1410.0,endpoint
95,1121.0,520.0,endpoint
96,1087.0,204.0,endpoint
97,754.0,1056.0,endpoint
98,575.0,1231.0,endpoint
99,589.0,1468.0,endpoint
100,570.0,1070.0,endpoint
101,1147.0,566.0,endpoint
102,333.0,1362.0,endpoint
103,12.0,638.0,endpoint
104,1099.0,217.0,endpoint
105,1073.0,900.0,endpoint
