u,v,unweighted_hops,weighted_cost,path_length_sum,euclidean,tortuosity
0,1,inf,inf,inf,357.8407467016578,inf
0,2,inf,inf,inf,882.5106231655232,inf
0,3,inf,inf,inf,890.0393249739025,inf
0,4,inf,inf,inf,792.578702716645,inf
0,5,inf,inf,inf,876.4958642229865,inf
0,6,inf,inf,inf,651.1965909001674,inf
0,7,inf,inf,inf,773.2948984701761,inf
0,8,inf,inf,inf,710.7685980683165,inf
0,9,inf,inf,inf,512.3280199247354,inf
0,10,inf,inf,inf,862.1844350253605,inf
0,11,inf,inf,inf,885.4450858184262,inf
0,12,inf,inf,inf,1078.8943414440544,inf
0,13,inf,inf,inf,1428.224072055922,inf
0,14,inf,inf,inf,443.6800649116433,inf
0,15,inf,inf,inf,744.6160084231335,inf
0,16,inf,inf,inf,725.6727912771706,inf
0,17,inf,inf,inf,1233.3766659054322,inf
0,18,inf,inf,inf,1374.703604418058,inf
0,19,inf,inf,inf,657.9513659838393,inf
0,20,inf,inf,inf,738.3501879189847,inf
0,21,inf,inf,inf,749.4771510860088,inf
0,22,inf,inf,inf,906.6427080167799,inf
0,23,inf,inf,inf,646.1184102004833,inf
0,24,inf,inf,inf,18.027756377319946,inf
0,25,inf,inf,inf,230.8354392202376,inf
0,26,inf,inf,inf,557.9112832700196,inf
0,27,inf,inf,inf,948.9373003523468,inf
0,28,inf,inf,inf,608.0,inf
0,29,inf,inf,inf,1275.1568530969043,inf
0,30,inf,inf,inf,1099.8545358364443,inf
0,31,inf,inf,inf,1163.321107863173,inf
0,32,inf,inf,inf,825.7420904858853,inf
0,33,inf,inf,inf,1166.3181384167872,inf
0,34,inf,inf,inf,1423.0312716170365,inf
0,35,inf,inf,inf,940.1090362293089,inf
0,36,inf,inf,inf,883.4081729302712,inf
0,37,inf,inf,inf,1395.3436852618067,inf
0,38,inf,inf,inf,1126.826073535752,inf
0,39,inf,inf,inf,1132.6663233273955,inf
0,40,inf,inf,inf,625.2591462745667,inf
0,41,inf,inf,inf,1153.530233674003,inf
0,42,inf,inf,inf,1056.6763932254755,inf
0,43,inf,inf,inf,656.4030773846205,inf
0,44,inf,inf,inf,1119.3770589037458,inf
0,45,inf,inf,inf,952.8824691429684,inf
0,46,inf,inf,inf,812.8474641653254,inf
0,47,inf,inf,inf,784.9719740220029,inf
0,48,inf,inf,inf,965.2958095837773,inf
0,49,inf,inf,inf,1233.385989866919,inf
0,50,inf,inf,inf,770.7035746640857,inf
0,51,inf,inf,inf,971.6712406982107,inf
0,52,inf,inf,inf,811.000616522577,inf
0,53,inf,inf,inf,1435.0,inf
