id,y,x,type
0,1014.0,546.0,endpoint
1,585.0,195.0,endpoint
2,1147.0,947.0,endpoint
3,592.0,545.0,endpoint
4,1118.0,1387.0,endpoint
5,842.0,265.0,endpoint
6,299.0,429.0,endpoint
7,771.0,397.0,endpoint
8,851.0,1052.0,endpoint
9,850.0,669.0,endpoint
10,44.0,511.0,endpoint
11,749.0,656.0,endpoint
12,274.0,683.0,endpoint
13,999.0,1441.0,endpoint
14,797.0,281.0,endpoint
15,182.0,1222.0,endpoint
16,81.0,425.0,endpoint
17,795.0,845.0,endpoint
18,1117.0,258.0,endpoint
19,593.0,1179.0,endpoint
20,1259.0,381.0,endpoint
21,634.0,329.0,endpoint
22,1276.0,1263.0,endpoint
23,279.0,1321.0,endpoint
24,264.0,185.0,endpoint
25,772.0,363.0,endpoint
26,881.0,581.0,endpoint
27,202.0,274.0,endpoint
28,135.0,1157.0,endpoint
29,923.0,306.0,endpoint
30,529.0,760.0,endpoint
31,74.0,1046.0,endpoint
32,173.0,942.0,endpoint
33,487.0,388.0,endpoint
34,606.0,290.0,endpoint
35,940.0,370.0,endpoint
36,1421.0,438.0,endpoint
37,801.0,120.0,endpoint
38,467.0,296.0,endpoint
39,830.0,784.0,endpoint
40,8.0,822.0,endpoint
41,565.0,672.0,endpoint
42,488.0,199.0,endpoint
43,355.0,118.0,endpoint
44,847.0,809.0,endpoint
45,1309.0,263.0,endpoint
46,766.0,164.0,endpoint
47,1003.0,1440.0,endpoint
48,821.0,207.0,endpoint
49,1235.0,188.0,endpoint
50,251.0,1293.0,endpoint
51,484.0,1162.0,endpoint
52,991.0,47.0,endpoint
53,755.0,1183.0,endpoint
54,765.0,766.0,endpoint
55,246.0,842.0,endpoint
56,682.0,286.0,endpoint
57,725.0,321.0,endpoint
58,778.0,1489.0,endpoint
59,358.0,967.0,endpoint
60,540.0,156.0,endpoint
61,176.0,737.0,endpoint
62,720.0,1200.0,endpoint
63,1484.0,736.0,endpoint
64,660.0,713.0,endpoint
65,71.0,736.0,endpoint
66,994.0,793.0,endpoint
67,1115.0,1385.0,endpoint
68,543.0,313.0,endpoint
69,487.0,1443.0,endpoint
70,896.0,534.0,endpoint
71,821.0,1096.0,endpoint
72,631.0,337.0,endpoint
73,126.0,344.0,endpoint
74,1372.0,1137.0,endpoint
75,574.0,1468.0,endpoint
76,60.0,948.0,endpoint
77,719.0,1093.0,endpoint
78,1355.0,330.0,endpoint
79,535.0,39.0,endpoint
80,457.0,1431.0,endpoint
81,951.0,200.0,endpoint
82,71.0,459.0,endpoint
83,1478.0,821.0,endpoint
84,722.0,905.0,endpoint
85,326.0,1158.0,endpoint
86,522.0,944.0,endpoint
87,658.0,1085.0,endpoint
88,815.0,92.0,endpoint
89,19.0,622.0,endpoint
90,1040.0,1425.0,endpoint
91,627.0,1006.0,endpoint
92,748.0,1134.0,endpoint
93,963.0,1449.0,endpoint
94,676.0,1102.0,endpoint
95,51.0,1004.0,endpoint
96,1436.0,616.0,endpoint
97,1301.0,992.0,endpoint
98,462.0,1432.0,endpoint
99,1490.0,733.0,endpoint
100,419.0,85.0,endpoint
101,660.0,166.0,endpoint
102,740.0,457.0,endpoint
103,826.0,15.0,endpoint
104,970.0,974.0,endpoint
105,1158.0,1281.0,endpoint
106,854.0,406.0,endpoint
107,947.0,936.0,endpoint
108,1332.0,573.0,endpoint
109,1161.0,1237.0,endpoint
110,1177.0,141.0,endpoint
111,625.0,1449.0,endpoint
112,772.0,510.0,endpoint
113,684.0,626.0,endpoint
114,748.0,1065.0,endpoint
115,1405.0,1005.0,endpoint
116,1070.0,551.0,endpoint
117,88.0,1026.0,junction
118,96.0,457.0,junction
119,105.0,461.0,junction
120,106.0,865.0,junction
121,145.0,604.0,junction
122,165.0,1038.0,junction
123,174.0,451.0,junction
124,192.0,1184.0,junction
125,194.0,1187.0,junction
126,201.0,456.0,junction
127,209.0,695.0,junction
128,238.0,288.0,junction
129,244.0,282.0,junction
130,246.0,835.0,junction
131,251.0,1059.0,junction
132,271.0,802.0,junction
133,274.0,681.0,junction
134,281.0,679.0,junction
135,281.0,704.0,junction
136,281.0,1058.0,junction
137,281.0,674.0,junction
138,283.0,685.0,junction
139,290.0,1304.0,junction
140,312.0,690.0,junction
141,319.0,781.0,junction
142,321.0,656.0,junction
143,325.0,781.0,junction
144,332.0,642.0,junction
145,332.0,1264.0,junction
146,344.0,767.0,junction
147,369.0,406.0,junction
148,373.0,331.0,junction
149,386.0,300.0,junction
150,417.0,935.0,junction
151,417.0,159.0,junction
152,417.0,163.0,junction
153,424.0,131.0,junction
154,427.0,947.0,junction
155,443.0,862.0,junction
156,462.0,1430.0,junction
157,471.0,1070.0,junction
158,477.0,953.0,junction
159,517.0,503.0,junction
160,519.0,419.0,junction
161,533.0,399.0,junction
162,542.0,609.0,junction
163,553.0,980.0,junction
164,561.0,1416.0,junction
165,563.0,499.0,junction
166,568.0,498.0,junction
167,588.0,501.0,junction
168,604.0,1129.0,junction
169,607.0,858.0,junction
