id,y,x,type
0,262.0,1299.0,endpoint
1,614.0,756.0,endpoint
2,851.0,1193.0,endpoint
3,607.0,1229.0,endpoint
4,312.0,1333.0,endpoint
5,1056.0,73.0,endpoint
6,1379.0,1111.0,endpoint
7,99.0,417.0,endpoint
8,1130.0,1050.0,endpoint
9,22.0,578.0,endpoint
10,608.0,123.0,endpoint
11,619.0,467.0,endpoint
12,622.0,320.0,endpoint
13,693.0,1146.0,endpoint
14,498.0,720.0,endpoint
15,859.0,989.0,endpoint
16,1136.0,117.0,endpoint
17,1167.0,1053.0,endpoint
18,113.0,1120.0,endpoint
19,1421.0,841.0,endpoint
20,1450.0,520.0,endpoint
21,953.0,806.0,endpoint
22,509.0,46.0,endpoint
23,543.0,853.0,endpoint
24,144.0,320.0,endpoint
25,1094.0,1389.0,endpoint
26,89.0,994.0,endpoint
27,733.0,403.0,endpoint
28,140.0,325.0,endpoint
29,578.0,511.0,endpoint
30,1353.0,340.0,endpoint
31,1205.0,1317.0,endpoint
32,637.0,1439.0,endpoint
33,411.0,1331.0,endpoint
34,871.0,1313.0,endpoint
35,659.0,1030.0,endpoint
36,412.0,91.0,endpoint
37,1252.0,910.0,endpoint
38,1383.0,438.0,endpoint
39,915.0,913.0,endpoint
40,191.0,318.0,endpoint
41,315.0,152.0,endpoint
42,800.0,807.0,endpoint
43,812.0,479.0,endpoint
44,929.0,36.0,endpoint
45,993.0,1061.0,endpoint
46,961.0,1432.0,endpoint
47,1258.0,1273.0,endpoint
48,622.0,776.0,endpoint
49,449.0,677.0,endpoint
50,928.0,34.0,endpoint
51,737.0,9.0,endpoint
52,74.0,754.0,endpoint
53,98.0,992.0,junction
54,100.0,981.0,junction
55,143.0,325.0,junction
56,147.0,764.0,junction
57,221.0,678.0,junction
58,226.0,864.0,junction
59,229.0,560.0,junction
60,232.0,819.0,junction
61,239.0,702.0,junction
62,260.0,927.0,junction
63,265.0,804.0,junction
64,264.0,948.0,junction
65,301.0,739.0,junction
66,302.0,353.0,junction
67,326.0,719.0,junction
68,390.0,1346.0,junction
69,400.0,429.0,junction
70,447.0,233.0,junction
71,450.0,1069.0,junction
72,459.0,565.0,junction
73,500.0,719.0,junction
74,501.0,254.0,junction
75,538.0,1161.0,junction
76,575.0,312.0,junction
77,592.0,151.0,junction
78,594.0,312.0,junction
79,599.0,299.0,junction
80,601.0,390.0,junction
81,619.0,469.0,junction
82,623.0,755.0,junction
83,648.0,382.0,junction
84,674.0,344.0,junction
85,698.0,344.0,junction
86,743.0,353.0,junction
87,746.0,298.0,junction
88,753.0,314.0,junction
89,784.0,308.0,junction
90,821.0,396.0,junction
91,836.0,446.0,junction
92,838.0,396.0,junction
93,890.0,281.0,junction
94,891.0,265.0,junction
95,902.0,258.0,junction
96,928.0,35.0,junction
97,959.0,590.0,junction
98,1008.0,936.0,junction
99,1020.0,1034.0,junction
100,1022.0,1056.0,junction
101,1024.0,934.0,junction
102,1029.0,927.0,junction
103,1033.0,1224.0,junction
104,1033.0,1221.0,junction
105,1040.0,828.0,junction
106,1061.0,1329.0,junction
107,1114.0,443.0,junction
108,1119.0,745.0,junction
109,1119.0,753.0,junction
110,1144.0,678.0,junction
111,1156.0,852.0,junction
112,1176.0,1053.0,junction
113,1177.0,1019.0,junction
114,1190.0,1108.0,junction
115,1203.0,401.0,junction
116,1222.0,400.0,junction
117,1224.0,747.0,junction
118,1243.0,1259.0,junction
