id,y,x,type
0,399.0,532.0,endpoint
1,21.0,910.0,endpoint
2,12.0,852.0,endpoint
3,455.0,903.0,endpoint
4,874.0,868.0,endpoint
5,641.0,218.0,endpoint
6,616.0,710.0,endpoint
7,821.0,194.0,endpoint
8,1437.0,994.0,endpoint
9,466.0,869.0,endpoint
10,512.0,1293.0,endpoint
11,600.0,1479.0,endpoint
12,788.0,1231.0,endpoint
13,1431.0,489.0,endpoint
14,453.0,505.0,endpoint
15,994.0,323.0,endpoint
16,349.0,396.0,endpoint
17,627.0,423.0,endpoint
18,628.0,12.0,endpoint
19,560.0,198.0,endpoint
20,534.0,844.0,endpoint
21,589.0,1360.0,endpoint
22,1140.0,117.0,endpoint
23,915.0,1466.0,endpoint
24,580.0,829.0,endpoint
25,171.0,1222.0,endpoint
26,665.0,177.0,endpoint
27,1067.0,605.0,endpoint
28,1041.0,1425.0,endpoint
29,667.0,95.0,endpoint
30,475.0,62.0,endpoint
31,48.0,504.0,endpoint
32,939.0,648.0,endpoint
33,713.0,165.0,endpoint
34,1022.0,792.0,endpoint
35,864.0,270.0,endpoint
36,966.0,290.0,endpoint
37,1052.0,296.0,endpoint
38,116.0,1032.0,endpoint
39,819.0,494.0,endpoint
40,859.0,1076.0,endpoint
41,848.0,1085.0,endpoint
42,742.0,1250.0,endpoint
43,751.0,496.0,endpoint
44,691.0,1174.0,endpoint
45,757.0,1055.0,endpoint
46,178.0,1229.0,endpoint
47,452.0,910.0,endpoint
48,797.0,139.0,endpoint
49,625.0,710.0,endpoint
50,807.0,1077.0,endpoint
51,1333.0,915.0,endpoint
52,1037.0,1429.0,endpoint
53,880.0,118.0,endpoint
54,751.0,1191.0,endpoint
55,542.0,422.0,endpoint
56,526.0,197.0,endpoint
57,1284.0,1242.0,endpoint
58,1103.0,346.0,endpoint
59,698.0,1301.0,endpoint
60,903.0,174.0,endpoint
61,1019.0,1246.0,endpoint
62,394.0,1401.0,endpoint
63,77.0,736.0,endpoint
64,933.0,291.0,endpoint
65,1143.0,1367.0,endpoint
66,1340.0,685.0,endpoint
67,13.0,709.0,endpoint
68,1095.0,1393.0,endpoint
69,733.0,595.0,endpoint
70,1375.0,672.0,endpoint
71,795.0,42.0,endpoint
72,1087.0,534.0,endpoint
73,827.0,1471.0,endpoint
74,696.0,484.0,endpoint
75,1169.0,1308.0,endpoint
76,824.0,1035.0,endpoint
77,443.0,953.0,endpoint
78,513.0,194.0,endpoint
79,827.0,335.0,endpoint
80,1314.0,1109.0,endpoint
81,787.0,399.0,endpoint
82,825.0,218.0,endpoint
83,189.0,1246.0,endpoint
84,754.0,414.0,endpoint
85,724.0,724.0,endpoint
86,633.0,14.0,endpoint
87,1311.0,505.0,endpoint
88,1241.0,196.0,endpoint
89,789.0,1256.0,endpoint
90,750.0,343.0,endpoint
91,1097.0,597.0,endpoint
92,608.0,686.0,endpoint
93,1082.0,1402.0,endpoint
94,827.0,10.0,endpoint
95,698.0,189.0,endpoint
96,1479.0,692.0,endpoint
97,904.0,803.0,endpoint
98,1301.0,1070.0,endpoint
99,804.0,282.0,endpoint
100,273.0,173.0,endpoint
101,851.0,696.0,endpoint
102,554.0,955.0,endpoint
103,232.0,794.0,endpoint
104,1101.0,1243.0,endpoint
105,1346.0,1077.0,endpoint
106,524.0,886.0,endpoint
107,69.0,452.0,endpoint
108,1229.0,1303.0,endpoint
109,414.0,871.0,endpoint
110,1175.0,1341.0,endpoint
111,750.0,411.0,endpoint
112,1266.0,824.0,endpoint
113,343.0,127.0,endpoint
114,807.0,655.0,endpoint
115,1110.0,101.0,endpoint
116,1389.0,385.0,endpoint
117,1094.0,367.0,endpoint
118,868.0,561.0,endpoint
119,687.0,1486.0,endpoint
120,1117.0,460.0,endpoint
121,777.0,742.0,endpoint
122,866.0,414.0,endpoint
123,366.0,643.0,endpoint
124,762.0,924.0,endpoint
125,470.0,163.0,endpoint
126,715.0,55.0,endpoint
127,880.0,665.0,endpoint
128,1453.0,545.0,endpoint
129,147.0,320.0,endpoint
130,22.0,705.0,junction
131,72.0,899.0,junction
132,83.0,588.0,junction
133,109.0,590.0,junction
134,132.0,610.0,junction
135,136.0,630.0,junction
136,139.0,640.0,junction
137,142.0,652.0,junction
138,145.0,661.0,junction
139,150.0,611.0,junction
140,150.0,623.0,junction
141,151.0,638.0,junction
142,154.0,647.0,junction
143,157.0,653.0,junction
144,179.0,1221.0,junction
145,184.0,947.0,junction
146,189.0,955.0,junction
147,223.0,450.0,junction
148,228.0,712.0,junction
149,256.0,715.0,junction
150,261.0,353.0,junction
151,262.0,667.0,junction
152,262.0,739.0,junction
153,286.0,989.0,junction
154,300.0,505.0,junction
155,328.0,343.0,junction
156,330.0,1045.0,junction
157,345.0,1070.0,junction
158,354.0,837.0,junction
159,378.0,1021.0,junction
160,383.0,1020.0,junction
161,397.0,393.0,junction
162,403.0,972.0,junction
163,414.0,984.0,junction
164,430.0,1171.0,junction
165,449.0,335.0,junction
166,459.0,273.0,junction
167,459.0,284.0,junction
168,461.0,580.0,junction
169,467.0,291.0,junction
170,476.0,513.0,junction
171,495.0,1285.0,junction
172,495.0,1289.0,junction
173,497.0,189.0,junction
174,515.0,1028.0,junction
175,517.0,437.0,junction
176,525.0,435.0,junction
177,527.0,885.0,junction
178,535.0,1074.0,junction
179,558.0,89.0,junction
180,578.0,776.0,junction
181,582.0,828.0,junction
182,587.0,100.0,junction
183,587.0,106.0,junction
184,608.0,1367.0,junction
185,613.0,891.0,junction
186,614.0,981.0,junction
187,615.0,932.0,junction
188,620.0,321.0,junction
189,623.0,735.0,junction
190,625.0,39.0,junction
191,628.0,14.0,junction
192,629.0,471.0,junction
193,633.0,484.0,junction
194,636.0,319.0,junction
195,647.0,475.0,junction
196,657.0,1183.0,junction
197,661.0,847.0,junction
198,661.0,840.0,junction
199,663.0,326.0,junction
200,684.0,587.0,junction
201,685.0,1160.0,junction
202,688.0,766.0,junction
203,688.0,776.0,junction
204,689.0,1172.0,junction
205,689.0,627.0,junction
206,713.0,50.0,junction
207,740.0,157.0,junction
208,745.0,1176.0,junction
209,750.0,413.0,junction
210,752.0,1182.0,junction
211,766.0,1059.0,junction
212,769.0,1183.0,junction
213,771.0,1149.0,junction
214,794.0,1183.0,junction
215,794.0,1225.0,junction
216,798.0,1198.0,junction
217,798.0,1208.0,junction
218,805.0,1149.0,junction
219,807.0,1070.0,junction
220,811.0,1177.0,junction
221,813.0,1189.0,junction
222,814.0,1168.0,junction
223,834.0,1095.0,junction
224,835.0,1125.0,junction
225,836.0,1113.0,junction
226,836.0,1223.0,junction
227,838.0,213.0,junction
228,843.0,1095.0,junction
229,883.0,1237.0,junction
230,894.0,223.0,junction
231,899.0,467.0,junction
232,905.0,1171.0,junction
233,915.0,467.0,junction
234,919.0,1162.0,junction
235,922.0,345.0,junction
236,922.0,364.0,junction
237,931.0,1177.0,junction
238,941.0,657.0,junction
239,946.0,449.0,junction
240,956.0,153.0,junction
241,959.0,219.0,junction
242,967.0,153.0,junction
243,978.0,513.0,junction
244,995.0,564.0,junction
245,1003.0,720.0,junction
246,1004.0,664.0,junction
247,1006.0,1158.0,junction
248,1015.0,578.0,junction
249,1026.0,106.0,junction
250,1030.0,214.0,junction
251,1029.0,1032.0,junction
252,1030.0,471.0,junction
253,1030.0,474.0,junction
254,1038.0,1425.0,junction
255,1039.0,526.0,junction
256,1041.0,483.0,junction
257,1049.0,802.0,junction
258,1054.0,269.0,junction
259,1054.0,817.0,junction
260,1072.0,1237.0,junction
261,1078.0,232.0,junction
262,1083.0,1054.0,junction
263,1084.0,687.0,junction
264,1085.0,1355.0,junction
265,1088.0,1391.0,junction
266,1096.0,960.0,junction
267,1096.0,944.0,junction
268,1097.0,601.0,junction
269,1108.0,371.0,junction
270,1130.0,511.0,junction
271,1135.0,854.0,junction
272,1149.0,1039.0,junction
273,1159.0,1060.0,junction
274,1159.0,1054.0,junction
275,1182.0,754.0,junction
276,1191.0,276.0,junction
277,1193.0,253.0,junction
278,1208.0,713.0,junction
279,1218.0,426.0,junction
280,1224.0,439.0,junction
281,1227.0,544.0,junction
282,1227.0,616.0,junction
283,1236.0,585.0,junction
284,1268.0,824.0,junction
285,1299.0,1056.0,junction
286,1304.0,1071.0,junction
287,1306.0,1062.0,junction
288,1309.0,503.0,junction
289,1325.0,710.0,junction
290,1332.0,472.0,junction
291,1331.0,725.0,junction
292,1346.0,540.0,junction
293,1376.0,483.0,junction
294,1384.0,481.0,junction
295,1391.0,401.0,junction
296,1398.0,490.0,junction
