u,v,path_length,euclidean,tortuosity,weight
0,108,226.71067811865484,211.2487,1.0732,226.7107
1,22,139.59797974644667,128.9961,1.0822,139.5980
2,20,56.59797974644665,52.4309,1.0795,56.5980
3,163,120.0416305603426,114.2716,1.0505,120.0416
173,80,269.58073580374395,247.9879,1.0871,269.5807
7,121,298.9066376115485,259.3704,1.1524,298.9066
8,130,34.28427124746191,32.5576,1.0530,34.2843
15,69,39.04163056034261,36.2353,1.0774,39.0416
27,167,117.84062043356592,106.2544,1.1090,117.8406
147,46,139.3259018078045,128.0820,1.0878,139.3259
29,59,208.05382386916264,194.5174,1.0696,208.0538
149,42,43.55634918610405,38.6264,1.1276,43.5563
200,198,50.35533905932736,46.6154,1.0802,50.3553
35,49,40.870057685088796,37.1214,1.1010,40.8701
171,38,172.49747468305839,158.1550,1.0907,172.4975
171,172,35.55634918610404,32.8938,1.0809,35.5563
119,123,91.69848480983497,83.9524,1.0923,91.6985
119,97,207.30865786510165,182.9235,1.1333,207.3087
47,87,139.18376618407353,101.3558,1.3732,139.1838
50,174,86.74011537017755,78.3901,1.1065,86.7401
214,76,33.041630560342625,30.8058,1.0726,33.0416
214,17,43.28427124746189,39.4081,1.0984,43.2843
163,37,238.72287142747484,201.5267,1.1846,238.7229
56,138,45.04163056034261,40.7063,1.1065,45.0416
123,110,240.36248173426438,222.5511,1.0800,240.3625
123,140,305.8183258569802,276.8122,1.1048,305.8183
206,210,67.87005768508878,60.0083,1.1310,67.8701
63,26,81.32590180780447,72.2011,1.1264,81.3259
66,170,422.7472580451148,362.7079,1.1655,422.7473
158,156,25.313708498984763,22.8473,1.1080,25.3137
128,77,1.4142135623730951,1.4142,1.0000,1.4142
166,31,257.9238815542516,232.6585,1.1086,257.9239
84,58,25.071067811865476,23.0217,1.0890,25.0711
205,14,256.1543289325509,239.0084,1.0717,256.1543
89,145,5.242640687119285,5.0000,1.0485,5.2426
91,148,227.3553390593275,217.1866,1.0468,227.3553
105,101,46.627416997969505,42.5441,1.0960,46.6274
198,188,120.94112549695421,113.5650,1.0650,120.9411
175,95,241.2081528017136,215.3625,1.1200,241.2082
103,85,41.041630560342604,37.2156,1.1028,41.0416
9,194,95.49747468305826,87.2353,1.0947,95.4975
18,28,39.97056274847714,35.9026,1.1133,39.9706
112,116,131.22539674441612,120.7021,1.0872,131.2254
41,99,75.35533905932732,69.0797,1.0908,75.3553
45,204,327.0609665440997,289.9276,1.1281,327.0610
138,55,3.414213562373095,3.1623,1.0797,3.4142
51,68,31.384776310850242,28.0179,1.1202,31.3848
136,135,8.071067811865476,7.8102,1.0334,8.0711
152,153,44.55634918610403,40.0125,1.1136,44.5563
65,72,36.48528137423857,34.0588,1.0712,36.4853
203,204,4.0,4.0000,1.0000,4.0000
