u,v,path_length,euclidean,tortuosity,weight
1,197,62.28427124746186,56.4624,1.1031,62.2843
199,69,43.69848480983499,40.4969,1.0791,43.6985
18,281,90.18376618407352,82.2192,1.0969,90.1838
227,79,2.414213562373095,2.2361,1.0797,2.4142
227,94,13.414213562373096,13.0384,1.0288,13.4142
28,166,62.49747468305829,58.7282,1.0642,62.4975
150,151,65.42640687119281,59.9083,1.0921,65.4264
49,258,77.62741699796949,71.2531,1.0895,77.6274
70,41,42.970562748477136,39.8497,1.0783,42.9706
77,186,123.28427124746186,115.0174,1.0719,123.2843
175,23,33.213203435596434,29.1548,1.1392,33.2132
93,39,22.384776310850242,21.4009,1.0460,22.3848
107,202,2.8284271247461903,2.8284,1.0000,2.8284
280,139,13.899494936611667,13.0384,1.0660,13.8995
119,289,134.39696961966996,122.5602,1.0966,134.3970
292,288,20.72792206135786,18.4391,1.1241,20.7279
141,122,30.313708498984763,28.1603,1.0765,30.3137
145,268,5.242640687119285,5.0000,1.0485,5.2426
242,135,14.313708498984763,13.6015,1.0524,14.3137
323,320,29.556349186104054,26.8328,1.1015,29.5563
323,85,4.414213562373095,4.1231,1.0706,4.4142
323,59,21.48528137423857,19.4165,1.1065,21.4853
316,311,35.72792206135786,33.2415,1.0748,35.7279
316,20,5.82842712474619,5.0000,1.1657,5.8284
9,241,10.414213562373096,10.0499,1.0363,10.4142
298,315,547.1442276647855,471.2388,1.1611,547.1442
17,50,39.24264068711928,38.1182,1.0295,39.2426
30,246,71.87005768508878,66.7608,1.0765,71.8701
244,234,84.56854249492375,77.9359,1.0851,84.5685
274,67,104.74011537017756,96.7729,1.0823,104.7401
75,127,17.414213562373096,17.0294,1.0226,17.4142
82,68,25.414213562373096,25.0200,1.0158,25.4142
267,262,80.32590180780446,74.0945,1.0841,80.3259
113,137,51.52691193458118,47.1699,1.0924,51.5269
123,153,94.49747468305827,85.4927,1.1053,94.4975
132,286,292.82337649086344,237.2615,1.2342,292.8234
134,236,45.04163056034261,40.7063,1.1065,45.0416
136,245,293.76450198781765,266.5521,1.1021,293.7645
243,57,76.59797974644664,69.7782,1.0977,76.5980
295,288,19.970562748477146,19.2094,1.0396,19.9706
4,15,44.48528137423857,42.4264,1.0485,44.4853
10,131,25.0,25.0000,1.0000,25.0000
311,47,112.39696961966992,102.4158,1.0975,112.3970
29,305,80.74011537017756,73.8173,1.0938,80.7401
33,92,23.384776310850242,21.9317,1.0663,23.3848
36,205,21.07106781186548,19.6469,1.0725,21.0711
202,104,24.656854249492383,22.5610,1.0929,24.6569
52,245,160.91168824543144,144.2221,1.1157,160.9117
245,248,113.25483399593897,104.3552,1.0853,113.2548
148,128,2.414213562373095,2.2361,1.0797,2.4142
148,2,2.414213562373095,2.2361,1.0797,2.4142
95,251,37.071067811865476,35.1283,1.0553,37.0711
109,197,10.485281374238571,10.0000,1.0485,10.4853
279,147,88.69848480983497,73.4370,1.2078,88.6985
183,125,11.899494936611667,11.4018,1.0437,11.8995
268,270,29.727922061357862,27.5136,1.0805,29.7279
322,63,42.31370849898475,39.2046,1.0793,42.3137
288,275,167.7523086789974,145.2481,1.1549,167.7523
87,215,57.07106781186546,55.2268,1.0334,57.0711
114,270,131.2964645562816,113.5694,1.1561,131.2965
